date,SIRI
2013-06-29,46
2013-06-30,45
2013-07-01,36
2013-07-02,36
2013-07-03,36
2013-07-04,40
2013-07-05,40
2013-07-06,44
2013-07-07,44
2013-07-08,34
2013-07-09,36
2013-07-10,37
2013-07-11,35
2013-07-12,37
2013-07-13,42
2013-07-14,41
2013-07-15,32
2013-07-16,35
2013-07-17,35
2013-07-18,36
2013-07-19,37
2013-07-20,40
2013-07-21,42
2013-07-22,37
2013-07-23,36
2013-07-24,37
2013-07-25,35
2013-07-26,37
2013-07-27,47
2013-07-28,45
2013-07-29,37
2013-07-30,37
2013-07-31,37
2013-08-01,37
2013-08-02,39
2013-08-03,41
2013-08-04,41
2013-08-05,35
2013-08-06,36
2013-08-07,37
2013-08-08,38
2013-08-09,37
2013-08-10,42
2013-08-11,43
2013-08-12,33
2013-08-13,35
2013-08-14,34
2013-08-15,38
2013-08-16,34
2013-08-17,40
2013-08-18,39
2013-08-19,33
2013-08-20,33
2013-08-21,36
2013-08-22,37
2013-08-23,35
2013-08-24,38
2013-08-25,38
2013-08-26,34
2013-08-27,35
2013-08-28,35
2013-08-29,40
2013-08-30,36
2013-08-31,42
2013-09-01,40
2013-09-02,33
2013-09-03,31
2013-09-04,30
2013-09-05,33
2013-09-06,35
2013-09-07,40
2013-09-08,37
2013-09-09,31
2013-09-10,35
2013-09-11,37
2013-09-12,38
2013-09-13,40
2013-09-14,40
2013-09-15,43
2013-09-16,34
2013-09-17,34
2013-09-18,58
2013-09-19,100
2013-09-20,78
2013-09-21,78
2013-09-22,66
2013-09-23,54
2013-09-24,50
2013-09-25,47
2013-09-26,46
2013-09-27,45
2013-09-28,47
2013-09-29,46
2013-09-30,37
2013-10-01,33
2013-10-02,32
2013-10-03,34
2013-10-04,75
2013-10-05,74
2013-10-06,54
2013-10-07,44
2013-10-08,38
2013-10-09,35
2013-10-10,35
2013-10-11,35
2013-10-12,39
2013-10-13,40
2013-10-14,32
2013-10-15,32
2013-10-16,32
2013-10-17,35
2013-10-18,33
2013-10-19,35
2013-10-20,37
2013-10-21,30
2013-10-22,33
2013-10-23,32
2013-10-24,34
2013-10-25,39
2013-10-26,40
2013-10-27,37
2013-10-28,30
2013-10-29,30
2013-10-30,29
2013-10-31,32
2013-11-01,33
2013-11-02,36
2013-11-03,34
2013-11-04,31
2013-11-05,29
2013-11-06,31
2013-11-07,30
2013-11-08,31
2013-11-09,35
2013-11-10,35
2013-11-11,30
2013-11-12,28
2013-11-13,27
2013-11-14,30
2013-11-15,33
2013-11-16,34
2013-11-17,35
2013-11-18,30
2013-11-19,30
2013-11-20,30
2013-11-21,30
2013-11-22,30
2013-11-23,34
2013-11-24,34
2013-11-25,28
2013-11-26,28
2013-11-27,31
2013-11-28,36
2013-11-29,35
2013-11-30,34
2013-12-01,34
2013-12-02,28
2013-12-03,29
2013-12-04,29
2013-12-05,28
2013-12-06,29
2013-12-07,34
2013-12-08,34
2013-12-09,29
2013-12-10,28
2013-12-11,29
2013-12-12,29
2013-12-13,29
2013-12-14,33
2013-12-15,34
2013-12-16,29
2013-12-17,29
2013-12-18,39
2013-12-19,40
2013-12-20,41
2013-12-21,43
2013-12-22,44
2013-12-23,37
2013-12-24,45
2013-12-25,62
2013-12-26,51
2013-12-27,50
2013-12-28,47
2013-12-29,43
2013-12-30,43
2013-12-31,46
2014-01-01,47
2014-01-02,41
2014-01-03,40
2014-01-04,43
2014-01-05,43
2014-01-06,45
2014-01-07,45
2014-01-08,42
2014-01-09,39
2014-01-10,39
2014-01-11,45
2014-01-12,44
2014-01-13,34
2014-01-14,36
2014-01-15,35
2014-01-16,34
2014-01-17,33
2014-01-18,40
2014-01-19,40
2014-01-20,31
2014-01-21,32
2014-01-22,32
2014-01-23,34
2014-01-24,31
2014-01-25,35
2014-01-26,36
2014-01-27,29
2014-01-28,29
2014-01-29,28
2014-01-30,31
2014-01-31,29
2014-02-01,33
2014-02-02,35
2014-02-03,27
2014-02-04,31
2014-02-05,28
2014-02-06,26
2014-02-07,32
2014-02-08,33
2014-02-09,33
2014-02-10,27
2014-02-11,28
2014-02-12,27
2014-02-13,27
2014-02-14,30
2014-02-15,34
2014-02-16,33
2014-02-17,27
2014-02-18,27
2014-02-19,27
2014-02-20,27
2014-02-21,28
2014-02-22,31
2014-02-23,34
2014-02-24,28
2014-02-25,26
2014-02-26,26
2014-02-27,27
2014-02-28,28
2014-03-01,31
2014-03-02,31
2014-03-03,29
2014-03-04,30
2014-03-05,28
2014-03-06,30
2014-03-07,32
2014-03-08,34
2014-03-09,33
2014-03-10,29
2014-03-11,37
2014-03-12,33
2014-03-13,34
2014-03-14,32
2014-03-15,38
2014-03-16,37
