date,ILMN,isPartial
2015-12-26,0,False
2015-12-27,2,False
2015-12-28,2,False
2015-12-29,12,False
2015-12-30,13,False
2015-12-31,9,False
2016-01-01,3,False
2016-01-02,0,False
2016-01-03,2,False
2016-01-04,10,False
2016-01-05,6,False
2016-01-06,2,False
2016-01-07,8,False
2016-01-08,10,False
2016-01-09,2,False
2016-01-10,7,False
2016-01-11,25,False
2016-01-12,18,False
2016-01-13,8,False
2016-01-14,22,False
2016-01-15,12,False
2016-01-16,5,False
2016-01-17,0,False
2016-01-18,0,False
2016-01-19,6,False
2016-01-20,12,False
2016-01-21,10,False
2016-01-22,15,False
2016-01-23,5,False
2016-01-24,2,False
2016-01-25,4,False
2016-01-26,4,False
2016-01-27,8,False
2016-01-28,12,False
2016-01-29,14,False
2016-01-30,2,False
2016-01-31,7,False
2016-02-01,10,False
2016-02-02,16,False
2016-02-03,18,False
2016-02-04,14,False
2016-02-05,12,False
2016-02-06,5,False
2016-02-07,2,False
2016-02-08,12,False
2016-02-09,8,False
2016-02-10,18,False
2016-02-11,8,False
2016-02-12,14,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,6,False
2016-02-16,10,False
2016-02-17,8,False
2016-02-18,10,False
2016-02-19,20,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,15,False
2016-02-23,6,False
2016-02-24,4,False
2016-02-25,6,False
2016-02-26,8,False
2016-02-27,2,False
2016-02-28,2,False
2016-02-29,11,False
2016-03-01,13,False
2016-03-02,13,False
2016-03-03,10,False
2016-03-04,12,False
2016-03-05,2,False
2016-03-06,0,False
2016-03-07,12,False
2016-03-08,16,False
2016-03-09,14,False
2016-03-10,12,False
2016-03-11,20,False
2016-03-12,0,False
2016-03-13,2,False
2016-03-14,4,False
2016-03-15,8,False
2016-03-16,10,False
2016-03-17,12,False
2016-03-18,10,False
2016-03-19,2,False
2016-03-20,2,False
2016-03-21,8,False
2016-03-22,6,False
2016-03-23,6,False
2016-03-24,13,False
2016-03-25,7,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,0,False
2016-03-29,8,False
2016-03-30,10,False
2016-03-31,6,False
2016-04-01,12,False
2016-04-02,9,False
2016-04-03,9,False
2016-04-04,18,False
2016-04-05,12,False
2016-04-06,12,False
2016-04-07,16,False
2016-04-08,14,False
2016-04-09,9,False
2016-04-10,9,False
2016-04-11,16,False
2016-04-12,8,False
2016-04-13,4,False
2016-04-14,6,False
2016-04-15,12,False
2016-04-16,2,False
2016-04-17,11,False
2016-04-18,28,False
2016-04-19,100,False
2016-04-20,35,False
2016-04-21,34,False
2016-04-22,29,False
2016-04-23,2,False
2016-04-24,7,False
2016-04-25,8,False
2016-04-26,17,False
2016-04-27,16,False
2016-04-28,20,False
2016-04-29,15,False
2016-04-30,5,False
2016-05-01,5,False
2016-05-02,6,False
2016-05-03,20,False
2016-05-04,26,False
2016-05-05,8,False
2016-05-06,9,False
2016-05-07,2,False
2016-05-08,5,False
2016-05-09,6,False
2016-05-10,10,False
2016-05-11,8,False
2016-05-12,2,False
2016-05-13,8,False
2016-05-14,0,False
2016-05-15,2,False
2016-05-16,2,False
2016-05-17,6,False
2016-05-18,6,False
2016-05-19,14,False
2016-05-20,10,False
2016-05-21,2,False
2016-05-22,5,False
2016-05-23,2,False
2016-05-24,14,False
2016-05-25,16,False
2016-05-26,8,False
2016-05-27,15,False
2016-05-28,2,False
2016-05-29,2,False
2016-05-30,2,False
2016-05-31,6,False
2016-06-01,2,False
2016-06-02,8,False
2016-06-03,13,False
2016-06-04,2,False
2016-06-05,0,False
2016-06-06,14,False
2016-06-07,10,False
2016-06-08,14,False
2016-06-09,6,False
2016-06-10,8,False
2016-06-11,2,False
2016-06-12,0,False
2016-06-13,12,False
2016-06-14,8,False
2016-06-15,4,False
2016-06-16,20,False
2016-06-17,8,False
2016-06-18,2,False
2016-06-19,7,False
2016-06-20,4,False
2016-06-21,6,False
2016-06-22,6,False
2016-06-23,6,False
2016-06-24,11,False
2016-06-25,7,False
2016-06-26,5,False
2016-06-27,14,False
2016-06-28,10,False
2016-06-29,14,False
2016-06-30,8,False
2016-07-01,17,False
2016-07-02,2,False
2016-07-03,2,False
2016-07-04,8,False
2016-07-05,13,False
2016-07-06,4,False
2016-07-07,0,False
2016-07-08,9,False
2016-07-09,5,False
2016-07-10,2,False
2016-07-11,6,False
2016-07-12,12,False
2016-07-13,21,False
2016-07-14,14,False
2016-07-15,11,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,15,False
2016-07-19,4,False
2016-07-20,4,False
2016-07-21,6,False
2016-07-22,13,False
2016-07-23,5,False
2016-07-24,3,False
2016-07-25,4,False
2016-07-26,29,False
2016-07-27,21,False
2016-07-28,30,False
2016-07-29,9,False
2016-07-30,5,False
2016-07-31,2,False
2016-08-01,23,False
2016-08-02,15,False
2016-08-03,6,False
2016-08-04,6,False
2016-08-05,11,False
2016-08-06,0,False
2016-08-07,0,False
2016-08-08,6,False
2016-08-09,6,False
2016-08-10,4,False
2016-08-11,0,False
2016-08-12,5,False
2016-08-13,0,False
2016-08-14,3,False
2016-08-15,21,False
2016-08-16,9,False
2016-08-17,4,False
2016-08-18,25,False
2016-08-19,7,False
2016-08-20,3,False
2016-08-21,5,False
2016-08-22,7,False
2016-08-23,4,False
2016-08-24,9,False
2016-08-25,2,False
2016-08-26,11,False
2016-08-27,0,False
2016-08-28,0,False
2016-08-29,8,False
2016-08-30,4,False
2016-08-31,4,False
2016-09-01,4,False
2016-09-02,4,False
2016-09-03,5,False
2016-09-04,0,False
2016-09-05,2,False
2016-09-06,2,False
2016-09-07,8,False
2016-09-08,6,False
2016-09-09,6,False
2016-09-10,0,False
2016-09-11,0,False
