date,TSLA
2011-05-11,56
2011-05-12,23
2011-05-13,20
2011-05-14,19
2011-05-15,27
2011-05-16,18
2011-05-17,41
2011-05-18,26
2011-05-19,27
2011-05-20,40
2011-05-21,0
2011-05-22,9
2011-05-23,48
2011-05-24,37
2011-05-25,34
2011-05-26,41
2011-05-27,27
2011-05-28,0
2011-05-29,15
2011-05-30,20
2011-05-31,51
2011-06-01,41
2011-06-02,51
2011-06-03,64
2011-06-04,29
2011-06-05,14
2011-06-06,77
2011-06-07,33
2011-06-08,41
2011-06-09,37
2011-06-10,27
2011-06-11,19
2011-06-12,10
2011-06-13,26
2011-06-14,29
2011-06-15,37
2011-06-16,26
2011-06-17,31
2011-06-18,19
2011-06-19,14
2011-06-20,40
2011-06-21,22
2011-06-22,56
2011-06-23,27
2011-06-24,28
2011-06-25,14
2011-06-26,0
2011-06-27,26
2011-06-28,26
2011-06-29,19
2011-06-30,30
2011-07-01,16
2011-07-02,20
2011-07-03,39
2011-07-04,20
2011-07-05,38
2011-07-06,37
2011-07-07,27
2011-07-08,28
2011-07-09,0
2011-07-10,19
2011-07-11,22
2011-07-12,22
2011-07-13,19
2011-07-14,11
2011-07-15,32
2011-07-16,15
2011-07-17,38
2011-07-18,41
2011-07-19,18
2011-07-20,57
2011-07-21,46
2011-07-22,43
2011-07-23,9
2011-07-24,14
2011-07-25,22
2011-07-26,26
2011-07-27,52
2011-07-28,34
2011-07-29,24
2011-07-30,14
2011-07-31,0
2011-08-01,30
2011-08-02,49
2011-08-03,64
2011-08-04,49
2011-08-05,55
2011-08-06,14
2011-08-07,14
2011-08-08,69
2011-08-09,51
2011-08-10,41
2011-08-11,37
2011-08-12,27
2011-08-13,19
2011-08-14,14
2011-08-15,38
2011-08-16,18
2011-08-17,37
2011-08-18,37
2011-08-19,23
2011-08-20,23
2011-08-21,9
2011-08-22,29
2011-08-23,39
2011-08-24,39
2011-08-25,32
2011-08-26,52
2011-08-27,18
2011-08-28,27
2011-08-29,32
2011-08-30,36
2011-08-31,21
2011-09-01,25
2011-09-02,30
2011-09-03,9
2011-09-04,26
2011-09-05,11
2011-09-06,31
2011-09-07,14
2011-09-08,24
2011-09-09,25
2011-09-10,13
2011-09-11,8
2011-09-12,20
2011-09-13,44
2011-09-14,20
2011-09-15,31
2011-09-16,29
2011-09-17,13
2011-09-18,16
2011-09-19,30
2011-09-20,41
2011-09-21,20
2011-09-22,17
2011-09-23,18
2011-09-24,17
2011-09-25,21
2011-09-26,30
2011-09-27,23
2011-09-28,14
2011-09-29,17
2011-09-30,25
2011-10-01,9
2011-10-02,13
2011-10-03,34
2011-10-04,34
2011-10-05,34
2011-10-06,34
2011-10-07,32
2011-10-08,25
2011-10-09,16
2011-10-10,44
2011-10-11,41
2011-10-12,23
2011-10-13,34
2011-10-14,38
2011-10-15,21
2011-10-16,16
2011-10-17,20
2011-10-18,17
2011-10-19,27
2011-10-20,23
2011-10-21,21
2011-10-22,25
2011-10-23,16
2011-10-24,20
2011-10-25,23
2011-10-26,10
2011-10-27,20
2011-10-28,53
2011-10-29,25
2011-10-30,16
2011-10-31,27
2011-11-01,27
2011-11-02,47
2011-11-03,23
2011-11-04,27
2011-11-05,24
2011-11-06,24
2011-11-07,39
2011-11-08,13
2011-11-09,23
2011-11-10,30
2011-11-11,17
2011-11-12,20
2011-11-13,16
2011-11-14,16
2011-11-15,26
2011-11-16,33
2011-11-17,29
2011-11-18,31
2011-11-19,24
2011-11-20,23
2011-11-21,26
2011-11-22,10
2011-11-23,33
2011-11-24,7
2011-11-25,18
2011-11-26,16
2011-11-27,15
2011-11-28,25
2011-11-29,22
2011-11-30,42
2011-12-01,26
2011-12-02,34
2011-12-03,12
2011-12-04,15
2011-12-05,25
2011-12-06,22
2011-12-07,32
2011-12-08,49
2011-12-09,27
2011-12-10,20
2011-12-11,12
2011-12-12,32
2011-12-13,22
2011-12-14,25
2011-12-15,23
2011-12-16,27
2011-12-17,24
2011-12-18,8
2011-12-19,29
2011-12-20,30
2011-12-21,43
2011-12-22,35
2011-12-23,26
2011-12-24,9
2011-12-25,19
2011-12-26,0
2011-12-27,21
2011-12-28,14
2011-12-29,28
2011-12-30,7
2011-12-31,9
2012-01-01,9
2012-01-02,7
2012-01-03,41
2012-01-04,22
2012-01-05,25
2012-01-06,53
2012-01-07,15
2012-01-08,7
2012-01-09,40
2012-01-10,46
2012-01-11,43
2012-01-12,19
2012-01-13,64
2012-01-14,45
2012-01-15,40
2012-01-16,45
2012-01-17,100
2012-01-18,75
2012-01-19,37
2012-01-20,25
2012-01-21,25
2012-01-22,14
2012-01-23,54
2012-01-24,48
2012-01-25,36
2012-01-26,40
