date,CSCO,isPartial
2016-09-11,9,False
2016-09-12,32,False
2016-09-13,31,False
2016-09-14,27,False
2016-09-15,26,False
2016-09-16,25,False
2016-09-17,4,False
2016-09-18,1,False
2016-09-19,28,False
2016-09-20,20,False
2016-09-21,23,False
2016-09-22,21,False
2016-09-23,23,False
2016-09-24,6,False
2016-09-25,3,False
2016-09-26,20,False
2016-09-27,27,False
2016-09-28,25,False
2016-09-29,22,False
2016-09-30,25,False
2016-10-01,9,False
2016-10-02,4,False
2016-10-03,19,False
2016-10-04,20,False
2016-10-05,14,False
2016-10-06,22,False
2016-10-07,11,False
2016-10-08,1,False
2016-10-09,9,False
2016-10-10,16,False
2016-10-11,24,False
2016-10-12,31,False
2016-10-13,22,False
2016-10-14,17,False
2016-10-15,6,False
2016-10-16,3,False
2016-10-17,14,False
2016-10-18,15,False
2016-10-19,14,False
2016-10-20,14,False
2016-10-21,19,False
2016-10-22,7,False
2016-10-23,2,False
2016-10-24,14,False
2016-10-25,15,False
2016-10-26,11,False
2016-10-27,20,False
2016-10-28,27,False
2016-10-29,7,False
2016-10-30,3,False
2016-10-31,18,False
2016-11-01,21,False
2016-11-02,16,False
2016-11-03,14,False
2016-11-04,11,False
2016-11-05,4,False
2016-11-06,3,False
2016-11-07,18,False
2016-11-08,29,False
2016-11-09,39,False
2016-11-10,37,False
2016-11-11,18,False
2016-11-12,10,False
2016-11-13,4,False
2016-11-14,19,False
2016-11-15,33,False
2016-11-16,49,False
2016-11-17,61,False
2016-11-18,36,False
2016-11-19,8,False
2016-11-20,4,False
2016-11-21,22,False
2016-11-22,21,False
2016-11-23,19,False
2016-11-24,10,False
2016-11-25,14,False
2016-11-26,11,False
2016-11-27,6,False
2016-11-28,22,False
2016-11-29,19,False
2016-11-30,20,False
2016-12-01,22,False
2016-12-02,30,False
2016-12-03,10,False
2016-12-04,7,False
2016-12-05,23,False
2016-12-06,16,False
2016-12-07,31,False
2016-12-08,24,False
2016-12-09,23,False
2016-12-10,9,False
2016-12-11,4,False
2016-12-12,16,False
2016-12-13,21,False
2016-12-14,29,False
2016-12-15,17,False
2016-12-16,19,False
2016-12-17,4,False
2016-12-18,7,False
2016-12-19,21,False
2016-12-20,21,False
2016-12-21,21,False
2016-12-22,24,False
2016-12-23,14,False
2016-12-24,7,False
2016-12-25,20,False
2016-12-26,14,False
2016-12-27,34,False
2016-12-28,25,False
2016-12-29,28,False
2016-12-30,28,False
2016-12-31,14,False
2017-01-01,21,False
2017-01-02,28,False
2017-01-03,34,False
2017-01-04,46,False
2017-01-05,30,False
2017-01-06,33,False
2017-01-07,19,False
2017-01-08,15,False
2017-01-09,50,False
2017-01-10,34,False
2017-01-11,25,False
2017-01-12,27,False
2017-01-13,14,False
2017-01-14,27,False
2017-01-15,26,False
2017-01-16,18,False
2017-01-17,19,False
2017-01-18,28,False
2017-01-19,27,False
2017-01-20,31,False
2017-01-21,21,False
2017-01-22,13,False
2017-01-23,20,False
2017-01-24,32,False
2017-01-25,40,False
2017-01-26,27,False
2017-01-27,25,False
2017-01-28,24,False
2017-01-29,11,False
2017-01-30,22,False
2017-01-31,30,False
2017-02-01,27,False
2017-02-02,31,False
2017-02-03,38,False
2017-02-04,18,False
2017-02-05,4,False
2017-02-06,19,False
2017-02-07,26,False
2017-02-08,24,False
2017-02-09,24,False
2017-02-10,36,False
2017-02-11,7,False
2017-02-12,16,False
2017-02-13,27,False
2017-02-14,45,False
2017-02-15,83,False
2017-02-16,100,False
2017-02-17,50,False
2017-02-18,13,False
2017-02-19,10,False
2017-02-20,29,False
2017-02-21,39,False
2017-02-22,41,False
2017-02-23,42,False
2017-02-24,27,False
2017-02-25,12,False
2017-02-26,9,False
2017-02-27,25,False
2017-02-28,38,False
2017-03-01,20,False
2017-03-02,35,False
2017-03-03,23,False
2017-03-04,13,False
2017-03-05,7,False
2017-03-06,20,False
2017-03-07,19,False
2017-03-08,20,False
2017-03-09,20,False
2017-03-10,28,False
2017-03-11,12,False
2017-03-12,10,False
2017-03-13,18,False
2017-03-14,22,False
2017-03-15,25,False
2017-03-16,29,False
2017-03-17,21,False
2017-03-18,11,False
2017-03-19,4,False
2017-03-20,24,False
2017-03-21,25,False
2017-03-22,18,False
2017-03-23,22,False
2017-03-24,20,False
2017-03-25,7,False
2017-03-26,11,False
2017-03-27,23,False
2017-03-28,19,False
2017-03-29,28,False
2017-03-30,18,False
2017-03-31,24,False
2017-04-01,5,False
2017-04-02,14,False
2017-04-03,21,False
2017-04-04,22,False
2017-04-05,21,False
2017-04-06,25,False
2017-04-07,21,False
2017-04-08,9,False
2017-04-09,4,False
2017-04-10,20,False
2017-04-11,24,False
2017-04-12,20,False
2017-04-13,21,False
2017-04-14,16,False
2017-04-15,5,False
2017-04-16,1,False
2017-04-17,23,False
2017-04-18,15,False
2017-04-19,18,False
2017-04-20,16,False
2017-04-21,16,False
2017-04-22,7,False
2017-04-23,9,False
2017-04-24,26,False
2017-04-25,24,False
2017-04-26,17,False
2017-04-27,22,False
2017-04-28,20,False
2017-04-29,12,False
2017-04-30,5,False
2017-05-01,27,False
2017-05-02,19,False
2017-05-03,22,False
2017-05-04,28,False
2017-05-05,21,False
2017-05-06,5,False
2017-05-07,3,False
2017-05-08,16,False
2017-05-09,18,False
2017-05-10,24,False
2017-05-11,25,False
2017-05-12,18,False
2017-05-13,13,False
2017-05-14,7,False
2017-05-15,43,False
2017-05-16,47,False
2017-05-17,70,False
2017-05-18,86,False
2017-05-19,57,False
2017-05-20,8,False
2017-05-21,14,False
2017-05-22,32,False
2017-05-23,34,False
2017-05-24,24,False
2017-05-25,28,False
2017-05-26,16,False
2017-05-27,15,False
2017-05-28,10,False
2017-05-29,9,False
