date,NVDA
2012-06-04,45
2012-06-05,47
2012-06-06,53
2012-06-07,40
2012-06-08,55
2012-06-09,38
2012-06-10,25
2012-06-11,76
2012-06-12,48
2012-06-13,54
2012-06-14,41
2012-06-15,41
2012-06-16,13
2012-06-17,32
2012-06-18,49
2012-06-19,72
2012-06-20,57
2012-06-21,67
2012-06-22,54
2012-06-23,9
2012-06-24,25
2012-06-25,52
2012-06-26,39
2012-06-27,66
2012-06-28,47
2012-06-29,64
2012-06-30,28
2012-07-01,23
2012-07-02,36
2012-07-03,38
2012-07-04,30
2012-07-05,37
2012-07-06,34
2012-07-07,32
2012-07-08,15
2012-07-09,49
2012-07-10,41
2012-07-11,40
2012-07-12,36
2012-07-13,45
2012-07-14,21
2012-07-15,15
2012-07-16,34
2012-07-17,38
2012-07-18,52
2012-07-19,59
2012-07-20,37
2012-07-21,24
2012-07-22,33
2012-07-23,43
2012-07-24,38
2012-07-25,38
2012-07-26,49
2012-07-27,38
2012-07-28,19
2012-07-29,26
2012-07-30,46
2012-07-31,55
2012-08-01,35
2012-08-02,42
2012-08-03,46
2012-08-04,26
2012-08-05,30
2012-08-06,57
2012-08-07,53
2012-08-08,62
2012-08-09,76
2012-08-10,100
2012-08-11,23
2012-08-12,28
2012-08-13,66
2012-08-14,55
2012-08-15,47
2012-08-16,51
2012-08-17,60
2012-08-18,43
2012-08-19,24
2012-08-20,52
2012-08-21,50
2012-08-22,41
2012-08-23,47
2012-08-24,56
2012-08-25,33
2012-08-26,29
2012-08-27,33
2012-08-28,43
2012-08-29,34
2012-08-30,43
2012-08-31,48
2012-09-01,17
2012-09-02,25
2012-09-03,24
2012-09-04,60
2012-09-05,64
2012-09-06,67
2012-09-07,76
2012-09-08,33
2012-09-09,38
2012-09-10,47
2012-09-11,39
2012-09-12,51
2012-09-13,36
2012-09-14,29
2012-09-15,58
2012-09-16,20
2012-09-17,56
2012-09-18,49
2012-09-19,48
2012-09-20,50
2012-09-21,48
2012-09-22,30
2012-09-23,23
2012-09-24,42
2012-09-25,50
2012-09-26,55
2012-09-27,63
2012-09-28,45
2012-09-29,32
2012-09-30,14
2012-10-01,39
2012-10-02,45
2012-10-03,55
2012-10-04,58
2012-10-05,55
2012-10-06,32
2012-10-07,24
2012-10-08,57
2012-10-09,40
2012-10-10,49
2012-10-11,44
2012-10-12,51
2012-10-13,27
2012-10-14,20
2012-10-15,46
2012-10-16,46
2012-10-17,69
2012-10-18,44
2012-10-19,36
2012-10-20,27
2012-10-21,17
2012-10-22,48
2012-10-23,43
2012-10-24,38
2012-10-25,57
2012-10-26,30
2012-10-27,38
2012-10-28,31
2012-10-29,29
2012-10-30,32
2012-10-31,44
2012-11-01,58
2012-11-02,57
2012-11-03,19
2012-11-04,24
2012-11-05,47
2012-11-06,44
2012-11-07,42
2012-11-08,92
2012-11-09,83
2012-11-10,45
2012-11-11,29
2012-11-12,42
2012-11-13,45
2012-11-14,47
2012-11-15,57
2012-11-16,52
2012-11-17,15
2012-11-18,27
2012-11-19,52
2012-11-20,53
2012-11-21,55
2012-11-22,40
2012-11-23,33
2012-11-24,33
2012-11-25,23
2012-11-26,62
2012-11-27,42
2012-11-28,60
2012-11-29,58
2012-11-30,43
2012-12-01,25
2012-12-02,13
2012-12-03,49
2012-12-04,40
2012-12-05,51
2012-12-06,48
2012-12-07,48
2012-12-08,18
2012-12-09,18
2012-12-10,70
2012-12-11,65
2012-12-12,48
2012-12-13,49
2012-12-14,43
2012-12-15,32
2012-12-16,20
2012-12-17,40
2012-12-18,47
2012-12-19,68
2012-12-20,55
2012-12-21,45
2012-12-22,19
2012-12-23,15
2012-12-24,32
2012-12-25,22
2012-12-26,43
2012-12-27,39
2012-12-28,40
2012-12-29,20
2012-12-30,21
2012-12-31,58
2013-01-01,22
2013-01-02,45
2013-01-03,45
2013-01-04,53
2013-01-05,17
2013-01-06,29
2013-01-07,98
2013-01-08,66
2013-01-09,57
2013-01-10,50
2013-01-11,38
2013-01-12,24
2013-01-13,39
2013-01-14,41
2013-01-15,35
2013-01-16,41
2013-01-17,55
2013-01-18,57
2013-01-19,27
2013-01-20,37
2013-01-21,37
2013-01-22,47
2013-01-23,51
2013-01-24,58
2013-01-25,48
2013-01-26,29
2013-01-27,27
2013-01-28,58
2013-01-29,48
2013-01-30,61
2013-01-31,49
2013-02-01,36
2013-02-02,29
2013-02-03,17
2013-02-04,34
2013-02-05,65
2013-02-06,43
2013-02-07,49
2013-02-08,53
2013-02-09,27
2013-02-10,20
2013-02-11,49
2013-02-12,56
2013-02-13,64
2013-02-14,91
2013-02-15,49
2013-02-16,17
2013-02-17,32
2013-02-18,33
2013-02-19,71
