date,NVDA
2015-04-10,34
2015-04-11,8
2015-04-12,21
2015-04-13,39
2015-04-14,35
2015-04-15,43
2015-04-16,30
2015-04-17,21
2015-04-18,19
2015-04-19,19
2015-04-20,16
2015-04-21,28
2015-04-22,27
2015-04-23,29
2015-04-24,20
2015-04-25,15
2015-04-26,13
2015-04-27,34
2015-04-28,26
2015-04-29,28
2015-04-30,32
2015-05-01,16
2015-05-02,11
2015-05-03,13
2015-05-04,26
2015-05-05,38
2015-05-06,34
2015-05-07,54
2015-05-08,43
2015-05-09,23
2015-05-10,16
2015-05-11,35
2015-05-12,41
2015-05-13,31
2015-05-14,31
2015-05-15,32
2015-05-16,21
2015-05-17,13
2015-05-18,30
2015-05-19,37
2015-05-20,34
2015-05-21,35
2015-05-22,36
2015-05-23,25
2015-05-24,13
2015-05-25,24
2015-05-26,37
2015-05-27,51
2015-05-28,48
2015-05-29,46
2015-05-30,19
2015-05-31,19
2015-06-01,52
2015-06-02,48
2015-06-03,44
2015-06-04,46
2015-06-05,55
2015-06-06,18
2015-06-07,19
2015-06-08,35
2015-06-09,28
2015-06-10,33
2015-06-11,36
2015-06-12,30
2015-06-13,20
2015-06-14,21
2015-06-15,35
2015-06-16,50
2015-06-17,40
2015-06-18,33
2015-06-19,35
2015-06-20,12
2015-06-21,19
2015-06-22,34
2015-06-23,46
2015-06-24,30
2015-06-25,41
2015-06-26,29
2015-06-27,10
2015-06-28,24
2015-06-29,25
2015-06-30,42
2015-07-01,31
2015-07-02,33
2015-07-03,29
2015-07-04,21
2015-07-05,15
2015-07-06,27
2015-07-07,36
2015-07-08,35
2015-07-09,32
2015-07-10,33
2015-07-11,23
2015-07-12,10
2015-07-13,28
2015-07-14,31
2015-07-15,21
2015-07-16,32
2015-07-17,28
2015-07-18,18
2015-07-19,15
2015-07-20,23
2015-07-21,28
2015-07-22,25
2015-07-23,32
2015-07-24,28
2015-07-25,14
2015-07-26,13
2015-07-27,19
2015-07-28,32
2015-07-29,38
2015-07-30,54
2015-07-31,40
2015-08-01,18
2015-08-02,16
2015-08-03,28
2015-08-04,33
2015-08-05,44
2015-08-06,46
2015-08-07,86
2015-08-08,27
2015-08-09,20
2015-08-10,37
2015-08-11,52
2015-08-12,46
2015-08-13,38
2015-08-14,27
2015-08-15,19
2015-08-16,16
2015-08-17,33
2015-08-18,43
2015-08-19,28
2015-08-20,43
2015-08-21,40
2015-08-22,22
2015-08-23,15
2015-08-24,53
2015-08-25,61
2015-08-26,45
2015-08-27,41
2015-08-28,29
2015-08-29,20
2015-08-30,22
2015-08-31,32
2015-09-01,37
2015-09-02,36
2015-09-03,47
2015-09-04,37
2015-09-05,29
2015-09-06,23
2015-09-07,37
2015-09-08,33
2015-09-09,35
2015-09-10,32
2015-09-11,39
2015-09-12,17
2015-09-13,17
2015-09-14,30
2015-09-15,28
2015-09-16,35
2015-09-17,41
2015-09-18,38
2015-09-19,19
2015-09-20,18
2015-09-21,47
2015-09-22,45
2015-09-23,32
2015-09-24,41
2015-09-25,19
2015-09-26,20
2015-09-27,21
2015-09-28,36
2015-09-29,46
2015-09-30,35
2015-10-01,27
2015-10-02,37
2015-10-03,20
2015-10-04,21
2015-10-05,54
2015-10-06,48
2015-10-07,48
2015-10-08,40
2015-10-09,38
2015-10-10,21
2015-10-11,19
2015-10-12,30
2015-10-13,39
2015-10-14,52
2015-10-15,49
2015-10-16,48
2015-10-17,27
2015-10-18,20
2015-10-19,43
2015-10-20,41
2015-10-21,41
2015-10-22,33
2015-10-23,50
2015-10-24,23
2015-10-25,15
2015-10-26,42
2015-10-27,50
2015-10-28,42
2015-10-29,41
2015-10-30,38
2015-10-31,18
2015-11-01,18
2015-11-02,26
2015-11-03,40
2015-11-04,36
2015-11-05,60
2015-11-06,100
2015-11-07,50
2015-11-08,16
2015-11-09,53
2015-11-10,51
2015-11-11,33
2015-11-12,45
2015-11-13,40
2015-11-14,15
2015-11-15,30
2015-11-16,52
2015-11-17,45
2015-11-18,39
2015-11-19,46
2015-11-20,48
2015-11-21,16
2015-11-22,20
2015-11-23,38
2015-11-24,37
2015-11-25,36
2015-11-26,38
2015-11-27,35
2015-11-28,19
2015-11-29,18
2015-11-30,41
2015-12-01,47
2015-12-02,47
2015-12-03,47
2015-12-04,49
2015-12-05,22
2015-12-06,19
2015-12-07,41
2015-12-08,61
2015-12-09,48
2015-12-10,42
2015-12-11,38
2015-12-12,15
2015-12-13,17
2015-12-14,33
2015-12-15,51
2015-12-16,29
2015-12-17,37
2015-12-18,34
2015-12-19,17
2015-12-20,15
2015-12-21,35
2015-12-22,41
2015-12-23,33
2015-12-24,29
2015-12-25,26
2015-12-26,12
