date,NVDA
2017-01-19,33
2017-01-20,31
2017-01-21,12
2017-01-22,8
2017-01-23,27
2017-01-24,31
2017-01-25,35
2017-01-26,31
2017-01-27,32
2017-01-28,14
2017-01-29,8
2017-01-30,26
2017-01-31,29
2017-02-01,34
2017-02-02,36
2017-02-03,36
2017-02-04,14
2017-02-05,7
2017-02-06,36
2017-02-07,49
2017-02-08,44
2017-02-09,97
2017-02-10,100
2017-02-11,23
2017-02-12,15
2017-02-13,49
2017-02-14,47
2017-02-15,41
2017-02-16,37
2017-02-17,34
2017-02-18,10
2017-02-19,8
2017-02-20,15
2017-02-21,33
2017-02-22,38
2017-02-23,80
2017-02-24,72
2017-02-25,22
2017-02-26,12
2017-02-27,40
2017-02-28,43
2017-03-01,50
2017-03-02,47
2017-03-03,44
2017-03-04,14
2017-03-05,11
2017-03-06,43
2017-03-07,38
2017-03-08,40
2017-03-09,35
2017-03-10,33
2017-03-11,14
2017-03-12,8
2017-03-13,34
2017-03-14,32
2017-03-15,31
2017-03-16,35
2017-03-17,36
2017-03-18,15
2017-03-19,10
2017-03-20,37
2017-03-21,38
2017-03-22,34
2017-03-23,34
2017-03-24,30
2017-03-25,12
2017-03-26,8
2017-03-27,30
2017-03-28,31
2017-03-29,26
2017-03-30,31
2017-03-31,28
2017-04-01,12
