date,NVDA
2016-07-30,8
2016-07-31,8
2016-08-01,16
2016-08-02,12
2016-08-03,14
2016-08-04,20
2016-08-05,16
2016-08-06,7
2016-08-07,7
2016-08-08,15
2016-08-09,17
2016-08-10,22
2016-08-11,44
2016-08-12,50
2016-08-13,13
2016-08-14,8
2016-08-15,24
2016-08-16,23
2016-08-17,23
2016-08-18,20
2016-08-19,16
2016-08-20,8
2016-08-21,6
2016-08-22,17
2016-08-23,19
2016-08-24,19
2016-08-25,16
2016-08-26,15
2016-08-27,6
2016-08-28,5
2016-08-29,14
2016-08-30,16
2016-08-31,14
2016-09-01,16
2016-09-02,14
2016-09-03,7
2016-09-04,5
2016-09-05,7
2016-09-06,14
2016-09-07,17
2016-09-08,15
2016-09-09,17
2016-09-10,9
2016-09-11,5
2016-09-12,17
2016-09-13,17
2016-09-14,17
2016-09-15,17
2016-09-16,15
2016-09-17,8
2016-09-18,5
2016-09-19,15
2016-09-20,16
2016-09-21,18
2016-09-22,18
2016-09-23,16
2016-09-24,6
2016-09-25,5
2016-09-26,14
2016-09-27,18
2016-09-28,19
2016-09-29,20
2016-09-30,20
2016-10-01,11
2016-10-02,6
2016-10-03,19
2016-10-04,16
2016-10-05,17
2016-10-06,19
2016-10-07,15
2016-10-08,7
2016-10-09,6
2016-10-10,17
2016-10-11,17
2016-10-12,16
2016-10-13,17
2016-10-14,15
2016-10-15,6
2016-10-16,4
2016-10-17,16
2016-10-18,16
2016-10-19,15
2016-10-20,22
2016-10-21,18
2016-10-22,9
2016-10-23,6
2016-10-24,21
2016-10-25,21
2016-10-26,22
2016-10-27,20
2016-10-28,17
2016-10-29,7
2016-10-30,7
2016-10-31,16
2016-11-01,17
2016-11-02,20
2016-11-03,17
2016-11-04,17
2016-11-05,9
2016-11-06,6
2016-11-07,19
2016-11-08,16
2016-11-09,25
2016-11-10,46
2016-11-11,96
2016-11-12,34
2016-11-13,16
2016-11-14,39
2016-11-15,29
2016-11-16,46
2016-11-17,45
2016-11-18,37
2016-11-19,13
2016-11-20,9
2016-11-21,30
2016-11-22,29
2016-11-23,23
2016-11-24,14
2016-11-25,16
2016-11-26,11
2016-11-27,6
2016-11-28,20
2016-11-29,21
2016-11-30,21
2016-12-01,32
2016-12-02,27
2016-12-03,8
2016-12-04,6
2016-12-05,19
2016-12-06,25
2016-12-07,25
2016-12-08,25
2016-12-09,26
2016-12-10,10
2016-12-11,8
2016-12-12,27
2016-12-13,26
2016-12-14,32
2016-12-15,38
2016-12-16,35
2016-12-17,13
2016-12-18,9
2016-12-19,33
2016-12-20,44
2016-12-21,39
2016-12-22,36
2016-12-23,34
2016-12-24,17
2016-12-25,14
2016-12-26,15
2016-12-27,52
2016-12-28,77
2016-12-29,74
2016-12-30,54
2016-12-31,18
2017-01-01,10
2017-01-02,19
2017-01-03,51
2017-01-04,50
2017-01-05,63
2017-01-06,50
2017-01-07,19
2017-01-08,11
2017-01-09,41
2017-01-10,44
2017-01-11,40
2017-01-12,39
2017-01-13,36
2017-01-14,13
2017-01-15,10
2017-01-16,17
2017-01-17,32
2017-01-18,30
2017-01-19,35
2017-01-20,36
2017-01-21,13
2017-01-22,8
2017-01-23,28
2017-01-24,30
2017-01-25,34
2017-01-26,36
2017-01-27,30
2017-01-28,15
2017-01-29,10
2017-01-30,27
2017-01-31,31
2017-02-01,36
2017-02-02,34
2017-02-03,36
2017-02-04,14
2017-02-05,10
2017-02-06,37
2017-02-07,48
2017-02-08,45
2017-02-09,100
2017-02-10,96
2017-02-11,26
2017-02-12,15
2017-02-13,52
2017-02-14,44
2017-02-15,39
2017-02-16,41
2017-02-17,35
2017-02-18,13
2017-02-19,7
2017-02-20,15
2017-02-21,34
2017-02-22,41
2017-02-23,82
2017-02-24,77
2017-02-25,21
2017-02-26,14
2017-02-27,42
2017-02-28,42
2017-03-01,50
2017-03-02,38
2017-03-03,45
2017-03-04,14
2017-03-05,9
2017-03-06,38
2017-03-07,39
2017-03-08,38
2017-03-09,34
2017-03-10,35
2017-03-11,14
2017-03-12,8
2017-03-13,33
2017-03-14,34
2017-03-15,31
2017-03-16,31
2017-03-17,38
2017-03-18,13
2017-03-19,12
2017-03-20,37
2017-03-21,45
2017-03-22,34
2017-03-23,37
2017-03-24,33
2017-03-25,13
2017-03-26,9
2017-03-27,32
2017-03-28,28
2017-03-29,27
2017-03-30,32
2017-03-31,28
2017-04-01,11
2017-04-02,10
2017-04-03,23
2017-04-04,45
2017-04-05,45
2017-04-06,34
2017-04-07,32
2017-04-08,10
2017-04-09,9
2017-04-10,33
2017-04-11,39
2017-04-12,31
2017-04-13,34
2017-04-14,22
