date,NVDA
2012-01-26,40
2012-01-27,47
2012-01-28,24
2012-01-29,18
2012-01-30,39
2012-01-31,56
2012-02-01,42
2012-02-02,49
2012-02-03,33
2012-02-04,19
2012-02-05,26
2012-02-06,44
2012-02-07,51
2012-02-08,66
2012-02-09,43
2012-02-10,43
2012-02-11,23
2012-02-12,21
2012-02-13,42
2012-02-14,57
2012-02-15,73
2012-02-16,85
2012-02-17,47
2012-02-18,25
2012-02-19,17
2012-02-20,27
2012-02-21,58
2012-02-22,39
2012-02-23,45
2012-02-24,42
2012-02-25,23
2012-02-26,15
2012-02-27,53
2012-02-28,52
2012-02-29,30
2012-03-01,44
2012-03-02,44
2012-03-03,17
2012-03-04,20
2012-03-05,51
2012-03-06,37
2012-03-07,56
2012-03-08,53
2012-03-09,44
2012-03-10,30
2012-03-11,35
2012-03-12,39
2012-03-13,43
2012-03-14,41
2012-03-15,35
2012-03-16,41
2012-03-17,22
2012-03-18,27
2012-03-19,36
2012-03-20,37
2012-03-21,46
2012-03-22,61
2012-03-23,34
2012-03-24,28
2012-03-25,21
2012-03-26,61
2012-03-27,46
2012-03-28,41
2012-03-29,47
2012-03-30,28
2012-03-31,26
2012-04-01,19
2012-04-02,53
2012-04-03,51
2012-04-04,56
2012-04-05,49
2012-04-06,32
2012-04-07,24
2012-04-08,20
2012-04-09,39
2012-04-10,47
2012-04-11,47
2012-04-12,57
2012-04-13,27
2012-04-14,19
2012-04-15,18
2012-04-16,43
2012-04-17,48
2012-04-18,37
2012-04-19,35
2012-04-20,30
2012-04-21,17
2012-04-22,15
2012-04-23,43
2012-04-24,32
2012-04-25,48
2012-04-26,54
2012-04-27,39
2012-04-28,21
2012-04-29,14
2012-04-30,29
2012-05-01,34
2012-05-02,38
2012-05-03,29
2012-05-04,34
2012-05-05,22
2012-05-06,35
2012-05-07,33
2012-05-08,47
2012-05-09,31
2012-05-10,54
2012-05-11,100
2012-05-12,39
2012-05-13,14
2012-05-14,45
2012-05-15,58
2012-05-16,43
2012-05-17,52
2012-05-18,51
2012-05-19,22
2012-05-20,14
2012-05-21,40
2012-05-22,45
2012-05-23,41
2012-05-24,44
2012-05-25,35
2012-05-26,11
2012-05-27,26
2012-05-28,19
2012-05-29,58
2012-05-30,56
2012-05-31,59
2012-06-01,38
2012-06-02,29
2012-06-03,34
2012-06-04,27
2012-06-05,36
2012-06-06,40
2012-06-07,42
2012-06-08,47
2012-06-09,33
2012-06-10,23
2012-06-11,50
2012-06-12,48
2012-06-13,35
2012-06-14,29
2012-06-15,41
2012-06-16,17
2012-06-17,25
2012-06-18,43
2012-06-19,68
2012-06-20,50
2012-06-21,49
2012-06-22,42
2012-06-23,10
2012-06-24,26
2012-06-25,39
2012-06-26,42
2012-06-27,61
2012-06-28,48
2012-06-29,64
2012-06-30,29
2012-07-01,19
2012-07-02,45
2012-07-03,40
2012-07-04,36
2012-07-05,44
2012-07-06,39
2012-07-07,31
2012-07-08,14
2012-07-09,50
2012-07-10,39
2012-07-11,40
2012-07-12,36
2012-07-13,45
2012-07-14,14
2012-07-15,11
2012-07-16,27
2012-07-17,52
2012-07-18,52
2012-07-19,51
2012-07-20,45
2012-07-21,17
2012-07-22,31
2012-07-23,51
2012-07-24,53
2012-07-25,43
2012-07-26,49
2012-07-27,46
2012-07-28,7
2012-07-29,22
2012-07-30,47
2012-07-31,45
2012-08-01,33
2012-08-02,48
2012-08-03,52
2012-08-04,20
2012-08-05,21
2012-08-06,52
2012-08-07,49
2012-08-08,51
2012-08-09,82
2012-08-10,84
2012-08-11,29
2012-08-12,31
2012-08-13,57
2012-08-14,47
2012-08-15,46
2012-08-16,49
2012-08-17,63
2012-08-18,33
2012-08-19,20
2012-08-20,48
2012-08-21,36
2012-08-22,38
2012-08-23,47
2012-08-24,41
2012-08-25,28
2012-08-26,21
2012-08-27,37
2012-08-28,39
2012-08-29,34
2012-08-30,49
2012-08-31,37
2012-09-01,24
2012-09-02,21
2012-09-03,27
2012-09-04,50
2012-09-05,61
2012-09-06,60
2012-09-07,64
2012-09-08,31
2012-09-09,29
2012-09-10,53
2012-09-11,52
2012-09-12,48
2012-09-13,34
2012-09-14,31
2012-09-15,42
2012-09-16,19
2012-09-17,51
2012-09-18,47
2012-09-19,47
2012-09-20,46
2012-09-21,54
2012-09-22,21
2012-09-23,15
2012-09-24,46
2012-09-25,39
2012-09-26,49
2012-09-27,51
2012-09-28,52
2012-09-29,22
2012-09-30,28
2012-10-01,44
2012-10-02,46
2012-10-03,61
2012-10-04,45
2012-10-05,49
2012-10-06,26
2012-10-07,29
2012-10-08,51
2012-10-09,54
2012-10-10,43
2012-10-11,51
2012-10-12,51
