date,NVDA
2014-12-01,34
2014-12-02,52
2014-12-03,45
2014-12-04,49
2014-12-05,35
2014-12-06,29
2014-12-07,14
2014-12-08,40
2014-12-09,41
2014-12-10,31
2014-12-11,36
2014-12-12,36
2014-12-13,18
2014-12-14,26
2014-12-15,42
2014-12-16,30
2014-12-17,38
2014-12-18,32
2014-12-19,36
2014-12-20,24
2014-12-21,17
2014-12-22,30
2014-12-23,31
2014-12-24,22
2014-12-25,20
2014-12-26,19
2014-12-27,16
2014-12-28,12
2014-12-29,28
2014-12-30,25
2014-12-31,29
2015-01-01,19
2015-01-02,31
2015-01-03,22
2015-01-04,18
2015-01-05,45
2015-01-06,36
2015-01-07,42
2015-01-08,42
2015-01-09,32
2015-01-10,18
2015-01-11,17
2015-01-12,36
2015-01-13,29
2015-01-14,37
2015-01-15,44
2015-01-16,35
2015-01-17,33
2015-01-18,31
2015-01-19,32
2015-01-20,42
2015-01-21,51
2015-01-22,46
2015-01-23,45
2015-01-24,26
2015-01-25,10
2015-01-26,34
2015-01-27,48
2015-01-28,48
2015-01-29,39
2015-01-30,51
2015-01-31,25
2015-02-01,19
2015-02-02,50
2015-02-03,35
2015-02-04,41
2015-02-05,44
2015-02-06,37
2015-02-07,24
2015-02-08,22
2015-02-09,38
2015-02-10,42
2015-02-11,63
2015-02-12,92
2015-02-13,61
2015-02-14,26
2015-02-15,18
2015-02-16,40
2015-02-17,53
2015-02-18,42
2015-02-19,40
2015-02-20,34
2015-02-21,39
2015-02-22,20
2015-02-23,43
2015-02-24,46
2015-02-25,52
2015-02-26,39
2015-02-27,53
2015-02-28,32
2015-03-01,17
2015-03-02,51
2015-03-03,59
2015-03-04,68
2015-03-05,62
2015-03-06,51
2015-03-07,23
2015-03-08,19
2015-03-09,50
2015-03-10,58
2015-03-11,53
2015-03-12,57
2015-03-13,38
2015-03-14,21
2015-03-15,24
2015-03-16,42
2015-03-17,44
2015-03-18,63
2015-03-19,61
2015-03-20,47
2015-03-21,19
2015-03-22,20
2015-03-23,59
2015-03-24,49
2015-03-25,54
2015-03-26,46
2015-03-27,49
2015-03-28,25
2015-03-29,16
2015-03-30,51
2015-03-31,46
2015-04-01,44
2015-04-02,32
2015-04-03,41
2015-04-04,17
2015-04-05,18
2015-04-06,35
2015-04-07,53
2015-04-08,42
2015-04-09,40
2015-04-10,39
2015-04-11,13
2015-04-12,30
2015-04-13,49
2015-04-14,43
2015-04-15,42
2015-04-16,36
2015-04-17,29
2015-04-18,12
2015-04-19,18
2015-04-20,43
2015-04-21,40
2015-04-22,33
2015-04-23,36
2015-04-24,31
2015-04-25,26
2015-04-26,23
2015-04-27,40
2015-04-28,26
2015-04-29,34
2015-04-30,33
2015-05-01,32
2015-05-02,29
2015-05-03,11
2015-05-04,39
2015-05-05,45
2015-05-06,35
2015-05-07,50
2015-05-08,63
2015-05-09,28
2015-05-10,16
2015-05-11,32
2015-05-12,48
2015-05-13,42
2015-05-14,42
2015-05-15,40
2015-05-16,17
2015-05-17,22
2015-05-18,33
2015-05-19,48
2015-05-20,30
2015-05-21,26
2015-05-22,37
2015-05-23,28
2015-05-24,23
2015-05-25,33
2015-05-26,42
2015-05-27,53
2015-05-28,53
2015-05-29,52
2015-05-30,26
2015-05-31,27
2015-06-01,59
2015-06-02,55
2015-06-03,38
2015-06-04,46
2015-06-05,51
2015-06-06,18
2015-06-07,20
2015-06-08,48
2015-06-09,37
2015-06-10,49
2015-06-11,38
2015-06-12,39
2015-06-13,24
2015-06-14,15
2015-06-15,37
2015-06-16,47
2015-06-17,61
2015-06-18,51
2015-06-19,39
2015-06-20,18
2015-06-21,18
2015-06-22,40
2015-06-23,54
2015-06-24,47
2015-06-25,37
2015-06-26,40
2015-06-27,18
2015-06-28,19
2015-06-29,36
2015-06-30,44
2015-07-01,29
2015-07-02,41
2015-07-03,27
2015-07-04,24
2015-07-05,23
2015-07-06,33
2015-07-07,44
2015-07-08,41
2015-07-09,44
2015-07-10,38
2015-07-11,24
2015-07-12,12
2015-07-13,38
2015-07-14,40
2015-07-15,42
2015-07-16,51
2015-07-17,43
2015-07-18,20
2015-07-19,18
2015-07-20,40
2015-07-21,39
2015-07-22,38
2015-07-23,30
2015-07-24,41
2015-07-25,19
2015-07-26,18
2015-07-27,37
2015-07-28,37
2015-07-29,41
2015-07-30,43
2015-07-31,37
2015-08-01,28
2015-08-02,22
2015-08-03,46
2015-08-04,46
2015-08-05,43
2015-08-06,60
2015-08-07,100
2015-08-08,48
2015-08-09,25
2015-08-10,49
2015-08-11,46
2015-08-12,55
2015-08-13,53
2015-08-14,41
2015-08-15,21
2015-08-16,22
2015-08-17,50
2015-08-18,42
