date,NVDA
2014-07-24,34
2014-07-25,63
2014-07-26,28
2014-07-27,21
2014-07-28,44
2014-07-29,39
2014-07-30,46
2014-07-31,23
2014-08-01,35
2014-08-02,19
2014-08-03,15
2014-08-04,38
2014-08-05,37
2014-08-06,37
2014-08-07,55
2014-08-08,75
2014-08-09,29
2014-08-10,33
2014-08-11,65
2014-08-12,51
2014-08-13,40
2014-08-14,51
2014-08-15,39
2014-08-16,40
2014-08-17,31
2014-08-18,59
2014-08-19,58
2014-08-20,48
2014-08-21,45
2014-08-22,48
2014-08-23,16
2014-08-24,30
2014-08-25,54
2014-08-26,56
2014-08-27,57
2014-08-28,43
2014-08-29,56
2014-08-30,18
2014-08-31,30
2014-09-01,39
2014-09-02,47
2014-09-03,59
2014-09-04,68
2014-09-05,67
2014-09-06,26
2014-09-07,31
2014-09-08,72
2014-09-09,55
2014-09-10,55
2014-09-11,59
2014-09-12,70
2014-09-13,37
2014-09-14,25
2014-09-15,70
2014-09-16,44
2014-09-17,45
2014-09-18,57
2014-09-19,75
2014-09-20,29
2014-09-21,41
2014-09-22,69
2014-09-23,65
2014-09-24,54
2014-09-25,39
2014-09-26,48
2014-09-27,24
2014-09-28,25
2014-09-29,57
2014-09-30,58
2014-10-01,33
2014-10-02,58
2014-10-03,28
2014-10-04,28
2014-10-05,10
2014-10-06,50
2014-10-07,53
2014-10-08,58
2014-10-09,44
2014-10-10,58
2014-10-11,16
2014-10-12,21
2014-10-13,55
2014-10-14,53
2014-10-15,54
2014-10-16,63
2014-10-17,34
2014-10-18,21
2014-10-19,11
2014-10-20,43
2014-10-21,44
2014-10-22,43
2014-10-23,57
2014-10-24,42
2014-10-25,34
2014-10-26,17
2014-10-27,41
2014-10-28,62
2014-10-29,40
2014-10-30,67
2014-10-31,60
2014-11-01,27
2014-11-02,31
2014-11-03,59
2014-11-04,54
2014-11-05,80
2014-11-06,75
2014-11-07,100
2014-11-08,36
2014-11-09,18
2014-11-10,71
2014-11-11,49
2014-11-12,57
2014-11-13,51
2014-11-14,57
2014-11-15,41
2014-11-16,16
2014-11-17,74
2014-11-18,47
2014-11-19,57
2014-11-20,49
2014-11-21,52
2014-11-22,34
2014-11-23,29
2014-11-24,52
2014-11-25,67
2014-11-26,44
2014-11-27,46
2014-11-28,31
2014-11-29,18
2014-11-30,20
2014-12-01,56
2014-12-02,51
2014-12-03,60
2014-12-04,50
2014-12-05,48
2014-12-06,35
2014-12-07,11
2014-12-08,35
2014-12-09,54
2014-12-10,42
2014-12-11,49
2014-12-12,51
2014-12-13,17
2014-12-14,26
2014-12-15,50
2014-12-16,43
2014-12-17,35
2014-12-18,54
2014-12-19,39
2014-12-20,23
2014-12-21,19
2014-12-22,45
2014-12-23,36
2014-12-24,15
2014-12-25,25
2014-12-26,30
2014-12-27,32
2014-12-28,13
2014-12-29,40
2014-12-30,26
2014-12-31,25
2015-01-01,32
2015-01-02,34
2015-01-03,29
2015-01-04,25
2015-01-05,59
2015-01-06,48
2015-01-07,53
2015-01-08,52
2015-01-09,55
2015-01-10,28
2015-01-11,25
2015-01-12,50
2015-01-13,48
2015-01-14,35
2015-01-15,41
2015-01-16,37
2015-01-17,43
2015-01-18,30
2015-01-19,36
2015-01-20,51
2015-01-21,54
2015-01-22,54
2015-01-23,34
2015-01-24,28
2015-01-25,11
2015-01-26,46
2015-01-27,44
2015-01-28,57
2015-01-29,43
2015-01-30,60
2015-01-31,31
2015-02-01,29
2015-02-02,61
2015-02-03,47
2015-02-04,53
2015-02-05,42
2015-02-06,46
2015-02-07,28
2015-02-08,42
2015-02-09,43
2015-02-10,54
2015-02-11,65
2015-02-12,95
2015-02-13,58
2015-02-14,30
2015-02-15,25
2015-02-16,53
2015-02-17,59
2015-02-18,48
2015-02-19,51
2015-02-20,42
2015-02-21,40
2015-02-22,33
2015-02-23,50
2015-02-24,48
2015-02-25,50
2015-02-26,66
2015-02-27,52
2015-02-28,39
2015-03-01,34
2015-03-02,81
2015-03-03,82
2015-03-04,78
2015-03-05,66
2015-03-06,56
2015-03-07,30
2015-03-08,23
2015-03-09,53
2015-03-10,63
2015-03-11,58
2015-03-12,64
2015-03-13,51
2015-03-14,21
2015-03-15,31
2015-03-16,34
2015-03-17,58
2015-03-18,72
2015-03-19,43
2015-03-20,56
2015-03-21,17
2015-03-22,22
2015-03-23,71
2015-03-24,78
2015-03-25,73
2015-03-26,56
2015-03-27,75
2015-03-28,41
2015-03-29,16
2015-03-30,73
2015-03-31,58
2015-04-01,51
2015-04-02,41
2015-04-03,40
2015-04-04,30
2015-04-05,16
2015-04-06,52
2015-04-07,64
2015-04-08,65
2015-04-09,56
2015-04-10,71
