date,NVDA
2011-09-18,25
2011-09-19,60
2011-09-20,57
2011-09-21,60
2011-09-22,61
2011-09-23,58
2011-09-24,29
2011-09-25,18
2011-09-26,63
2011-09-27,50
2011-09-28,78
2011-09-29,67
2011-09-30,52
2011-10-01,33
2011-10-02,16
2011-10-03,52
2011-10-04,69
2011-10-05,61
2011-10-06,69
2011-10-07,55
2011-10-08,26
2011-10-09,14
2011-10-10,51
2011-10-11,60
2011-10-12,47
2011-10-13,73
2011-10-14,59
2011-10-15,35
2011-10-16,27
2011-10-17,45
2011-10-18,46
2011-10-19,62
2011-10-20,63
2011-10-21,67
2011-10-22,33
2011-10-23,25
2011-10-24,44
2011-10-25,62
2011-10-26,40
2011-10-27,68
2011-10-28,51
2011-10-29,31
2011-10-30,24
2011-10-31,55
2011-11-01,57
2011-11-02,47
2011-11-03,65
2011-11-04,33
2011-11-05,24
2011-11-06,18
2011-11-07,39
2011-11-08,47
2011-11-09,82
2011-11-10,89
2011-11-11,96
2011-11-12,41
2011-11-13,38
2011-11-14,66
2011-11-15,60
2011-11-16,45
2011-11-17,52
2011-11-18,64
2011-11-19,30
2011-11-20,28
2011-11-21,53
2011-11-22,58
2011-11-23,53
2011-11-24,38
2011-11-25,45
2011-11-26,27
2011-11-27,23
2011-11-28,46
2011-11-29,48
2011-11-30,56
2011-12-01,58
2011-12-02,66
2011-12-03,22
2011-12-04,16
2011-12-05,51
2011-12-06,53
2011-12-07,43
2011-12-08,41
2011-12-09,52
2011-12-10,30
2011-12-11,31
2011-12-12,48
2011-12-13,50
2011-12-14,60
2011-12-15,51
2011-12-16,46
2011-12-17,17
2011-12-18,18
2011-12-19,33
2011-12-20,49
2011-12-21,60
2011-12-22,56
2011-12-23,27
2011-12-24,34
2011-12-25,26
2011-12-26,31
2011-12-27,41
2011-12-28,47
2011-12-29,41
2011-12-30,48
2011-12-31,38
2012-01-01,11
2012-01-02,35
2012-01-03,62
2012-01-04,40
2012-01-05,45
2012-01-06,33
2012-01-07,32
2012-01-08,17
2012-01-09,50
2012-01-10,58
2012-01-11,46
2012-01-12,47
2012-01-13,51
2012-01-14,24
2012-01-15,31
2012-01-16,43
2012-01-17,68
2012-01-18,57
2012-01-19,44
2012-01-20,50
2012-01-21,25
2012-01-22,20
2012-01-23,52
2012-01-24,65
2012-01-25,64
2012-01-26,54
2012-01-27,49
2012-01-28,28
2012-01-29,29
2012-01-30,50
2012-01-31,52
2012-02-01,40
2012-02-02,55
2012-02-03,33
2012-02-04,21
2012-02-05,27
2012-02-06,45
2012-02-07,49
2012-02-08,67
2012-02-09,67
2012-02-10,53
2012-02-11,27
2012-02-12,28
2012-02-13,53
2012-02-14,72
2012-02-15,94
2012-02-16,92
2012-02-17,60
2012-02-18,20
2012-02-19,15
2012-02-20,42
2012-02-21,57
2012-02-22,45
2012-02-23,55
2012-02-24,41
2012-02-25,29
2012-02-26,20
2012-02-27,44
2012-02-28,63
2012-02-29,34
2012-03-01,57
2012-03-02,49
2012-03-03,27
2012-03-04,17
2012-03-05,50
2012-03-06,45
2012-03-07,56
2012-03-08,60
2012-03-09,48
2012-03-10,30
2012-03-11,33
2012-03-12,51
2012-03-13,48
2012-03-14,57
2012-03-15,37
2012-03-16,53
2012-03-17,29
2012-03-18,32
2012-03-19,50
2012-03-20,35
2012-03-21,54
2012-03-22,84
2012-03-23,59
2012-03-24,42
2012-03-25,28
2012-03-26,84
2012-03-27,59
2012-03-28,52
2012-03-29,63
2012-03-30,30
2012-03-31,21
2012-04-01,20
2012-04-02,69
2012-04-03,57
2012-04-04,52
2012-04-05,55
2012-04-06,49
2012-04-07,19
2012-04-08,16
2012-04-09,30
2012-04-10,47
2012-04-11,51
2012-04-12,60
2012-04-13,43
2012-04-14,24
2012-04-15,26
2012-04-16,55
2012-04-17,32
2012-04-18,64
2012-04-19,34
2012-04-20,42
2012-04-21,27
2012-04-22,25
2012-04-23,42
2012-04-24,38
2012-04-25,65
2012-04-26,62
2012-04-27,38
2012-04-28,23
2012-04-29,23
2012-04-30,32
2012-05-01,37
2012-05-02,43
2012-05-03,49
2012-05-04,37
2012-05-05,15
2012-05-06,27
2012-05-07,42
2012-05-08,58
2012-05-09,40
2012-05-10,39
2012-05-11,100
2012-05-12,38
2012-05-13,15
2012-05-14,51
2012-05-15,63
2012-05-16,50
2012-05-17,32
2012-05-18,51
2012-05-19,25
2012-05-20,9
2012-05-21,51
2012-05-22,45
2012-05-23,60
2012-05-24,43
2012-05-25,34
2012-05-26,21
2012-05-27,34
2012-05-28,20
2012-05-29,63
2012-05-30,65
2012-05-31,48
2012-06-01,43
2012-06-02,31
2012-06-03,32
2012-06-04,37
