date,NVDA
2015-08-18,33
2015-08-19,23
2015-08-20,36
2015-08-21,35
2015-08-22,17
2015-08-23,16
2015-08-24,43
2015-08-25,52
2015-08-26,49
2015-08-27,44
2015-08-28,32
2015-08-29,10
2015-08-30,19
2015-08-31,32
2015-09-01,43
2015-09-02,39
2015-09-03,38
2015-09-04,31
2015-09-05,21
2015-09-06,23
2015-09-07,21
2015-09-08,29
2015-09-09,34
2015-09-10,26
2015-09-11,29
2015-09-12,19
2015-09-13,11
2015-09-14,24
2015-09-15,23
2015-09-16,29
2015-09-17,33
2015-09-18,28
2015-09-19,17
2015-09-20,18
2015-09-21,45
2015-09-22,38
2015-09-23,26
2015-09-24,37
2015-09-25,30
2015-09-26,21
2015-09-27,14
2015-09-28,35
2015-09-29,36
2015-09-30,35
2015-10-01,25
2015-10-02,29
2015-10-03,13
2015-10-04,18
2015-10-05,43
2015-10-06,42
2015-10-07,37
2015-10-08,46
2015-10-09,40
2015-10-10,19
2015-10-11,19
2015-10-12,26
2015-10-13,39
2015-10-14,44
2015-10-15,41
2015-10-16,37
2015-10-17,20
2015-10-18,16
2015-10-19,40
2015-10-20,40
2015-10-21,41
2015-10-22,33
2015-10-23,45
2015-10-24,18
2015-10-25,15
2015-10-26,34
2015-10-27,33
2015-10-28,36
2015-10-29,32
2015-10-30,31
2015-10-31,17
2015-11-01,16
2015-11-02,33
2015-11-03,34
2015-11-04,39
2015-11-05,54
2015-11-06,100
2015-11-07,31
2015-11-08,14
2015-11-09,43
2015-11-10,51
2015-11-11,28
2015-11-12,35
2015-11-13,29
2015-11-14,14
2015-11-15,19
2015-11-16,43
2015-11-17,34
2015-11-18,33
2015-11-19,32
2015-11-20,33
2015-11-21,16
2015-11-22,17
2015-11-23,39
2015-11-24,46
2015-11-25,30
2015-11-26,28
2015-11-27,27
2015-11-28,13
2015-11-29,17
2015-11-30,30
2015-12-01,41
2015-12-02,43
2015-12-03,36
2015-12-04,44
2015-12-05,20
2015-12-06,14
2015-12-07,41
2015-12-08,41
2015-12-09,45
2015-12-10,36
2015-12-11,32
2015-12-12,16
2015-12-13,17
2015-12-14,27
2015-12-15,35
2015-12-16,26
2015-12-17,38
2015-12-18,34
2015-12-19,14
2015-12-20,14
2015-12-21,24
2015-12-22,34
2015-12-23,32
2015-12-24,22
2015-12-25,12
2015-12-26,13
2015-12-27,13
2015-12-28,27
2015-12-29,22
2015-12-30,27
2015-12-31,23
2016-01-01,13
2016-01-02,12
2016-01-03,13
2016-01-04,36
2016-01-05,46
2016-01-06,45
2016-01-07,49
2016-01-08,43
2016-01-09,15
2016-01-10,13
2016-01-11,42
2016-01-12,33
2016-01-13,40
2016-01-14,33
2016-01-15,37
2016-01-16,19
2016-01-17,13
2016-01-18,26
2016-01-19,37
2016-01-20,30
2016-01-21,41
2016-01-22,35
2016-01-23,18
2016-01-24,10
2016-01-25,30
2016-01-26,28
2016-01-27,25
2016-01-28,20
2016-01-29,31
2016-01-30,20
2016-01-31,15
2016-02-01,22
2016-02-02,29
2016-02-03,25
2016-02-04,25
2016-02-05,35
2016-02-06,17
2016-02-07,11
2016-02-08,27
2016-02-09,33
2016-02-10,32
2016-02-11,26
2016-02-12,25
2016-02-13,12
2016-02-14,13
2016-02-15,23
2016-02-16,33
2016-02-17,63
2016-02-18,82
2016-02-19,48
2016-02-20,21
2016-02-21,23
2016-02-22,41
2016-02-23,44
2016-02-24,35
2016-02-25,34
2016-02-26,37
2016-02-27,12
2016-02-28,20
2016-02-29,30
2016-03-01,48
2016-03-02,42
2016-03-03,33
2016-03-04,30
2016-03-05,24
2016-03-06,23
2016-03-07,47
2016-03-08,35
2016-03-09,37
2016-03-10,38
2016-03-11,30
2016-03-12,25
2016-03-13,18
2016-03-14,33
2016-03-15,37
2016-03-16,34
2016-03-17,37
2016-03-18,40
2016-03-19,26
2016-03-20,18
2016-03-21,35
2016-03-22,36
2016-03-23,45
2016-03-24,44
2016-03-25,28
2016-03-26,13
2016-03-27,18
2016-03-28,34
2016-03-29,39
2016-03-30,36
2016-03-31,34
2016-04-01,39
2016-04-02,18
2016-04-03,16
2016-04-04,40
2016-04-05,60
2016-04-06,52
2016-04-07,42
2016-04-08,37
2016-04-09,18
2016-04-10,17
2016-04-11,42
2016-04-12,39
2016-04-13,38
2016-04-14,40
2016-04-15,44
2016-04-16,23
2016-04-17,21
2016-04-18,45
2016-04-19,48
2016-04-20,35
2016-04-21,41
2016-04-22,44
2016-04-23,26
2016-04-24,11
2016-04-25,23
2016-04-26,40
2016-04-27,36
2016-04-28,46
2016-04-29,37
2016-04-30,14
2016-05-01,12
2016-05-02,32
2016-05-03,40
2016-05-04,34
