date,NVDA
2014-03-16,38
2014-03-17,39
2014-03-18,61
2014-03-19,56
2014-03-20,57
2014-03-21,57
2014-03-22,27
2014-03-23,17
2014-03-24,67
2014-03-25,74
2014-03-26,53
2014-03-27,85
2014-03-28,54
2014-03-29,15
2014-03-30,34
2014-03-31,70
2014-04-01,93
2014-04-02,68
2014-04-03,77
2014-04-04,66
2014-04-05,36
2014-04-06,30
2014-04-07,54
2014-04-08,66
2014-04-09,73
2014-04-10,48
2014-04-11,45
2014-04-12,29
2014-04-13,25
2014-04-14,56
2014-04-15,35
2014-04-16,52
2014-04-17,53
2014-04-18,40
2014-04-19,23
2014-04-20,23
2014-04-21,48
2014-04-22,53
2014-04-23,51
2014-04-24,77
2014-04-25,55
2014-04-26,32
2014-04-27,24
2014-04-28,62
2014-04-29,55
2014-04-30,44
2014-05-01,53
2014-05-02,49
2014-05-03,20
2014-05-04,24
2014-05-05,47
2014-05-06,71
2014-05-07,69
2014-05-08,74
2014-05-09,91
2014-05-10,26
2014-05-11,32
2014-05-12,61
2014-05-13,65
2014-05-14,57
2014-05-15,46
2014-05-16,49
2014-05-17,22
2014-05-18,14
2014-05-19,44
2014-05-20,65
2014-05-21,54
2014-05-22,58
2014-05-23,45
2014-05-24,29
2014-05-25,12
2014-05-26,37
2014-05-27,65
2014-05-28,57
2014-05-29,69
2014-05-30,65
2014-05-31,25
2014-06-01,17
2014-06-02,54
2014-06-03,63
2014-06-04,55
2014-06-05,46
2014-06-06,53
2014-06-07,27
2014-06-08,18
2014-06-09,33
2014-06-10,61
2014-06-11,69
2014-06-12,47
2014-06-13,48
2014-06-14,31
2014-06-15,25
2014-06-16,70
2014-06-17,72
2014-06-18,66
2014-06-19,74
2014-06-20,49
2014-06-21,30
2014-06-22,31
2014-06-23,52
2014-06-24,68
2014-06-25,57
2014-06-26,48
2014-06-27,50
2014-06-28,28
2014-06-29,12
2014-06-30,54
2014-07-01,56
2014-07-02,48
2014-07-03,58
2014-07-04,29
2014-07-05,23
2014-07-06,33
2014-07-07,60
2014-07-08,60
2014-07-09,50
2014-07-10,55
2014-07-11,45
2014-07-12,22
2014-07-13,20
2014-07-14,39
2014-07-15,64
2014-07-16,64
2014-07-17,61
2014-07-18,61
2014-07-19,37
2014-07-20,39
2014-07-21,47
2014-07-22,68
2014-07-23,48
2014-07-24,39
2014-07-25,53
2014-07-26,29
2014-07-27,31
2014-07-28,53
2014-07-29,53
2014-07-30,59
2014-07-31,58
2014-08-01,35
2014-08-02,15
2014-08-03,27
2014-08-04,38
2014-08-05,43
2014-08-06,44
2014-08-07,81
2014-08-08,100
2014-08-09,29
2014-08-10,22
2014-08-11,74
2014-08-12,52
2014-08-13,44
2014-08-14,64
2014-08-15,49
2014-08-16,34
2014-08-17,25
2014-08-18,69
2014-08-19,73
2014-08-20,55
2014-08-21,59
2014-08-22,55
2014-08-23,24
2014-08-24,30
2014-08-25,54
2014-08-26,63
2014-08-27,49
2014-08-28,59
2014-08-29,47
2014-08-30,27
2014-08-31,28
2014-09-01,46
2014-09-02,49
2014-09-03,73
2014-09-04,82
2014-09-05,92
2014-09-06,31
2014-09-07,33
2014-09-08,59
2014-09-09,64
2014-09-10,49
2014-09-11,52
2014-09-12,55
2014-09-13,32
2014-09-14,23
2014-09-15,61
2014-09-16,42
2014-09-17,55
2014-09-18,48
2014-09-19,64
2014-09-20,30
2014-09-21,31
2014-09-22,49
2014-09-23,60
2014-09-24,54
2014-09-25,50
2014-09-26,38
2014-09-27,25
2014-09-28,16
2014-09-29,60
2014-09-30,46
2014-10-01,43
2014-10-02,51
2014-10-03,39
2014-10-04,24
2014-10-05,24
2014-10-06,53
2014-10-07,56
2014-10-08,56
2014-10-09,48
2014-10-10,63
2014-10-11,30
2014-10-12,23
2014-10-13,43
2014-10-14,57
2014-10-15,60
2014-10-16,56
2014-10-17,39
2014-10-18,26
2014-10-19,9
2014-10-20,47
2014-10-21,48
2014-10-22,39
2014-10-23,43
2014-10-24,51
2014-10-25,30
2014-10-26,24
2014-10-27,55
2014-10-28,61
2014-10-29,51
2014-10-30,45
2014-10-31,48
2014-11-01,35
2014-11-02,19
2014-11-03,67
2014-11-04,56
2014-11-05,78
2014-11-06,90
2014-11-07,88
2014-11-08,40
2014-11-09,14
2014-11-10,74
2014-11-11,74
2014-11-12,53
2014-11-13,47
2014-11-14,64
2014-11-15,29
2014-11-16,28
2014-11-17,59
2014-11-18,51
2014-11-19,67
2014-11-20,49
2014-11-21,57
2014-11-22,38
2014-11-23,33
2014-11-24,54
2014-11-25,75
2014-11-26,53
2014-11-27,42
2014-11-28,49
2014-11-29,30
2014-11-30,16
2014-12-01,51
