date,NVDA
2011-05-11,63
2011-05-12,97
2011-05-13,79
2011-05-14,34
2011-05-15,23
2011-05-16,57
2011-05-17,45
2011-05-18,48
2011-05-19,56
2011-05-20,41
2011-05-21,19
2011-05-22,20
2011-05-23,36
2011-05-24,44
2011-05-25,36
2011-05-26,46
2011-05-27,52
2011-05-28,20
2011-05-29,16
2011-05-30,26
2011-05-31,54
2011-06-01,61
2011-06-02,44
2011-06-03,46
2011-06-04,26
2011-06-05,17
2011-06-06,43
2011-06-07,49
2011-06-08,46
2011-06-09,44
2011-06-10,35
2011-06-11,20
2011-06-12,9
2011-06-13,34
2011-06-14,40
2011-06-15,42
2011-06-16,35
2011-06-17,34
2011-06-18,17
2011-06-19,17
2011-06-20,34
2011-06-21,43
2011-06-22,37
2011-06-23,33
2011-06-24,34
2011-06-25,7
2011-06-26,10
2011-06-27,45
2011-06-28,44
2011-06-29,39
2011-06-30,42
2011-07-01,43
2011-07-02,22
2011-07-03,16
2011-07-04,18
2011-07-05,33
2011-07-06,36
2011-07-07,37
2011-07-08,34
2011-07-09,25
2011-07-10,19
2011-07-11,33
2011-07-12,37
2011-07-13,47
2011-07-14,44
2011-07-15,36
2011-07-16,24
2011-07-17,12
2011-07-18,37
2011-07-19,42
2011-07-20,49
2011-07-21,39
2011-07-22,27
2011-07-23,17
2011-07-24,18
2011-07-25,54
2011-07-26,37
2011-07-27,34
2011-07-28,34
2011-07-29,36
2011-07-30,22
2011-07-31,19
2011-08-01,45
2011-08-02,48
2011-08-03,36
2011-08-04,44
2011-08-05,39
2011-08-06,31
2011-08-07,11
2011-08-08,53
2011-08-09,58
2011-08-10,54
2011-08-11,87
2011-08-12,100
2011-08-13,24
2011-08-14,21
2011-08-15,61
2011-08-16,61
2011-08-17,39
2011-08-18,44
2011-08-19,53
2011-08-20,25
2011-08-21,14
2011-08-22,43
2011-08-23,61
2011-08-24,47
2011-08-25,49
2011-08-26,62
2011-08-27,27
2011-08-28,13
2011-08-29,45
2011-08-30,39
2011-08-31,52
2011-09-01,47
2011-09-02,41
2011-09-03,20
2011-09-04,18
2011-09-05,22
2011-09-06,32
2011-09-07,68
2011-09-08,49
2011-09-09,40
2011-09-10,23
2011-09-11,20
2011-09-12,37
2011-09-13,50
2011-09-14,60
2011-09-15,54
2011-09-16,50
2011-09-17,18
2011-09-18,24
2011-09-19,55
2011-09-20,48
2011-09-21,51
2011-09-22,40
2011-09-23,43
2011-09-24,23
2011-09-25,16
2011-09-26,53
2011-09-27,42
2011-09-28,45
2011-09-29,43
2011-09-30,48
2011-10-01,23
2011-10-02,14
2011-10-03,49
2011-10-04,50
2011-10-05,42
2011-10-06,42
2011-10-07,49
2011-10-08,36
2011-10-09,18
2011-10-10,53
2011-10-11,37
2011-10-12,35
2011-10-13,52
2011-10-14,46
2011-10-15,29
2011-10-16,22
2011-10-17,52
2011-10-18,47
2011-10-19,47
2011-10-20,45
2011-10-21,54
2011-10-22,21
2011-10-23,19
2011-10-24,44
2011-10-25,36
2011-10-26,39
2011-10-27,46
2011-10-28,32
2011-10-29,26
2011-10-30,19
2011-10-31,31
2011-11-01,51
2011-11-02,39
2011-11-03,42
2011-11-04,30
2011-11-05,23
2011-11-06,14
2011-11-07,36
2011-11-08,37
2011-11-09,53
2011-11-10,94
2011-11-11,69
2011-11-12,33
2011-11-13,28
2011-11-14,34
2011-11-15,38
2011-11-16,32
2011-11-17,34
2011-11-18,25
2011-11-19,23
2011-11-20,7
2011-11-21,38
2011-11-22,48
2011-11-23,36
2011-11-24,25
2011-11-25,39
2011-11-26,14
2011-11-27,12
2011-11-28,36
2011-11-29,33
2011-11-30,38
2011-12-01,49
2011-12-02,45
2011-12-03,20
2011-12-04,12
2011-12-05,41
2011-12-06,38
2011-12-07,30
2011-12-08,29
2011-12-09,36
2011-12-10,19
2011-12-11,16
2011-12-12,32
2011-12-13,27
2011-12-14,39
2011-12-15,38
2011-12-16,41
2011-12-17,13
2011-12-18,14
2011-12-19,25
2011-12-20,31
2011-12-21,42
2011-12-22,44
2011-12-23,30
2011-12-24,28
2011-12-25,20
2011-12-26,18
2011-12-27,18
2011-12-28,30
2011-12-29,17
2011-12-30,24
2011-12-31,23
2012-01-01,11
2012-01-02,20
2012-01-03,31
2012-01-04,21
2012-01-05,21
2012-01-06,27
2012-01-07,15
2012-01-08,13
2012-01-09,28
2012-01-10,35
2012-01-11,39
2012-01-12,39
2012-01-13,26
2012-01-14,22
2012-01-15,23
2012-01-16,21
2012-01-17,36
2012-01-18,29
2012-01-19,39
2012-01-20,32
2012-01-21,16
2012-01-22,15
2012-01-23,43
2012-01-24,39
2012-01-25,50
2012-01-26,32
