date,WBA
2014-03-16,9
2014-03-17,9
2014-03-18,8
2014-03-19,7
2014-03-20,8
2014-03-21,7
2014-03-22,13
2014-03-23,9
2014-03-24,6
2014-03-25,8
2014-03-26,10
2014-03-27,8
2014-03-28,7
2014-03-29,17
2014-03-30,9
2014-03-31,8
2014-04-01,9
2014-04-02,10
2014-04-03,8
2014-04-04,8
2014-04-05,13
2014-04-06,12
2014-04-07,8
2014-04-08,9
2014-04-09,7
2014-04-10,8
2014-04-11,9
2014-04-12,31
2014-04-13,13
2014-04-14,10
2014-04-15,8
2014-04-16,10
2014-04-17,8
2014-04-18,8
2014-04-19,9
2014-04-20,13
2014-04-21,47
2014-04-22,14
2014-04-23,8
2014-04-24,7
2014-04-25,9
2014-04-26,20
2014-04-27,11
2014-04-28,9
2014-04-29,7
2014-04-30,7
2014-05-01,12
2014-05-02,11
2014-05-03,13
2014-05-04,45
2014-05-05,12
2014-05-06,11
2014-05-07,27
2014-05-08,11
2014-05-09,9
2014-05-10,10
2014-05-11,20
2014-05-12,14
2014-05-13,11
2014-05-14,9
2014-05-15,8
2014-05-16,10
2014-05-17,9
2014-05-18,8
2014-05-19,9
2014-05-20,10
2014-05-21,11
2014-05-22,11
2014-05-23,11
2014-05-24,10
2014-05-25,8
2014-05-26,7
2014-05-27,11
2014-05-28,9
2014-05-29,9
2014-05-30,9
2014-05-31,11
2014-06-01,10
2014-06-02,12
2014-06-03,10
2014-06-04,10
2014-06-05,10
2014-06-06,9
2014-06-07,9
2014-06-08,9
2014-06-09,10
2014-06-10,11
2014-06-11,10
2014-06-12,12
2014-06-13,12
2014-06-14,16
2014-06-15,13
2014-06-16,10
2014-06-17,9
2014-06-18,15
2014-06-19,12
2014-06-20,14
2014-06-21,11
2014-06-22,10
2014-06-23,11
2014-06-24,10
2014-06-25,9
2014-06-26,9
2014-06-27,10
2014-06-28,10
2014-06-29,10
2014-06-30,9
2014-07-01,10
2014-07-02,10
2014-07-03,11
2014-07-04,11
2014-07-05,9
2014-07-06,11
2014-07-07,15
2014-07-08,12
2014-07-09,12
2014-07-10,10
2014-07-11,17
2014-07-12,14
2014-07-13,13
2014-07-14,10
2014-07-15,12
2014-07-16,11
2014-07-17,10
2014-07-18,15
2014-07-19,15
2014-07-20,14
2014-07-21,12
2014-07-22,12
2014-07-23,12
2014-07-24,13
2014-07-25,13
2014-07-26,12
2014-07-27,12
2014-07-28,12
2014-07-29,13
2014-07-30,12
2014-07-31,10
2014-08-01,12
2014-08-02,14
2014-08-03,10
2014-08-04,13
2014-08-05,14
2014-08-06,14
2014-08-07,11
2014-08-08,13
2014-08-09,19
2014-08-10,16
2014-08-11,13
2014-08-12,11
2014-08-13,11
2014-08-14,13
2014-08-15,12
2014-08-16,20
2014-08-17,14
2014-08-18,12
2014-08-19,10
2014-08-20,11
2014-08-21,10
2014-08-22,11
2014-08-23,18
2014-08-24,11
2014-08-25,11
2014-08-26,17
2014-08-27,11
2014-08-28,10
2014-08-29,10
2014-08-30,18
2014-08-31,10
2014-09-01,11
2014-09-02,10
2014-09-03,8
2014-09-04,8
2014-09-05,6
2014-09-06,7
2014-09-07,7
2014-09-08,8
2014-09-09,7
2014-09-10,8
2014-09-11,8
2014-09-12,8
2014-09-13,17
2014-09-14,13
2014-09-15,11
2014-09-16,9
2014-09-17,9
2014-09-18,8
2014-09-19,7
2014-09-20,11
2014-09-21,24
2014-09-22,11
2014-09-23,8
2014-09-24,12
2014-09-25,10
2014-09-26,8
2014-09-27,11
2014-09-28,32
2014-09-29,13
2014-09-30,8
2014-10-01,10
2014-10-02,7
2014-10-03,11
2014-10-04,44
2014-10-05,14
2014-10-06,10
2014-10-07,11
2014-10-08,8
2014-10-09,8
2014-10-10,7
2014-10-11,10
2014-10-12,9
2014-10-13,8
2014-10-14,8
2014-10-15,9
2014-10-16,8
2014-10-17,10
2014-10-18,14
2014-10-19,24
2014-10-20,100
2014-10-21,39
2014-10-22,12
2014-10-23,9
2014-10-24,9
2014-10-25,16
2014-10-26,10
2014-10-27,11
2014-10-28,14
2014-10-29,9
2014-10-30,7
2014-10-31,8
2014-11-01,13
2014-11-02,10
2014-11-03,9
2014-11-04,7
2014-11-05,7
2014-11-06,8
2014-11-07,8
2014-11-08,11
2014-11-09,20
2014-11-10,9
2014-11-11,7
2014-11-12,8
2014-11-13,8
2014-11-14,8
2014-11-15,9
2014-11-16,11
2014-11-17,9
2014-11-18,8
2014-11-19,7
2014-11-20,8
2014-11-21,10
2014-11-22,43
2014-11-23,18
2014-11-24,12
2014-11-25,9
2014-11-26,9
2014-11-27,6
2014-11-28,10
2014-11-29,48
2014-11-30,12
2014-12-01,10
