date,WBA
2014-07-24,14
2014-07-25,14
2014-07-26,13
2014-07-27,13
2014-07-28,14
2014-07-29,14
2014-07-30,13
2014-07-31,12
2014-08-01,13
2014-08-02,16
2014-08-03,11
2014-08-04,12
2014-08-05,13
2014-08-06,14
2014-08-07,11
2014-08-08,17
2014-08-09,20
2014-08-10,16
2014-08-11,12
2014-08-12,13
2014-08-13,11
2014-08-14,16
2014-08-15,15
2014-08-16,24
2014-08-17,17
2014-08-18,14
2014-08-19,11
2014-08-20,11
2014-08-21,10
2014-08-22,13
2014-08-23,19
2014-08-24,14
2014-08-25,12
2014-08-26,19
2014-08-27,15
2014-08-28,11
2014-08-29,10
2014-08-30,19
2014-08-31,12
2014-09-01,12
2014-09-02,11
2014-09-03,9
2014-09-04,8
2014-09-05,7
2014-09-06,8
2014-09-07,8
2014-09-08,9
2014-09-09,10
2014-09-10,10
2014-09-11,9
2014-09-12,9
2014-09-13,20
2014-09-14,13
2014-09-15,10
2014-09-16,9
2014-09-17,10
2014-09-18,8
2014-09-19,7
2014-09-20,14
2014-09-21,27
2014-09-22,11
2014-09-23,7
2014-09-24,16
2014-09-25,10
2014-09-26,9
2014-09-27,11
2014-09-28,33
2014-09-29,11
2014-09-30,9
2014-10-01,8
2014-10-02,9
2014-10-03,11
2014-10-04,46
2014-10-05,15
2014-10-06,11
2014-10-07,9
2014-10-08,10
2014-10-09,9
2014-10-10,8
2014-10-11,10
2014-10-12,11
2014-10-13,10
2014-10-14,10
2014-10-15,9
2014-10-16,9
2014-10-17,10
2014-10-18,13
2014-10-19,26
2014-10-20,100
2014-10-21,41
2014-10-22,12
2014-10-23,10
2014-10-24,10
2014-10-25,17
2014-10-26,12
2014-10-27,12
2014-10-28,15
2014-10-29,10
2014-10-30,7
2014-10-31,7
2014-11-01,14
2014-11-02,10
2014-11-03,8
2014-11-04,7
2014-11-05,8
2014-11-06,7
2014-11-07,9
2014-11-08,14
2014-11-09,24
2014-11-10,9
2014-11-11,9
2014-11-12,9
2014-11-13,9
2014-11-14,7
2014-11-15,11
2014-11-16,11
2014-11-17,10
2014-11-18,9
2014-11-19,8
2014-11-20,7
2014-11-21,10
2014-11-22,41
2014-11-23,17
2014-11-24,12
2014-11-25,8
2014-11-26,11
2014-11-27,7
2014-11-28,10
2014-11-29,48
2014-11-30,14
2014-12-01,11
2014-12-02,16
2014-12-03,8
2014-12-04,9
2014-12-05,8
2014-12-06,14
2014-12-07,9
2014-12-08,5
2014-12-09,9
2014-12-10,7
2014-12-11,9
2014-12-12,10
2014-12-13,23
2014-12-14,12
2014-12-15,10
2014-12-16,8
2014-12-17,9
2014-12-18,8
2014-12-19,11
2014-12-20,19
2014-12-21,12
2014-12-22,7
2014-12-23,8
2014-12-24,9
2014-12-25,10
2014-12-26,29
2014-12-27,15
2014-12-28,16
2014-12-29,14
2014-12-30,20
2014-12-31,24
2015-01-01,24
2015-01-02,19
2015-01-03,23
2015-01-04,12
2015-01-05,19
2015-01-06,16
2015-01-07,14
2015-01-08,18
2015-01-09,14
2015-01-10,23
2015-01-11,12
2015-01-12,13
2015-01-13,13
2015-01-14,12
2015-01-15,11
2015-01-16,11
2015-01-17,12
2015-01-18,15
2015-01-19,39
2015-01-20,16
2015-01-21,13
2015-01-22,13
2015-01-23,13
2015-01-24,21
2015-01-25,13
2015-01-26,15
2015-01-27,14
2015-01-28,16
2015-01-29,13
2015-01-30,13
2015-01-31,21
2015-02-01,12
2015-02-02,22
2015-02-03,17
2015-02-04,14
2015-02-05,10
2015-02-06,8
2015-02-07,11
2015-02-08,22
2015-02-09,11
2015-02-10,12
2015-02-11,22
2015-02-12,13
2015-02-13,11
2015-02-14,24
2015-02-15,11
2015-02-16,12
2015-02-17,13
2015-02-18,13
2015-02-19,11
2015-02-20,11
2015-02-21,16
2015-02-22,11
2015-02-23,10
2015-02-24,13
2015-02-25,12
2015-02-26,12
2015-02-27,14
2015-02-28,22
2015-03-01,12
2015-03-02,16
2015-03-03,37
2015-03-04,15
2015-03-05,13
2015-03-06,14
2015-03-07,31
2015-03-08,17
2015-03-09,13
2015-03-10,11
2015-03-11,10
2015-03-12,9
2015-03-13,7
2015-03-14,19
2015-03-15,7
2015-03-16,9
2015-03-17,11
2015-03-18,9
2015-03-19,8
2015-03-20,10
2015-03-21,33
2015-03-22,11
2015-03-23,7
2015-03-24,9
2015-03-25,9
2015-03-26,12
2015-03-27,9
2015-03-28,8
2015-03-29,8
2015-03-30,8
2015-03-31,7
2015-04-01,8
2015-04-02,9
2015-04-03,8
2015-04-04,16
2015-04-05,12
2015-04-06,7
2015-04-07,10
2015-04-08,10
2015-04-09,16
2015-04-10,13
