date,WBA
2016-07-30,17
2016-07-31,19
2016-08-01,23
2016-08-02,18
2016-08-03,17
2016-08-04,18
2016-08-05,20
2016-08-06,17
2016-08-07,15
2016-08-08,17
2016-08-09,18
2016-08-10,18
2016-08-11,19
2016-08-12,20
2016-08-13,28
2016-08-14,18
2016-08-15,17
2016-08-16,18
2016-08-17,18
2016-08-18,20
2016-08-19,19
2016-08-20,30
2016-08-21,16
2016-08-22,18
2016-08-23,21
2016-08-24,17
2016-08-25,20
2016-08-26,18
2016-08-27,20
2016-08-28,45
2016-08-29,22
2016-08-30,24
2016-08-31,30
2016-09-01,19
2016-09-02,17
2016-09-03,20
2016-09-04,15
2016-09-05,12
2016-09-06,13
2016-09-07,13
2016-09-08,14
2016-09-09,15
2016-09-10,20
2016-09-11,14
2016-09-12,14
2016-09-13,14
2016-09-14,13
2016-09-15,14
2016-09-16,14
2016-09-17,28
2016-09-18,13
2016-09-19,13
2016-09-20,13
2016-09-21,12
2016-09-22,12
2016-09-23,13
2016-09-24,21
2016-09-25,13
2016-09-26,14
2016-09-27,13
2016-09-28,12
2016-09-29,13
2016-09-30,13
2016-10-01,23
2016-10-02,10
2016-10-03,12
2016-10-04,12
2016-10-05,13
2016-10-06,12
2016-10-07,9
2016-10-08,11
2016-10-09,11
2016-10-10,11
2016-10-11,12
2016-10-12,12
2016-10-13,13
2016-10-14,11
2016-10-15,31
2016-10-16,16
2016-10-17,14
2016-10-18,16
2016-10-19,16
2016-10-20,23
2016-10-21,23
2016-10-22,76
2016-10-23,28
2016-10-24,21
2016-10-25,16
2016-10-26,13
2016-10-27,12
2016-10-28,15
2016-10-29,42
2016-10-30,17
2016-10-31,13
2016-11-01,14
2016-11-02,16
2016-11-03,11
2016-11-04,12
2016-11-05,13
2016-11-06,40
2016-11-07,15
2016-11-08,14
2016-11-09,12
2016-11-10,10
2016-11-11,9
2016-11-12,12
2016-11-13,13
2016-11-14,13
2016-11-15,13
2016-11-16,13
2016-11-17,12
2016-11-18,13
2016-11-19,15
2016-11-20,20
2016-11-21,50
2016-11-22,20
2016-11-23,13
2016-11-24,12
2016-11-25,14
2016-11-26,24
2016-11-27,11
2016-11-28,13
2016-11-29,11
2016-11-30,14
2016-12-01,12
2016-12-02,11
2016-12-03,24
2016-12-04,16
2016-12-05,14
2016-12-06,14
2016-12-07,13
2016-12-08,14
2016-12-09,15
2016-12-10,22
2016-12-11,90
2016-12-12,21
2016-12-13,18
2016-12-14,31
2016-12-15,20
2016-12-16,17
2016-12-17,100
2016-12-18,37
2016-12-19,18
2016-12-20,16
2016-12-21,13
2016-12-22,15
2016-12-23,12
2016-12-24,12
2016-12-25,12
2016-12-26,56
2016-12-27,18
2016-12-28,15
2016-12-29,13
2016-12-30,13
2016-12-31,32
2017-01-01,21
2017-01-02,42
2017-01-03,18
2017-01-04,17
2017-01-05,20
2017-01-06,18
2017-01-07,26
2017-01-08,16
2017-01-09,16
2017-01-10,14
2017-01-11,17
2017-01-12,19
2017-01-13,18
2017-01-14,49
2017-01-15,16
2017-01-16,17
2017-01-17,16
2017-01-18,18
2017-01-19,22
2017-01-20,21
2017-01-21,29
2017-01-22,15
2017-01-23,17
2017-01-24,15
2017-01-25,14
2017-01-26,17
2017-01-27,16
2017-01-28,15
2017-01-29,15
2017-01-30,20
2017-01-31,28
2017-02-01,16
2017-02-02,12
2017-02-03,15
2017-02-04,27
2017-02-05,14
2017-02-06,12
2017-02-07,13
2017-02-08,13
2017-02-09,14
2017-02-10,12
2017-02-11,23
2017-02-12,13
2017-02-13,14
2017-02-14,11
2017-02-15,11
2017-02-16,12
2017-02-17,11
2017-02-18,12
2017-02-19,11
2017-02-20,11
2017-02-21,10
2017-02-22,15
2017-02-23,13
2017-02-24,12
2017-02-25,23
2017-02-26,14
2017-02-27,14
2017-02-28,14
2017-03-01,13
2017-03-02,13
2017-03-03,16
2017-03-04,22
2017-03-05,14
2017-03-06,16
2017-03-07,14
2017-03-08,13
2017-03-09,12
2017-03-10,13
2017-03-11,30
2017-03-12,17
2017-03-13,12
2017-03-14,11
2017-03-15,11
2017-03-16,11
2017-03-17,14
2017-03-18,75
2017-03-19,20
2017-03-20,12
2017-03-21,14
2017-03-22,13
2017-03-23,12
2017-03-24,11
2017-03-25,11
2017-03-26,10
2017-03-27,12
2017-03-28,10
2017-03-29,11
2017-03-30,15
2017-03-31,14
2017-04-01,82
2017-04-02,16
2017-04-03,15
2017-04-04,24
2017-04-05,15
2017-04-06,12
2017-04-07,13
2017-04-08,22
2017-04-09,13
2017-04-10,14
2017-04-11,11
2017-04-12,12
2017-04-13,10
2017-04-14,13
