date,WBA
2014-12-01,16
2014-12-02,25
2014-12-03,15
2014-12-04,12
2014-12-05,13
2014-12-06,23
2014-12-07,15
2014-12-08,11
2014-12-09,13
2014-12-10,12
2014-12-11,13
2014-12-12,14
2014-12-13,32
2014-12-14,17
2014-12-15,16
2014-12-16,11
2014-12-17,13
2014-12-18,12
2014-12-19,15
2014-12-20,25
2014-12-21,14
2014-12-22,13
2014-12-23,13
2014-12-24,13
2014-12-25,14
2014-12-26,44
2014-12-27,24
2014-12-28,28
2014-12-29,23
2014-12-30,30
2014-12-31,37
2015-01-01,37
2015-01-02,29
2015-01-03,35
2015-01-04,20
2015-01-05,25
2015-01-06,26
2015-01-07,22
2015-01-08,26
2015-01-09,22
2015-01-10,28
2015-01-11,19
2015-01-12,19
2015-01-13,21
2015-01-14,19
2015-01-15,18
2015-01-16,15
2015-01-17,15
2015-01-18,25
2015-01-19,59
2015-01-20,24
2015-01-21,20
2015-01-22,20
2015-01-23,17
2015-01-24,31
2015-01-25,20
2015-01-26,21
2015-01-27,20
2015-01-28,21
2015-01-29,20
2015-01-30,19
2015-01-31,34
2015-02-01,21
2015-02-02,30
2015-02-03,28
2015-02-04,18
2015-02-05,14
2015-02-06,15
2015-02-07,16
2015-02-08,31
2015-02-09,15
2015-02-10,16
2015-02-11,30
2015-02-12,20
2015-02-13,18
2015-02-14,35
2015-02-15,18
2015-02-16,20
2015-02-17,19
2015-02-18,18
2015-02-19,17
2015-02-20,17
2015-02-21,26
2015-02-22,17
2015-02-23,18
2015-02-24,20
2015-02-25,16
2015-02-26,17
2015-02-27,20
2015-02-28,32
2015-03-01,20
2015-03-02,23
2015-03-03,51
2015-03-04,22
2015-03-05,19
2015-03-06,17
2015-03-07,46
2015-03-08,27
2015-03-09,21
2015-03-10,16
2015-03-11,13
2015-03-12,14
2015-03-13,13
2015-03-14,28
2015-03-15,13
2015-03-16,16
2015-03-17,13
2015-03-18,13
2015-03-19,12
2015-03-20,15
2015-03-21,54
2015-03-22,15
2015-03-23,13
2015-03-24,11
2015-03-25,13
2015-03-26,14
2015-03-27,11
2015-03-28,10
2015-03-29,10
2015-03-30,11
2015-03-31,12
2015-04-01,11
2015-04-02,13
2015-04-03,15
2015-04-04,27
2015-04-05,15
2015-04-06,13
2015-04-07,14
2015-04-08,16
2015-04-09,20
2015-04-10,20
2015-04-11,36
2015-04-12,24
2015-04-13,15
2015-04-14,13
2015-04-15,12
2015-04-16,15
2015-04-17,14
2015-04-18,27
2015-04-19,14
2015-04-20,15
2015-04-21,14
2015-04-22,19
2015-04-23,15
2015-04-24,16
2015-04-25,44
2015-04-26,21
2015-04-27,15
2015-04-28,17
2015-04-29,17
2015-04-30,16
2015-05-01,29
2015-05-02,98
2015-05-03,67
2015-05-04,20
2015-05-05,20
2015-05-06,23
2015-05-07,17
2015-05-08,16
2015-05-09,25
2015-05-10,18
2015-05-11,16
2015-05-12,15
2015-05-13,12
2015-05-14,14
2015-05-15,14
2015-05-16,12
2015-05-17,15
2015-05-18,80
2015-05-19,39
2015-05-20,20
2015-05-21,17
2015-05-22,12
2015-05-23,17
2015-05-24,52
2015-05-25,20
2015-05-26,17
2015-05-27,14
2015-05-28,13
2015-05-29,13
2015-05-30,13
2015-05-31,15
2015-06-01,12
2015-06-02,12
2015-06-03,14
2015-06-04,13
2015-06-05,16
2015-06-06,14
2015-06-07,14
2015-06-08,17
2015-06-09,17
2015-06-10,19
2015-06-11,17
2015-06-12,18
2015-06-13,14
2015-06-14,15
2015-06-15,17
2015-06-16,17
2015-06-17,22
2015-06-18,16
2015-06-19,17
2015-06-20,15
2015-06-21,15
2015-06-22,18
2015-06-23,16
2015-06-24,17
2015-06-25,18
2015-06-26,17
2015-06-27,15
2015-06-28,14
2015-06-29,17
2015-06-30,17
2015-07-01,22
2015-07-02,18
2015-07-03,19
2015-07-04,19
2015-07-05,17
2015-07-06,21
2015-07-07,21
2015-07-08,20
2015-07-09,22
2015-07-10,21
2015-07-11,19
2015-07-12,18
2015-07-13,18
2015-07-14,20
2015-07-15,20
2015-07-16,18
2015-07-17,21
2015-07-18,22
2015-07-19,22
2015-07-20,22
2015-07-21,20
2015-07-22,21
2015-07-23,20
2015-07-24,20
2015-07-25,23
2015-07-26,23
2015-07-27,26
2015-07-28,29
2015-07-29,26
2015-07-30,23
2015-07-31,28
2015-08-01,22
2015-08-02,22
2015-08-03,24
2015-08-04,20
2015-08-05,23
2015-08-06,22
2015-08-07,28
2015-08-08,26
2015-08-09,26
2015-08-10,100
2015-08-11,42
2015-08-12,21
2015-08-13,22
2015-08-14,21
2015-08-15,28
2015-08-16,22
2015-08-17,23
2015-08-18,23
