date,WBA
2012-06-04,12
2012-06-05,10
2012-06-06,14
2012-06-07,16
2012-06-08,16
2012-06-09,14
2012-06-10,15
2012-06-11,11
2012-06-12,12
2012-06-13,14
2012-06-14,16
2012-06-15,17
2012-06-16,11
2012-06-17,13
2012-06-18,24
2012-06-19,15
2012-06-20,61
2012-06-21,25
2012-06-22,17
2012-06-23,12
2012-06-24,11
2012-06-25,11
2012-06-26,9
2012-06-27,12
2012-06-28,9
2012-06-29,12
2012-06-30,12
2012-07-01,10
2012-07-02,11
2012-07-03,12
2012-07-04,12
2012-07-05,13
2012-07-06,10
2012-07-07,11
2012-07-08,11
2012-07-09,14
2012-07-10,10
2012-07-11,16
2012-07-12,14
2012-07-13,12
2012-07-14,23
2012-07-15,21
2012-07-16,20
2012-07-17,17
2012-07-18,15
2012-07-19,18
2012-07-20,13
2012-07-21,14
2012-07-22,12
2012-07-23,13
2012-07-24,17
2012-07-25,17
2012-07-26,15
2012-07-27,13
2012-07-28,15
2012-07-29,12
2012-07-30,14
2012-07-31,12
2012-08-01,11
2012-08-02,10
2012-08-03,9
2012-08-04,14
2012-08-05,10
2012-08-06,12
2012-08-07,22
2012-08-08,12
2012-08-09,11
2012-08-10,16
2012-08-11,18
2012-08-12,15
2012-08-13,15
2012-08-14,15
2012-08-15,16
2012-08-16,17
2012-08-17,19
2012-08-18,100
2012-08-19,37
2012-08-20,24
2012-08-21,15
2012-08-22,16
2012-08-23,13
2012-08-24,16
2012-08-25,37
2012-08-26,18
2012-08-27,12
2012-08-28,19
2012-08-29,16
2012-08-30,13
2012-08-31,23
2012-09-01,36
2012-09-02,19
2012-09-03,13
2012-09-04,11
2012-09-05,12
2012-09-06,15
2012-09-07,11
2012-09-08,11
2012-09-09,13
2012-09-10,11
2012-09-11,10
2012-09-12,9
2012-09-13,8
2012-09-14,12
2012-09-15,18
2012-09-16,14
2012-09-17,14
2012-09-18,12
2012-09-19,9
2012-09-20,13
2012-09-21,9
2012-09-22,23
2012-09-23,14
2012-09-24,14
2012-09-25,17
2012-09-26,61
2012-09-27,37
2012-09-28,18
2012-09-29,17
2012-09-30,45
2012-10-01,16
2012-10-02,14
2012-10-03,12
2012-10-04,11
2012-10-05,13
2012-10-06,31
2012-10-07,16
2012-10-08,16
2012-10-09,13
2012-10-10,13
2012-10-11,9
2012-10-12,10
2012-10-13,12
2012-10-14,11
2012-10-15,12
2012-10-16,9
2012-10-17,11
2012-10-18,11
2012-10-19,12
2012-10-20,41
2012-10-21,22
2012-10-22,14
2012-10-23,13
2012-10-24,12
2012-10-25,10
2012-10-26,13
2012-10-27,13
2012-10-28,31
2012-10-29,16
2012-10-30,12
2012-10-31,10
2012-11-01,11
2012-11-02,12
2012-11-03,13
2012-11-04,18
2012-11-05,43
2012-11-06,18
2012-11-07,14
2012-11-08,12
2012-11-09,18
2012-11-10,28
2012-11-11,18
2012-11-12,15
2012-11-13,13
2012-11-14,13
2012-11-15,13
2012-11-16,16
2012-11-17,62
2012-11-18,30
2012-11-19,22
2012-11-20,13
2012-11-21,17
2012-11-22,12
2012-11-23,15
2012-11-24,51
2012-11-25,23
2012-11-26,19
2012-11-27,16
2012-11-28,27
2012-11-29,16
2012-11-30,16
2012-12-01,23
2012-12-02,16
2012-12-03,17
2012-12-04,17
2012-12-05,12
2012-12-06,12
2012-12-07,14
2012-12-08,45
2012-12-09,21
2012-12-10,15
2012-12-11,12
2012-12-12,13
2012-12-13,12
2012-12-14,11
2012-12-15,12
2012-12-16,29
2012-12-17,13
2012-12-18,11
2012-12-19,13
2012-12-20,12
2012-12-21,13
2012-12-22,25
2012-12-23,17
2012-12-24,11
2012-12-25,16
2012-12-26,28
2012-12-27,19
2012-12-28,23
2012-12-29,76
2012-12-30,29
2012-12-31,34
2013-01-01,50
2013-01-02,15
2013-01-03,16
2013-01-04,16
2013-01-05,28
2013-01-06,14
2013-01-07,16
2013-01-08,15
2013-01-09,14
2013-01-10,17
2013-01-11,15
2013-01-12,24
2013-01-13,16
2013-01-14,16
2013-01-15,31
2013-01-16,15
2013-01-17,14
2013-01-18,17
2013-01-19,44
2013-01-20,18
2013-01-21,13
2013-01-22,13
2013-01-23,15
2013-01-24,11
2013-01-25,13
2013-01-26,12
2013-01-27,14
2013-01-28,15
2013-01-29,16
2013-01-30,29
2013-01-31,20
2013-02-01,26
2013-02-02,18
2013-02-03,46
2013-02-04,16
2013-02-05,14
2013-02-06,14
2013-02-07,13
2013-02-08,19
2013-02-09,20
2013-02-10,20
2013-02-11,72
2013-02-12,31
2013-02-13,15
2013-02-14,13
2013-02-15,11
2013-02-16,10
2013-02-17,10
2013-02-18,15
2013-02-19,13
