date,WBA
2011-09-18,20
2011-09-19,15
2011-09-20,15
2011-09-21,26
2011-09-22,16
2011-09-23,16
2011-09-24,23
2011-09-25,21
2011-09-26,12
2011-09-27,17
2011-09-28,14
2011-09-29,11
2011-09-30,12
2011-10-01,20
2011-10-02,18
2011-10-03,15
2011-10-04,13
2011-10-05,11
2011-10-06,15
2011-10-07,15
2011-10-08,19
2011-10-09,15
2011-10-10,16
2011-10-11,16
2011-10-12,15
2011-10-13,16
2011-10-14,14
2011-10-15,15
2011-10-16,48
2011-10-17,18
2011-10-18,17
2011-10-19,15
2011-10-20,10
2011-10-21,16
2011-10-22,44
2011-10-23,25
2011-10-24,18
2011-10-25,24
2011-10-26,13
2011-10-27,15
2011-10-28,16
2011-10-29,66
2011-10-30,33
2011-10-31,26
2011-11-01,17
2011-11-02,19
2011-11-03,17
2011-11-04,18
2011-11-05,63
2011-11-06,35
2011-11-07,25
2011-11-08,21
2011-11-09,17
2011-11-10,13
2011-11-11,18
2011-11-12,20
2011-11-13,23
2011-11-14,17
2011-11-15,17
2011-11-16,18
2011-11-17,18
2011-11-18,22
2011-11-19,24
2011-11-20,28
2011-11-21,22
2011-11-22,16
2011-11-23,16
2011-11-24,16
2011-11-25,18
2011-11-26,39
2011-11-27,20
2011-11-28,14
2011-11-29,11
2011-11-30,20
2011-12-01,12
2011-12-02,16
2011-12-03,35
2011-12-04,21
2011-12-05,20
2011-12-06,15
2011-12-07,23
2011-12-08,17
2011-12-09,19
2011-12-10,25
2011-12-11,16
2011-12-12,17
2011-12-13,18
2011-12-14,17
2011-12-15,16
2011-12-16,13
2011-12-17,27
2011-12-18,20
2011-12-19,22
2011-12-20,17
2011-12-21,24
2011-12-22,26
2011-12-23,19
2011-12-24,18
2011-12-25,16
2011-12-26,41
2011-12-27,21
2011-12-28,16
2011-12-29,18
2011-12-30,17
2011-12-31,24
2012-01-01,46
2012-01-02,21
2012-01-03,42
2012-01-04,26
2012-01-05,20
2012-01-06,26
2012-01-07,27
2012-01-08,23
2012-01-09,21
2012-01-10,17
2012-01-11,18
2012-01-12,16
2012-01-13,23
2012-01-14,22
2012-01-15,18
2012-01-16,14
2012-01-17,13
2012-01-18,15
2012-01-19,18
2012-01-20,19
2012-01-21,24
2012-01-22,21
2012-01-23,17
2012-01-24,15
2012-01-25,16
2012-01-26,15
2012-01-27,16
2012-01-28,23
2012-01-29,13
2012-01-30,16
2012-01-31,22
2012-02-01,23
2012-02-02,15
2012-02-03,17
2012-02-04,20
2012-02-05,15
2012-02-06,21
2012-02-07,14
2012-02-08,17
2012-02-09,13
2012-02-10,13
2012-02-11,14
2012-02-12,44
2012-02-13,17
2012-02-14,14
2012-02-15,15
2012-02-16,14
2012-02-17,15
2012-02-18,25
2012-02-19,23
2012-02-20,20
2012-02-21,17
2012-02-22,20
2012-02-23,18
2012-02-24,18
2012-02-25,37
2012-02-26,27
2012-02-27,17
2012-02-28,17
2012-02-29,16
2012-03-01,17
2012-03-02,16
2012-03-03,52
2012-03-04,40
2012-03-05,26
2012-03-06,19
2012-03-07,17
2012-03-08,16
2012-03-09,15
2012-03-10,16
2012-03-11,62
2012-03-12,19
2012-03-13,16
2012-03-14,19
2012-03-15,14
2012-03-16,18
2012-03-17,25
2012-03-18,18
2012-03-19,12
2012-03-20,16
2012-03-21,11
2012-03-22,14
2012-03-23,13
2012-03-24,16
2012-03-25,48
2012-03-26,18
2012-03-27,17
2012-03-28,13
2012-03-29,11
2012-03-30,16
2012-03-31,22
2012-04-01,13
2012-04-02,12
2012-04-03,16
2012-04-04,20
2012-04-05,20
2012-04-06,22
2012-04-07,22
2012-04-08,16
2012-04-09,15
2012-04-10,15
2012-04-11,36
2012-04-12,25
2012-04-13,17
2012-04-14,26
2012-04-15,20
2012-04-16,13
2012-04-17,14
2012-04-18,13
2012-04-19,11
2012-04-20,13
2012-04-21,21
2012-04-22,58
2012-04-23,22
2012-04-24,13
2012-04-25,19
2012-04-26,14
2012-04-27,19
2012-04-28,31
2012-04-29,24
2012-04-30,25
2012-05-01,29
2012-05-02,20
2012-05-03,22
2012-05-04,18
2012-05-05,18
2012-05-06,41
2012-05-07,20
2012-05-08,21
2012-05-09,23
2012-05-10,21
2012-05-11,17
2012-05-12,20
2012-05-13,100
2012-05-14,36
2012-05-15,23
2012-05-16,19
2012-05-17,17
2012-05-18,20
2012-05-19,17
2012-05-20,16
2012-05-21,13
2012-05-22,15
2012-05-23,14
2012-05-24,18
2012-05-25,15
2012-05-26,14
2012-05-27,15
2012-05-28,18
2012-05-29,16
2012-05-30,15
2012-05-31,20
2012-06-01,18
2012-06-02,18
2012-06-03,18
2012-06-04,18
