date,WBA
2017-01-19,22
2017-01-20,25
2017-01-21,33
2017-01-22,20
2017-01-23,19
2017-01-24,15
2017-01-25,18
2017-01-26,20
2017-01-27,20
2017-01-28,19
2017-01-29,18
2017-01-30,24
2017-01-31,36
2017-02-01,20
2017-02-02,16
2017-02-03,17
2017-02-04,32
2017-02-05,17
2017-02-06,14
2017-02-07,15
2017-02-08,15
2017-02-09,16
2017-02-10,14
2017-02-11,29
2017-02-12,16
2017-02-13,16
2017-02-14,13
2017-02-15,15
2017-02-16,14
2017-02-17,14
2017-02-18,14
2017-02-19,15
2017-02-20,15
2017-02-21,14
2017-02-22,17
2017-02-23,16
2017-02-24,16
2017-02-25,27
2017-02-26,19
2017-02-27,16
2017-02-28,15
2017-03-01,16
2017-03-02,17
2017-03-03,16
2017-03-04,27
2017-03-05,17
2017-03-06,18
2017-03-07,15
2017-03-08,16
2017-03-09,15
2017-03-10,14
2017-03-11,33
2017-03-12,18
2017-03-13,17
2017-03-14,15
2017-03-15,13
2017-03-16,15
2017-03-17,16
2017-03-18,88
2017-03-19,25
2017-03-20,15
2017-03-21,16
2017-03-22,17
2017-03-23,15
2017-03-24,13
2017-03-25,11
2017-03-26,12
2017-03-27,13
2017-03-28,14
2017-03-29,12
2017-03-30,15
2017-03-31,19
2017-04-01,100
