date,WBA
2013-06-29,10
2013-06-30,15
2013-07-01,12
2013-07-02,10
2013-07-03,10
2013-07-04,21
2013-07-05,13
2013-07-06,14
2013-07-07,12
2013-07-08,15
2013-07-09,13
2013-07-10,13
2013-07-11,11
2013-07-12,17
2013-07-13,12
2013-07-14,12
2013-07-15,13
2013-07-16,16
2013-07-17,16
2013-07-18,13
2013-07-19,10
2013-07-20,11
2013-07-21,14
2013-07-22,13
2013-07-23,22
2013-07-24,15
2013-07-25,17
2013-07-26,15
2013-07-27,22
2013-07-28,16
2013-07-29,22
2013-07-30,17
2013-07-31,15
2013-08-01,34
2013-08-02,22
2013-08-03,19
2013-08-04,19
2013-08-05,18
2013-08-06,17
2013-08-07,19
2013-08-08,15
2013-08-09,16
2013-08-10,27
2013-08-11,24
2013-08-12,33
2013-08-13,22
2013-08-14,21
2013-08-15,19
2013-08-16,22
2013-08-17,29
2013-08-18,16
2013-08-19,18
2013-08-20,19
2013-08-21,15
2013-08-22,23
2013-08-23,23
2013-08-24,30
2013-08-25,20
2013-08-26,19
2013-08-27,21
2013-08-28,21
2013-08-29,16
2013-08-30,17
2013-08-31,18
2013-09-01,31
2013-09-02,35
2013-09-03,31
2013-09-04,15
2013-09-05,14
2013-09-06,12
2013-09-07,11
2013-09-08,10
2013-09-09,11
2013-09-10,8
2013-09-11,17
2013-09-12,15
2013-09-13,12
2013-09-14,20
2013-09-15,23
2013-09-16,14
2013-09-17,15
2013-09-18,11
2013-09-19,11
2013-09-20,12
2013-09-21,21
2013-09-22,13
2013-09-23,12
2013-09-24,15
2013-09-25,68
2013-09-26,27
2013-09-27,13
2013-09-28,82
2013-09-29,34
2013-09-30,20
2013-10-01,15
2013-10-02,13
2013-10-03,14
2013-10-04,16
2013-10-05,27
2013-10-06,100
2013-10-07,26
2013-10-08,19
2013-10-09,13
2013-10-10,10
2013-10-11,12
2013-10-12,12
2013-10-13,13
2013-10-14,12
2013-10-15,11
2013-10-16,10
2013-10-17,12
2013-10-18,9
2013-10-19,18
2013-10-20,15
2013-10-21,11
2013-10-22,11
2013-10-23,9
2013-10-24,12
2013-10-25,14
2013-10-26,59
2013-10-27,34
2013-10-28,18
2013-10-29,11
2013-10-30,12
2013-10-31,12
2013-11-01,10
2013-11-02,21
2013-11-03,16
2013-11-04,11
2013-11-05,10
2013-11-06,11
2013-11-07,11
2013-11-08,11
2013-11-09,70
2013-11-10,24
2013-11-11,15
2013-11-12,13
2013-11-13,12
2013-11-14,11
2013-11-15,10
2013-11-16,11
2013-11-17,14
2013-11-18,12
2013-11-19,18
2013-11-20,13
2013-11-21,10
2013-11-22,11
2013-11-23,13
2013-11-24,21
2013-11-25,54
2013-11-26,25
2013-11-27,12
2013-11-28,11
2013-11-29,12
2013-11-30,30
2013-12-01,15
2013-12-02,15
2013-12-03,19
2013-12-04,30
2013-12-05,17
2013-12-06,12
2013-12-07,28
2013-12-08,15
2013-12-09,13
2013-12-10,11
2013-12-11,12
2013-12-12,9
2013-12-13,11
2013-12-14,25
2013-12-15,30
2013-12-16,19
2013-12-17,20
2013-12-18,20
2013-12-19,18
2013-12-20,19
2013-12-21,22
2013-12-22,12
2013-12-23,16
2013-12-24,14
2013-12-25,12
2013-12-26,29
2013-12-27,23
2013-12-28,42
2013-12-29,17
2013-12-30,14
2013-12-31,23
2014-01-01,32
2014-01-02,17
2014-01-03,17
2014-01-04,26
2014-01-05,12
2014-01-06,12
2014-01-07,17
2014-01-08,18
2014-01-09,19
2014-01-10,17
2014-01-11,22
2014-01-12,13
2014-01-13,13
2014-01-14,15
2014-01-15,15
2014-01-16,14
2014-01-17,15
2014-01-18,15
2014-01-19,15
2014-01-20,63
2014-01-21,24
2014-01-22,14
2014-01-23,14
2014-01-24,14
2014-01-25,11
2014-01-26,14
2014-01-27,15
2014-01-28,17
2014-01-29,35
2014-01-30,22
2014-01-31,25
2014-02-01,23
2014-02-02,76
2014-02-03,18
2014-02-04,11
2014-02-05,13
2014-02-06,14
2014-02-07,14
2014-02-08,20
2014-02-09,15
2014-02-10,14
2014-02-11,61
2014-02-12,30
2014-02-13,11
2014-02-14,12
2014-02-15,10
2014-02-16,11
2014-02-17,10
2014-02-18,10
2014-02-19,10
2014-02-20,8
2014-02-21,9
2014-02-22,19
2014-02-23,13
2014-02-24,11
2014-02-25,10
2014-02-26,11
2014-02-27,9
2014-02-28,10
2014-03-01,10
2014-03-02,10
2014-03-03,10
2014-03-04,12
2014-03-05,9
2014-03-06,11
2014-03-07,12
2014-03-08,70
2014-03-09,25
2014-03-10,13
2014-03-11,11
2014-03-12,10
2014-03-13,11
2014-03-14,11
2014-03-15,19
2014-03-16,15
