date,WBA
2011-05-11,16
2011-05-12,18
2011-05-13,15
2011-05-14,23
2011-05-15,18
2011-05-16,18
2011-05-17,11
2011-05-18,14
2011-05-19,16
2011-05-20,11
2011-05-21,16
2011-05-22,25
2011-05-23,18
2011-05-24,17
2011-05-25,17
2011-05-26,16
2011-05-27,14
2011-05-28,16
2011-05-29,14
2011-05-30,13
2011-05-31,13
2011-06-01,13
2011-06-02,14
2011-06-03,16
2011-06-04,12
2011-06-05,16
2011-06-06,13
2011-06-07,14
2011-06-08,15
2011-06-09,17
2011-06-10,16
2011-06-11,13
2011-06-12,15
2011-06-13,15
2011-06-14,13
2011-06-15,15
2011-06-16,13
2011-06-17,26
2011-06-18,19
2011-06-19,14
2011-06-20,17
2011-06-21,14
2011-06-22,18
2011-06-23,16
2011-06-24,17
2011-06-25,14
2011-06-26,20
2011-06-27,15
2011-06-28,26
2011-06-29,19
2011-06-30,18
2011-07-01,21
2011-07-02,48
2011-07-03,47
2011-07-04,22
2011-07-05,20
2011-07-06,18
2011-07-07,17
2011-07-08,19
2011-07-09,21
2011-07-10,20
2011-07-11,21
2011-07-12,21
2011-07-13,22
2011-07-14,18
2011-07-15,18
2011-07-16,22
2011-07-17,22
2011-07-18,18
2011-07-19,18
2011-07-20,19
2011-07-21,21
2011-07-22,14
2011-07-23,20
2011-07-24,21
2011-07-25,18
2011-07-26,16
2011-07-27,16
2011-07-28,16
2011-07-29,18
2011-07-30,24
2011-07-31,20
2011-08-01,15
2011-08-02,20
2011-08-03,19
2011-08-04,17
2011-08-05,23
2011-08-06,19
2011-08-07,24
2011-08-08,19
2011-08-09,23
2011-08-10,24
2011-08-11,21
2011-08-12,24
2011-08-13,25
2011-08-14,100
2011-08-15,34
2011-08-16,20
2011-08-17,19
2011-08-18,19
2011-08-19,21
2011-08-20,71
2011-08-21,28
2011-08-22,16
2011-08-23,22
2011-08-24,16
2011-08-25,16
2011-08-26,18
2011-08-27,25
2011-08-28,41
2011-08-29,20
2011-08-30,19
2011-08-31,24
2011-09-01,18
2011-09-02,14
2011-09-03,12
2011-09-04,18
2011-09-05,13
2011-09-06,14
2011-09-07,13
2011-09-08,14
2011-09-09,16
2011-09-10,19
2011-09-11,34
2011-09-12,20
2011-09-13,17
2011-09-14,14
2011-09-15,14
2011-09-16,11
2011-09-17,23
2011-09-18,18
2011-09-19,14
2011-09-20,15
2011-09-21,22
2011-09-22,14
2011-09-23,12
2011-09-24,18
2011-09-25,15
2011-09-26,10
2011-09-27,13
2011-09-28,14
2011-09-29,12
2011-09-30,9
2011-10-01,23
2011-10-02,13
2011-10-03,12
2011-10-04,12
2011-10-05,10
2011-10-06,11
2011-10-07,10
2011-10-08,12
2011-10-09,11
2011-10-10,13
2011-10-11,15
2011-10-12,11
2011-10-13,13
2011-10-14,13
2011-10-15,12
2011-10-16,38
2011-10-17,14
2011-10-18,16
2011-10-19,16
2011-10-20,11
2011-10-21,15
2011-10-22,31
2011-10-23,20
2011-10-24,19
2011-10-25,20
2011-10-26,14
2011-10-27,13
2011-10-28,15
2011-10-29,59
2011-10-30,25
2011-10-31,20
2011-11-01,14
2011-11-02,15
2011-11-03,13
2011-11-04,16
2011-11-05,53
2011-11-06,25
2011-11-07,19
2011-11-08,20
2011-11-09,14
2011-11-10,12
2011-11-11,10
2011-11-12,17
2011-11-13,17
2011-11-14,16
2011-11-15,15
2011-11-16,12
2011-11-17,12
2011-11-18,14
2011-11-19,22
2011-11-20,21
2011-11-21,19
2011-11-22,14
2011-11-23,13
2011-11-24,13
2011-11-25,16
2011-11-26,30
2011-11-27,17
2011-11-28,15
2011-11-29,12
2011-11-30,13
2011-12-01,11
2011-12-02,14
2011-12-03,26
2011-12-04,20
2011-12-05,15
2011-12-06,13
2011-12-07,19
2011-12-08,21
2011-12-09,15
2011-12-10,18
2011-12-11,14
2011-12-12,16
2011-12-13,16
2011-12-14,14
2011-12-15,13
2011-12-16,14
2011-12-17,21
2011-12-18,19
2011-12-19,15
2011-12-20,13
2011-12-21,24
2011-12-22,19
2011-12-23,17
2011-12-24,14
2011-12-25,17
2011-12-26,28
2011-12-27,16
2011-12-28,15
2011-12-29,15
2011-12-30,14
2011-12-31,20
2012-01-01,41
2012-01-02,18
2012-01-03,33
2012-01-04,20
2012-01-05,15
2012-01-06,20
2012-01-07,25
2012-01-08,17
2012-01-09,20
2012-01-10,13
2012-01-11,16
2012-01-12,13
2012-01-13,17
2012-01-14,21
2012-01-15,14
2012-01-16,15
2012-01-17,14
2012-01-18,17
2012-01-19,14
2012-01-20,17
2012-01-21,22
2012-01-22,15
2012-01-23,16
2012-01-24,13
2012-01-25,13
2012-01-26,14
