date,WBA
2016-05-04,9
2016-05-05,11
2016-05-06,14
2016-05-07,16
2016-05-08,15
2016-05-09,13
2016-05-10,13
2016-05-11,13
2016-05-12,11
2016-05-13,13
2016-05-14,16
2016-05-15,39
2016-05-16,14
2016-05-17,11
2016-05-18,11
2016-05-19,12
2016-05-20,16
2016-05-21,19
2016-05-22,15
2016-05-23,13
2016-05-24,12
2016-05-25,12
2016-05-26,11
2016-05-27,11
2016-05-28,9
2016-05-29,10
2016-05-30,10
2016-05-31,10
2016-06-01,10
2016-06-02,9
2016-06-03,10
2016-06-04,11
2016-06-05,9
2016-06-06,11
2016-06-07,11
2016-06-08,8
2016-06-09,11
2016-06-10,12
2016-06-11,9
2016-06-12,9
2016-06-13,12
2016-06-14,11
2016-06-15,17
2016-06-16,10
2016-06-17,11
2016-06-18,9
2016-06-19,10
2016-06-20,11
2016-06-21,12
2016-06-22,12
2016-06-23,10
2016-06-24,15
2016-06-25,15
2016-06-26,15
2016-06-27,15
2016-06-28,12
2016-06-29,13
2016-06-30,13
2016-07-01,14
2016-07-02,11
2016-07-03,12
2016-07-04,12
2016-07-05,14
2016-07-06,17
2016-07-07,13
2016-07-08,12
2016-07-09,11
2016-07-10,11
2016-07-11,11
2016-07-12,14
2016-07-13,29
2016-07-14,19
2016-07-15,15
2016-07-16,18
2016-07-17,14
2016-07-18,17
2016-07-19,15
2016-07-20,18
2016-07-21,20
2016-07-22,16
2016-07-23,17
2016-07-24,13
2016-07-25,16
2016-07-26,17
2016-07-27,14
2016-07-28,16
2016-07-29,17
2016-07-30,15
2016-07-31,17
2016-08-01,23
2016-08-02,19
2016-08-03,15
2016-08-04,16
2016-08-05,23
2016-08-06,16
2016-08-07,14
2016-08-08,19
2016-08-09,17
2016-08-10,20
2016-08-11,21
2016-08-12,20
2016-08-13,27
2016-08-14,17
2016-08-15,17
2016-08-16,18
2016-08-17,18
2016-08-18,18
2016-08-19,19
2016-08-20,31
2016-08-21,15
2016-08-22,18
2016-08-23,21
2016-08-24,17
2016-08-25,16
2016-08-26,18
2016-08-27,18
2016-08-28,44
2016-08-29,19
2016-08-30,21
2016-08-31,32
2016-09-01,20
2016-09-02,15
2016-09-03,19
2016-09-04,14
2016-09-05,13
2016-09-06,13
2016-09-07,13
2016-09-08,16
2016-09-09,14
2016-09-10,20
2016-09-11,14
2016-09-12,13
2016-09-13,15
2016-09-14,11
2016-09-15,13
2016-09-16,13
2016-09-17,26
2016-09-18,15
2016-09-19,13
2016-09-20,13
2016-09-21,11
2016-09-22,11
2016-09-23,13
2016-09-24,20
2016-09-25,11
2016-09-26,16
2016-09-27,14
2016-09-28,13
2016-09-29,12
2016-09-30,13
2016-10-01,23
2016-10-02,10
2016-10-03,11
2016-10-04,13
2016-10-05,11
2016-10-06,10
2016-10-07,10
2016-10-08,11
2016-10-09,11
2016-10-10,12
2016-10-11,11
2016-10-12,10
2016-10-13,12
2016-10-14,12
2016-10-15,35
2016-10-16,17
2016-10-17,14
2016-10-18,16
2016-10-19,16
2016-10-20,20
2016-10-21,22
2016-10-22,68
2016-10-23,27
2016-10-24,20
2016-10-25,16
2016-10-26,12
2016-10-27,12
2016-10-28,15
2016-10-29,41
2016-10-30,16
2016-10-31,14
2016-11-01,15
2016-11-02,15
2016-11-03,10
2016-11-04,13
2016-11-05,11
2016-11-06,39
2016-11-07,16
2016-11-08,14
2016-11-09,11
2016-11-10,12
2016-11-11,10
2016-11-12,11
2016-11-13,12
2016-11-14,12
2016-11-15,13
2016-11-16,12
2016-11-17,12
2016-11-18,15
2016-11-19,16
2016-11-20,19
2016-11-21,50
2016-11-22,19
2016-11-23,12
2016-11-24,12
2016-11-25,13
2016-11-26,21
2016-11-27,11
2016-11-28,13
2016-11-29,11
2016-11-30,13
2016-12-01,13
2016-12-02,12
2016-12-03,26
2016-12-04,16
2016-12-05,14
2016-12-06,13
2016-12-07,11
2016-12-08,13
2016-12-09,16
2016-12-10,23
2016-12-11,88
2016-12-12,21
2016-12-13,18
2016-12-14,28
2016-12-15,21
2016-12-16,17
2016-12-17,100
2016-12-18,36
2016-12-19,18
2016-12-20,18
2016-12-21,14
2016-12-22,15
2016-12-23,13
2016-12-24,11
2016-12-25,14
2016-12-26,54
2016-12-27,16
2016-12-28,16
2016-12-29,13
2016-12-30,14
2016-12-31,29
2017-01-01,21
2017-01-02,40
2017-01-03,19
2017-01-04,16
2017-01-05,20
2017-01-06,18
2017-01-07,26
2017-01-08,15
2017-01-09,15
2017-01-10,15
2017-01-11,19
2017-01-12,17
2017-01-13,19
2017-01-14,46
2017-01-15,15
2017-01-16,17
2017-01-17,17
2017-01-18,18
2017-01-19,21
