date,WBA
2012-10-12,13
2012-10-13,12
2012-10-14,14
2012-10-15,18
2012-10-16,14
2012-10-17,14
2012-10-18,15
2012-10-19,17
2012-10-20,60
2012-10-21,32
2012-10-22,19
2012-10-23,15
2012-10-24,17
2012-10-25,14
2012-10-26,13
2012-10-27,16
2012-10-28,41
2012-10-29,22
2012-10-30,16
2012-10-31,15
2012-11-01,16
2012-11-02,18
2012-11-03,17
2012-11-04,21
2012-11-05,58
2012-11-06,22
2012-11-07,18
2012-11-08,17
2012-11-09,23
2012-11-10,38
2012-11-11,22
2012-11-12,19
2012-11-13,16
2012-11-14,15
2012-11-15,16
2012-11-16,19
2012-11-17,83
2012-11-18,40
2012-11-19,28
2012-11-20,19
2012-11-21,21
2012-11-22,16
2012-11-23,21
2012-11-24,66
2012-11-25,31
2012-11-26,25
2012-11-27,23
2012-11-28,37
2012-11-29,22
2012-11-30,19
2012-12-01,33
2012-12-02,23
2012-12-03,22
2012-12-04,24
2012-12-05,15
2012-12-06,15
2012-12-07,19
2012-12-08,60
2012-12-09,31
2012-12-10,19
2012-12-11,16
2012-12-12,19
2012-12-13,15
2012-12-14,14
2012-12-15,18
2012-12-16,35
2012-12-17,18
2012-12-18,15
2012-12-19,19
2012-12-20,17
2012-12-21,16
2012-12-22,30
2012-12-23,22
2012-12-24,16
2012-12-25,21
2012-12-26,40
2012-12-27,27
2012-12-28,31
2012-12-29,100
2012-12-30,38
2012-12-31,41
2013-01-01,68
2013-01-02,19
2013-01-03,21
2013-01-04,20
2013-01-05,35
2013-01-06,18
2013-01-07,18
2013-01-08,19
2013-01-09,18
2013-01-10,19
2013-01-11,19
2013-01-12,34
2013-01-13,18
2013-01-14,22
2013-01-15,39
2013-01-16,22
2013-01-17,17
2013-01-18,25
2013-01-19,60
2013-01-20,28
2013-01-21,18
2013-01-22,15
2013-01-23,17
2013-01-24,14
2013-01-25,14
2013-01-26,15
2013-01-27,17
2013-01-28,19
2013-01-29,20
2013-01-30,37
2013-01-31,26
2013-02-01,24
2013-02-02,21
2013-02-03,61
2013-02-04,21
2013-02-05,19
2013-02-06,16
2013-02-07,14
2013-02-08,24
2013-02-09,24
2013-02-10,24
2013-02-11,100
2013-02-12,41
2013-02-13,20
2013-02-14,18
2013-02-15,16
2013-02-16,13
2013-02-17,15
2013-02-18,19
2013-02-19,15
2013-02-20,14
2013-02-21,14
2013-02-22,14
2013-02-23,34
2013-02-24,19
2013-02-25,13
2013-02-26,14
2013-02-27,15
2013-02-28,14
2013-03-01,14
2013-03-02,49
2013-03-03,26
2013-03-04,17
2013-03-05,16
2013-03-06,16
2013-03-07,17
2013-03-08,22
2013-03-09,54
2013-03-10,19
2013-03-11,14
2013-03-12,17
2013-03-13,16
2013-03-14,15
2013-03-15,16
2013-03-16,24
2013-03-17,17
2013-03-18,19
2013-03-19,16
2013-03-20,16
2013-03-21,11
2013-03-22,12
2013-03-23,13
2013-03-24,10
2013-03-25,12
2013-03-26,11
2013-03-27,12
2013-03-28,14
2013-03-29,17
2013-03-30,16
2013-03-31,14
2013-04-01,19
2013-04-02,15
2013-04-03,12
2013-04-04,17
2013-04-05,18
2013-04-06,78
2013-04-07,32
2013-04-08,27
2013-04-09,18
2013-04-10,18
2013-04-11,15
2013-04-12,15
2013-04-13,16
2013-04-14,20
2013-04-15,16
2013-04-16,17
2013-04-17,14
2013-04-18,14
2013-04-19,13
2013-04-20,27
2013-04-21,19
2013-04-22,15
2013-04-23,15
2013-04-24,11
2013-04-25,14
2013-04-26,16
2013-04-27,23
2013-04-28,21
2013-04-29,16
2013-04-30,17
2013-05-01,15
2013-05-02,14
2013-05-03,16
2013-05-04,32
2013-05-05,25
2013-05-06,23
2013-05-07,69
2013-05-08,38
2013-05-09,21
2013-05-10,19
2013-05-11,17
2013-05-12,30
2013-05-13,17
2013-05-14,16
2013-05-15,18
2013-05-16,17
2013-05-17,19
2013-05-18,33
2013-05-19,96
2013-05-20,44
2013-05-21,25
2013-05-22,19
2013-05-23,18
2013-05-24,15
2013-05-25,13
2013-05-26,18
2013-05-27,11
2013-05-28,14
2013-05-29,16
2013-05-30,14
2013-05-31,15
2013-06-01,13
2013-06-02,11
2013-06-03,13
2013-06-04,15
2013-06-05,15
2013-06-06,13
2013-06-07,13
2013-06-08,10
2013-06-09,12
2013-06-10,15
2013-06-11,14
2013-06-12,16
2013-06-13,13
2013-06-14,11
2013-06-15,12
2013-06-16,12
2013-06-17,15
2013-06-18,16
2013-06-19,28
2013-06-20,13
2013-06-21,15
2013-06-22,13
2013-06-23,20
2013-06-24,21
2013-06-25,15
2013-06-26,15
2013-06-27,14
2013-06-28,15
2013-06-29,17
