date,WBA
2015-04-10,13
2015-04-11,22
2015-04-12,13
2015-04-13,10
2015-04-14,9
2015-04-15,9
2015-04-16,10
2015-04-17,9
2015-04-18,15
2015-04-19,9
2015-04-20,10
2015-04-21,9
2015-04-22,12
2015-04-23,9
2015-04-24,11
2015-04-25,31
2015-04-26,12
2015-04-27,10
2015-04-28,11
2015-04-29,11
2015-04-30,11
2015-05-01,20
2015-05-02,69
2015-05-03,45
2015-05-04,13
2015-05-05,14
2015-05-06,16
2015-05-07,11
2015-05-08,11
2015-05-09,17
2015-05-10,11
2015-05-11,11
2015-05-12,10
2015-05-13,10
2015-05-14,9
2015-05-15,8
2015-05-16,9
2015-05-17,11
2015-05-18,49
2015-05-19,28
2015-05-20,14
2015-05-21,10
2015-05-22,10
2015-05-23,10
2015-05-24,33
2015-05-25,14
2015-05-26,10
2015-05-27,9
2015-05-28,9
2015-05-29,10
2015-05-30,9
2015-05-31,9
2015-06-01,8
2015-06-02,8
2015-06-03,11
2015-06-04,10
2015-06-05,9
2015-06-06,10
2015-06-07,8
2015-06-08,10
2015-06-09,10
2015-06-10,13
2015-06-11,11
2015-06-12,11
2015-06-13,9
2015-06-14,9
2015-06-15,10
2015-06-16,11
2015-06-17,16
2015-06-18,10
2015-06-19,10
2015-06-20,9
2015-06-21,11
2015-06-22,12
2015-06-23,12
2015-06-24,12
2015-06-25,10
2015-06-26,10
2015-06-27,10
2015-06-28,9
2015-06-29,13
2015-06-30,13
2015-07-01,15
2015-07-02,11
2015-07-03,12
2015-07-04,11
2015-07-05,12
2015-07-06,14
2015-07-07,13
2015-07-08,13
2015-07-09,14
2015-07-10,14
2015-07-11,13
2015-07-12,12
2015-07-13,14
2015-07-14,13
2015-07-15,14
2015-07-16,12
2015-07-17,14
2015-07-18,16
2015-07-19,16
2015-07-20,17
2015-07-21,15
2015-07-22,14
2015-07-23,13
2015-07-24,16
2015-07-25,16
2015-07-26,15
2015-07-27,17
2015-07-28,19
2015-07-29,18
2015-07-30,15
2015-07-31,20
2015-08-01,17
2015-08-02,14
2015-08-03,15
2015-08-04,15
2015-08-05,14
2015-08-06,15
2015-08-07,20
2015-08-08,17
2015-08-09,18
2015-08-10,63
2015-08-11,31
2015-08-12,13
2015-08-13,15
2015-08-14,15
2015-08-15,17
2015-08-16,16
2015-08-17,15
2015-08-18,15
2015-08-19,13
2015-08-20,15
2015-08-21,15
2015-08-22,18
2015-08-23,100
2015-08-24,27
2015-08-25,22
2015-08-26,17
2015-08-27,14
2015-08-28,15
2015-08-29,21
2015-08-30,14
2015-08-31,18
2015-09-01,23
2015-09-02,14
2015-09-03,11
2015-09-04,9
2015-09-05,7
2015-09-06,7
2015-09-07,8
2015-09-08,10
2015-09-09,10
2015-09-10,9
2015-09-11,9
2015-09-12,15
2015-09-13,10
2015-09-14,9
2015-09-15,9
2015-09-16,8
2015-09-17,8
2015-09-18,9
2015-09-19,17
2015-09-20,10
2015-09-21,10
2015-09-22,10
2015-09-23,12
2015-09-24,10
2015-09-25,8
2015-09-26,8
2015-09-27,15
2015-09-28,33
2015-09-29,15
2015-09-30,9
2015-10-01,7
2015-10-02,10
2015-10-03,21
2015-10-04,9
2015-10-05,7
2015-10-06,7
2015-10-07,8
2015-10-08,7
2015-10-09,8
2015-10-10,6
2015-10-11,9
2015-10-12,8
2015-10-13,7
2015-10-14,7
2015-10-15,9
2015-10-16,11
2015-10-17,20
2015-10-18,10
2015-10-19,11
2015-10-20,9
2015-10-21,8
2015-10-22,8
2015-10-23,8
2015-10-24,14
2015-10-25,9
2015-10-26,9
2015-10-27,13
2015-10-28,16
2015-10-29,13
2015-10-30,11
2015-10-31,14
2015-11-01,11
2015-11-02,11
2015-11-03,9
2015-11-04,10
2015-11-05,11
2015-11-06,11
2015-11-07,55
2015-11-08,19
2015-11-09,11
2015-11-10,8
2015-11-11,7
2015-11-12,8
2015-11-13,7
2015-11-14,7
2015-11-15,8
2015-11-16,9
2015-11-17,8
2015-11-18,9
2015-11-19,8
2015-11-20,10
2015-11-21,40
2015-11-22,18
2015-11-23,14
2015-11-24,9
2015-11-25,8
2015-11-26,6
2015-11-27,9
2015-11-28,12
2015-11-29,20
2015-11-30,11
2015-12-01,9
2015-12-02,9
2015-12-03,8
2015-12-04,8
2015-12-05,19
2015-12-06,11
2015-12-07,9
2015-12-08,10
2015-12-09,9
2015-12-10,7
2015-12-11,10
2015-12-12,15
2015-12-13,45
2015-12-14,14
2015-12-15,11
2015-12-16,9
2015-12-17,10
2015-12-18,9
2015-12-19,17
2015-12-20,11
2015-12-21,9
2015-12-22,8
2015-12-23,7
2015-12-24,6
2015-12-25,8
2015-12-26,15
