date,WBA
2015-08-18,14
2015-08-19,13
2015-08-20,13
2015-08-21,15
2015-08-22,20
2015-08-23,100
2015-08-24,28
2015-08-25,24
2015-08-26,15
2015-08-27,13
2015-08-28,13
2015-08-29,20
2015-08-30,13
2015-08-31,16
2015-09-01,21
2015-09-02,14
2015-09-03,12
2015-09-04,9
2015-09-05,8
2015-09-06,8
2015-09-07,9
2015-09-08,9
2015-09-09,10
2015-09-10,8
2015-09-11,8
2015-09-12,15
2015-09-13,10
2015-09-14,9
2015-09-15,10
2015-09-16,7
2015-09-17,8
2015-09-18,9
2015-09-19,17
2015-09-20,10
2015-09-21,10
2015-09-22,11
2015-09-23,13
2015-09-24,11
2015-09-25,9
2015-09-26,9
2015-09-27,15
2015-09-28,34
2015-09-29,15
2015-09-30,9
2015-10-01,7
2015-10-02,9
2015-10-03,21
2015-10-04,9
2015-10-05,9
2015-10-06,8
2015-10-07,8
2015-10-08,6
2015-10-09,8
2015-10-10,7
2015-10-11,7
2015-10-12,8
2015-10-13,8
2015-10-14,8
2015-10-15,10
2015-10-16,11
2015-10-17,20
2015-10-18,12
2015-10-19,9
2015-10-20,10
2015-10-21,8
2015-10-22,8
2015-10-23,8
2015-10-24,14
2015-10-25,10
2015-10-26,9
2015-10-27,13
2015-10-28,17
2015-10-29,12
2015-10-30,12
2015-10-31,14
2015-11-01,11
2015-11-02,12
2015-11-03,10
2015-11-04,11
2015-11-05,11
2015-11-06,12
2015-11-07,52
2015-11-08,19
2015-11-09,11
2015-11-10,7
2015-11-11,8
2015-11-12,9
2015-11-13,8
2015-11-14,6
2015-11-15,8
2015-11-16,8
2015-11-17,9
2015-11-18,9
2015-11-19,9
2015-11-20,9
2015-11-21,37
2015-11-22,20
2015-11-23,13
2015-11-24,10
2015-11-25,9
2015-11-26,6
2015-11-27,9
2015-11-28,12
2015-11-29,23
2015-11-30,9
2015-12-01,9
2015-12-02,9
2015-12-03,8
2015-12-04,8
2015-12-05,18
2015-12-06,11
2015-12-07,10
2015-12-08,8
2015-12-09,10
2015-12-10,8
2015-12-11,11
2015-12-12,14
2015-12-13,42
2015-12-14,15
2015-12-15,10
2015-12-16,9
2015-12-17,9
2015-12-18,11
2015-12-19,18
2015-12-20,10
2015-12-21,8
2015-12-22,8
2015-12-23,8
2015-12-24,7
2015-12-25,6
2015-12-26,13
2015-12-27,9
2015-12-28,17
2015-12-29,12
2015-12-30,10
2015-12-31,13
2016-01-01,11
2016-01-02,18
2016-01-03,10
2016-01-04,10
2016-01-05,10
2016-01-06,11
2016-01-07,12
2016-01-08,11
2016-01-09,18
2016-01-10,11
2016-01-11,12
2016-01-12,12
2016-01-13,24
2016-01-14,16
2016-01-15,13
2016-01-16,17
2016-01-17,15
2016-01-18,11
2016-01-19,19
2016-01-20,13
2016-01-21,12
2016-01-22,11
2016-01-23,20
2016-01-24,12
2016-01-25,10
2016-01-26,10
2016-01-27,10
2016-01-28,9
2016-01-29,11
2016-01-30,17
2016-01-31,12
2016-02-01,15
2016-02-02,19
2016-02-03,12
2016-02-04,9
2016-02-05,9
2016-02-06,14
2016-02-07,8
2016-02-08,9
2016-02-09,11
2016-02-10,26
2016-02-11,13
2016-02-12,10
2016-02-13,17
2016-02-14,9
2016-02-15,10
2016-02-16,8
2016-02-17,9
2016-02-18,8
2016-02-19,8
2016-02-20,15
2016-02-21,10
2016-02-22,8
2016-02-23,9
2016-02-24,8
2016-02-25,8
2016-02-26,10
2016-02-27,24
2016-02-28,10
2016-02-29,9
2016-03-01,32
2016-03-02,16
2016-03-03,10
2016-03-04,10
2016-03-05,15
2016-03-06,77
2016-03-07,20
2016-03-08,11
2016-03-09,10
2016-03-10,10
2016-03-11,9
2016-03-12,12
2016-03-13,10
2016-03-14,10
2016-03-15,8
2016-03-16,8
2016-03-17,7
2016-03-18,9
2016-03-19,12
2016-03-20,8
2016-03-21,9
2016-03-22,7
2016-03-23,8
2016-03-24,8
2016-03-25,7
2016-03-26,7
2016-03-27,7
2016-03-28,8
2016-03-29,8
2016-03-30,9
2016-03-31,8
2016-04-01,9
2016-04-02,10
2016-04-03,6
2016-04-04,8
2016-04-05,9
2016-04-06,8
2016-04-07,7
2016-04-08,9
2016-04-09,35
2016-04-10,13
2016-04-11,9
2016-04-12,10
2016-04-13,7
2016-04-14,8
2016-04-15,10
2016-04-16,13
2016-04-17,7
2016-04-18,9
2016-04-19,9
2016-04-20,9
2016-04-21,39
2016-04-22,14
2016-04-23,8
2016-04-24,11
2016-04-25,51
2016-04-26,19
2016-04-27,12
2016-04-28,10
2016-04-29,10
2016-04-30,16
2016-05-01,10
2016-05-02,8
2016-05-03,9
2016-05-04,7
