date,ATVI,isPartial
2016-09-11,4,False
2016-09-12,12,False
2016-09-13,14,False
2016-09-14,10,False
2016-09-15,12,False
2016-09-16,20,False
2016-09-17,6,False
2016-09-18,1,False
2016-09-19,7,False
2016-09-20,12,False
2016-09-21,16,False
2016-09-22,10,False
2016-09-23,11,False
2016-09-24,3,False
2016-09-25,3,False
2016-09-26,9,False
2016-09-27,10,False
2016-09-28,6,False
2016-09-29,8,False
2016-09-30,7,False
2016-10-01,3,False
2016-10-02,1,False
2016-10-03,7,False
2016-10-04,14,False
2016-10-05,6,False
2016-10-06,10,False
2016-10-07,9,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,9,False
2016-10-11,7,False
2016-10-12,13,False
2016-10-13,7,False
2016-10-14,3,False
2016-10-15,7,False
2016-10-16,4,False
2016-10-17,7,False
2016-10-18,15,False
2016-10-19,12,False
2016-10-20,9,False
2016-10-21,8,False
2016-10-22,1,False
2016-10-23,6,False
2016-10-24,7,False
2016-10-25,11,False
2016-10-26,15,False
2016-10-27,5,False
2016-10-28,5,False
2016-10-29,6,False
2016-10-30,0,False
2016-10-31,6,False
2016-11-01,14,False
2016-11-02,23,False
2016-11-03,43,False
2016-11-04,31,False
2016-11-05,6,False
2016-11-06,1,False
2016-11-07,10,False
2016-11-08,16,False
2016-11-09,19,False
2016-11-10,27,False
2016-11-11,14,False
2016-11-12,10,False
2016-11-13,7,False
2016-11-14,13,False
2016-11-15,39,False
2016-11-16,10,False
2016-11-17,6,False
2016-11-18,15,False
2016-11-19,4,False
2016-11-20,1,False
2016-11-21,15,False
2016-11-22,13,False
2016-11-23,11,False
2016-11-24,4,False
2016-11-25,10,False
2016-11-26,3,False
2016-11-27,3,False
2016-11-28,8,False
2016-11-29,19,False
2016-11-30,19,False
2016-12-01,12,False
2016-12-02,16,False
2016-12-03,5,False
2016-12-04,5,False
2016-12-05,16,False
2016-12-06,7,False
2016-12-07,16,False
2016-12-08,8,False
2016-12-09,7,False
2016-12-10,4,False
2016-12-11,4,False
2016-12-12,11,False
2016-12-13,29,False
2016-12-14,15,False
2016-12-15,14,False
2016-12-16,16,False
2016-12-17,3,False
2016-12-18,7,False
2016-12-19,12,False
2016-12-20,16,False
2016-12-21,9,False
2016-12-22,10,False
2016-12-23,8,False
2016-12-24,3,False
2016-12-25,0,False
2016-12-26,1,False
2016-12-27,6,False
2016-12-28,15,False
2016-12-29,11,False
2016-12-30,12,False
2016-12-31,4,False
2017-01-01,7,False
2017-01-02,5,False
2017-01-03,11,False
2017-01-04,15,False
2017-01-05,22,False
2017-01-06,11,False
2017-01-07,5,False
2017-01-08,8,False
2017-01-09,18,False
2017-01-10,17,False
2017-01-11,10,False
2017-01-12,15,False
2017-01-13,8,False
2017-01-14,12,False
2017-01-15,5,False
2017-01-16,5,False
2017-01-17,7,False
2017-01-18,11,False
2017-01-19,15,False
2017-01-20,9,False
2017-01-21,4,False
2017-01-22,3,False
2017-01-23,11,False
2017-01-24,12,False
2017-01-25,12,False
2017-01-26,8,False
2017-01-27,9,False
2017-01-28,4,False
2017-01-29,4,False
2017-01-30,11,False
2017-01-31,10,False
2017-02-01,23,False
2017-02-02,25,False
2017-02-03,14,False
2017-02-04,4,False
2017-02-05,5,False
2017-02-06,8,False
2017-02-07,17,False
2017-02-08,21,False
2017-02-09,52,False
2017-02-10,100,False
2017-02-11,27,False
2017-02-12,6,False
2017-02-13,30,False
2017-02-14,27,False
2017-02-15,18,False
2017-02-16,10,False
2017-02-17,17,False
2017-02-18,4,False
2017-02-19,1,False
2017-02-20,6,False
2017-02-21,11,False
2017-02-22,9,False
2017-02-23,9,False
2017-02-24,10,False
2017-02-25,4,False
2017-02-26,3,False
2017-02-27,13,False
2017-02-28,8,False
2017-03-01,18,False
2017-03-02,16,False
2017-03-03,7,False
