date,ATVI,isPartial
2016-05-04,16,False
2016-05-05,36,False
2016-05-06,60,False
2016-05-07,21,False
2016-05-08,6,False
2016-05-09,28,False
2016-05-10,15,False
2016-05-11,27,False
2016-05-12,23,False
2016-05-13,27,False
2016-05-14,2,False
2016-05-15,6,False
2016-05-16,15,False
2016-05-17,27,False
2016-05-18,14,False
2016-05-19,10,False
2016-05-20,20,False
2016-05-21,6,False
2016-05-22,4,False
2016-05-23,22,False
2016-05-24,31,False
2016-05-25,43,False
2016-05-26,40,False
2016-05-27,26,False
2016-05-28,8,False
2016-05-29,8,False
2016-05-30,5,False
2016-05-31,21,False
2016-06-01,30,False
2016-06-02,14,False
2016-06-03,22,False
2016-06-04,4,False
2016-06-05,4,False
2016-06-06,21,False
2016-06-07,23,False
2016-06-08,21,False
2016-06-09,28,False
2016-06-10,15,False
2016-06-11,2,False
2016-06-12,4,False
2016-06-13,24,False
2016-06-14,22,False
2016-06-15,9,False
2016-06-16,9,False
2016-06-17,7,False
2016-06-18,4,False
2016-06-19,2,False
2016-06-20,21,False
2016-06-21,10,False
2016-06-22,4,False
2016-06-23,16,False
2016-06-24,22,False
2016-06-25,6,False
2016-06-26,6,False
2016-06-27,9,False
2016-06-28,11,False
2016-06-29,21,False
2016-06-30,20,False
2016-07-01,25,False
2016-07-02,11,False
2016-07-03,6,False
2016-07-04,6,False
2016-07-05,9,False
2016-07-06,24,False
2016-07-07,17,False
2016-07-08,16,False
2016-07-09,15,False
2016-07-10,2,False
2016-07-11,24,False
2016-07-12,28,False
2016-07-13,19,False
2016-07-14,14,False
2016-07-15,17,False
2016-07-16,8,False
2016-07-17,2,False
2016-07-18,6,False
2016-07-19,30,False
2016-07-20,23,False
2016-07-21,15,False
2016-07-22,15,False
2016-07-23,4,False
2016-07-24,7,False
2016-07-25,22,False
2016-07-26,22,False
2016-07-27,26,False
2016-07-28,13,False
2016-07-29,15,False
2016-07-30,17,False
2016-07-31,4,False
2016-08-01,22,False
2016-08-02,35,False
2016-08-03,41,False
2016-08-04,100,False
2016-08-05,60,False
2016-08-06,9,False
2016-08-07,9,False
2016-08-08,21,False
2016-08-09,34,False
2016-08-10,15,False
2016-08-11,14,False
2016-08-12,14,False
2016-08-13,2,False
2016-08-14,9,False
2016-08-15,28,False
2016-08-16,57,False
2016-08-17,19,False
2016-08-18,16,False
2016-08-19,20,False
2016-08-20,2,False
2016-08-21,2,False
2016-08-22,13,False
