date,ATVI,isPartial
2017-01-19,17,False
2017-01-20,15,False
2017-01-21,5,False
2017-01-22,3,False
2017-01-23,15,False
2017-01-24,19,False
2017-01-25,15,False
2017-01-26,5,False
2017-01-27,9,False
2017-01-28,8,False
2017-01-29,7,False
2017-01-30,16,False
2017-01-31,12,False
2017-02-01,25,False
2017-02-02,13,False
2017-02-03,7,False
2017-02-04,8,False
2017-02-05,5,False
2017-02-06,20,False
2017-02-07,15,False
2017-02-08,23,False
2017-02-09,60,False
2017-02-10,100,False
2017-02-11,22,False
2017-02-12,11,False
2017-02-13,34,False
2017-02-14,28,False
2017-02-15,29,False
2017-02-16,23,False
2017-02-17,15,False
2017-02-18,4,False
2017-02-19,5,False
2017-02-20,8,False
2017-02-21,7,False
2017-02-22,17,False
2017-02-23,11,False
2017-02-24,15,False
2017-02-25,7,False
2017-02-26,7,False
2017-02-27,16,False
2017-02-28,12,False
2017-03-01,24,False
2017-03-02,13,False
2017-03-03,10,False
2017-03-04,10,False
2017-03-05,3,False
2017-03-06,12,False
2017-03-07,15,False
2017-03-08,20,False
2017-03-09,10,False
2017-03-10,24,False
2017-03-11,4,False
2017-03-12,0,False
2017-03-13,11,False
2017-03-14,10,False
2017-03-15,12,False
2017-03-16,8,False
2017-03-17,13,False
2017-03-18,3,False
2017-03-19,3,False
2017-03-20,8,False
2017-03-21,10,False
2017-03-22,15,False
2017-03-23,11,False
2017-03-24,15,False
2017-03-25,3,False
2017-03-26,7,False
2017-03-27,9,False
2017-03-28,7,False
2017-03-29,10,False
2017-03-30,24,False
2017-03-31,12,False
2017-04-01,3,False
2017-04-02,8,False
2017-04-03,7,False
2017-04-04,9,False
2017-04-05,16,False
2017-04-06,15,False
2017-04-07,10,False
2017-04-08,4,False
2017-04-09,5,False
2017-04-10,9,False
2017-04-11,18,False
2017-04-12,5,False
2017-04-13,11,False
2017-04-14,5,False
2017-04-15,4,False
2017-04-16,3,False
2017-04-17,5,False
2017-04-18,9,False
2017-04-19,10,False
2017-04-20,10,False
2017-04-21,16,False
2017-04-22,4,False
2017-04-23,3,False
2017-04-24,17,False
2017-04-25,20,False
2017-04-26,17,False
2017-04-27,15,False
2017-04-28,21,False
2017-04-29,7,False
2017-04-30,7,False
2017-05-01,18,False
2017-05-02,19,False
2017-05-03,23,False
2017-05-04,43,False
2017-05-05,33,False
2017-05-06,8,False
2017-05-07,7,False
2017-05-08,14,False
2017-05-09,24,False
2017-05-10,23,False
2017-05-11,32,False
2017-05-12,18,False
2017-05-13,5,False
2017-05-14,4,False
2017-05-15,14,False
2017-05-16,19,False
2017-05-17,18,False
2017-05-18,22,False
2017-05-19,21,False
2017-05-20,3,False
2017-05-21,7,False
2017-05-22,19,False
2017-05-23,27,False
2017-05-24,18,False
2017-05-25,24,False
2017-05-26,34,False
2017-05-27,6,False
2017-05-28,1,False
2017-05-29,4,False
2017-05-30,20,False
2017-05-31,22,False
2017-06-01,22,False
2017-06-02,15,False
2017-06-03,9,False
2017-06-04,3,False
2017-06-05,17,False
2017-06-06,17,False
2017-06-07,20,False
2017-06-08,26,False
2017-06-09,22,False
2017-06-10,7,False
2017-06-11,6,False
2017-06-12,23,False
2017-06-13,36,False
2017-06-14,27,False
2017-06-15,19,False
2017-06-16,14,False
2017-06-17,6,False
2017-06-18,6,False
2017-06-19,23,False
2017-06-20,25,False
2017-06-21,22,False
2017-06-22,11,False
2017-06-23,21,False
2017-06-24,4,False
2017-06-25,1,False
2017-06-26,16,False
2017-06-27,13,False
2017-06-28,23,False
2017-06-29,14,False
2017-06-30,15,False
2017-07-01,3,False
2017-07-02,4,False
2017-07-03,10,False
2017-07-04,4,False
2017-07-05,21,False
2017-07-06,9,False
2017-07-07,15,False
2017-07-08,1,False
2017-07-09,3,False
2017-07-10,19,False
2017-07-11,15,False
2017-07-12,39,False
2017-07-13,28,False
2017-07-14,23,False
2017-07-15,7,False
2017-07-16,3,False
2017-07-17,14,False
2017-07-18,30,False
2017-07-19,25,False
2017-07-20,15,False
2017-07-21,16,False
2017-07-22,12,False
2017-07-23,4,False
2017-07-24,12,False
2017-07-25,9,False
2017-07-26,23,False
2017-07-27,16,False
2017-07-28,24,False
2017-07-29,6,False
2017-07-30,0,False
2017-07-31,22,False
2017-08-01,40,False
2017-08-02,43,False
2017-08-03,99,False
2017-08-04,78,False
2017-08-05,14,False
2017-08-06,1,False
2017-08-07,33,False
2017-08-08,34,False
2017-08-09,28,False
2017-08-10,18,False
2017-08-11,29,False
2017-08-12,1,False
2017-08-13,10,False
2017-08-14,26,False
