date,CTSH,isPartial
2016-05-04,10,False
2016-05-05,16,False
2016-05-06,38,False
2016-05-07,12,False
2016-05-08,3,False
2016-05-09,19,False
2016-05-10,27,False
2016-05-11,21,False
2016-05-12,15,False
2016-05-13,16,False
2016-05-14,4,False
2016-05-15,3,False
2016-05-16,13,False
2016-05-17,19,False
2016-05-18,14,False
2016-05-19,16,False
2016-05-20,17,False
2016-05-21,0,False
2016-05-22,4,False
2016-05-23,14,False
2016-05-24,16,False
2016-05-25,17,False
2016-05-26,17,False
2016-05-27,15,False
2016-05-28,4,False
2016-05-29,3,False
2016-05-30,3,False
2016-05-31,16,False
2016-06-01,14,False
2016-06-02,14,False
2016-06-03,10,False
2016-06-04,2,False
2016-06-05,4,False
2016-06-06,15,False
2016-06-07,15,False
2016-06-08,17,False
2016-06-09,16,False
2016-06-10,10,False
2016-06-11,4,False
2016-06-12,2,False
2016-06-13,17,False
2016-06-14,14,False
2016-06-15,20,False
2016-06-16,16,False
2016-06-17,11,False
2016-06-18,3,False
2016-06-19,2,False
2016-06-20,13,False
2016-06-21,13,False
2016-06-22,14,False
2016-06-23,14,False
2016-06-24,26,False
2016-06-25,7,False
2016-06-26,5,False
2016-06-27,20,False
2016-06-28,17,False
2016-06-29,17,False
2016-06-30,15,False
2016-07-01,17,False
2016-07-02,8,False
2016-07-03,5,False
2016-07-04,2,False
2016-07-05,15,False
2016-07-06,21,False
2016-07-07,15,False
2016-07-08,16,False
2016-07-09,5,False
2016-07-10,2,False
2016-07-11,12,False
2016-07-12,11,False
2016-07-13,18,False
2016-07-14,11,False
2016-07-15,15,False
2016-07-16,3,False
2016-07-17,5,False
2016-07-18,14,False
2016-07-19,18,False
2016-07-20,16,False
2016-07-21,14,False
2016-07-22,7,False
2016-07-23,7,False
2016-07-24,3,False
2016-07-25,14,False
2016-07-26,15,False
2016-07-27,9,False
2016-07-28,10,False
2016-07-29,16,False
2016-07-30,6,False
2016-07-31,4,False
2016-08-01,10,False
2016-08-02,13,False
2016-08-03,14,False
2016-08-04,14,False
2016-08-05,52,False
2016-08-06,2,False
2016-08-07,2,False
2016-08-08,25,False
2016-08-09,22,False
2016-08-10,21,False
2016-08-11,13,False
2016-08-12,15,False
2016-08-13,3,False
2016-08-14,7,False
2016-08-15,15,False
2016-08-16,14,False
2016-08-17,21,False
2016-08-18,12,False
2016-08-19,10,False
2016-08-20,5,False
2016-08-21,5,False
2016-08-22,22,False
2016-08-23,13,False
2016-08-24,14,False
2016-08-25,13,False
2016-08-26,20,False
2016-08-27,3,False
2016-08-28,3,False
2016-08-29,12,False
2016-08-30,12,False
2016-08-31,13,False
2016-09-01,9,False
2016-09-02,15,False
2016-09-03,2,False
2016-09-04,0,False
2016-09-05,3,False
2016-09-06,16,False
2016-09-07,20,False
2016-09-08,18,False
2016-09-09,14,False
2016-09-10,5,False
2016-09-11,3,False
2016-09-12,19,False
2016-09-13,21,False
2016-09-14,18,False
2016-09-15,13,False
2016-09-16,18,False
2016-09-17,4,False
2016-09-18,3,False
2016-09-19,16,False
2016-09-20,12,False
2016-09-21,14,False
2016-09-22,14,False
2016-09-23,15,False
2016-09-24,2,False
2016-09-25,4,False
2016-09-26,14,False
2016-09-27,17,False
2016-09-28,13,False
2016-09-29,16,False
2016-09-30,100,False
2016-10-01,31,False
2016-10-02,9,False
2016-10-03,63,False
2016-10-04,38,False
2016-10-05,28,False
2016-10-06,28,False
2016-10-07,23,False
2016-10-08,7,False
2016-10-09,3,False
2016-10-10,19,False
2016-10-11,23,False
2016-10-12,18,False
2016-10-13,27,False
2016-10-14,26,False
