date,BIIB,isPartial
2014-07-24,37,False
2014-07-25,23,False
2014-07-26,12,False
2014-07-27,0,False
2014-07-28,12,False
2014-07-29,8,False
2014-07-30,8,False
2014-07-31,21,False
2014-08-01,8,False
2014-08-02,7,False
2014-08-03,7,False
2014-08-04,10,False
2014-08-05,14,False
2014-08-06,14,False
2014-08-07,9,False
2014-08-08,15,False
2014-08-09,2,False
2014-08-10,5,False
2014-08-11,14,False
2014-08-12,4,False
2014-08-13,8,False
2014-08-14,12,False
2014-08-15,22,False
2014-08-16,12,False
2014-08-17,10,False
2014-08-18,10,False
2014-08-19,10,False
2014-08-20,12,False
2014-08-21,10,False
2014-08-22,10,False
2014-08-23,5,False
2014-08-24,2,False
2014-08-25,11,False
2014-08-26,14,False
2014-08-27,10,False
2014-08-28,17,False
2014-08-29,6,False
2014-08-30,5,False
2014-08-31,0,False
2014-09-01,2,False
2014-09-02,15,False
2014-09-03,6,False
2014-09-04,10,False
2014-09-05,12,False
2014-09-06,7,False
2014-09-07,5,False
2014-09-08,9,False
2014-09-09,13,False
2014-09-10,17,False
2014-09-11,7,False
2014-09-12,6,False
2014-09-13,9,False
2014-09-14,2,False
2014-09-15,6,False
2014-09-16,13,False
2014-09-17,6,False
2014-09-18,11,False
2014-09-19,12,False
2014-09-20,2,False
2014-09-21,9,False
2014-09-22,6,False
2014-09-23,15,False
2014-09-24,11,False
2014-09-25,13,False
2014-09-26,12,False
2014-09-27,2,False
2014-09-28,7,False
2014-09-29,7,False
2014-09-30,6,False
2014-10-01,17,False
2014-10-02,13,False
2014-10-03,6,False
2014-10-04,7,False
2014-10-05,2,False
2014-10-06,13,False
2014-10-07,11,False
2014-10-08,7,False
2014-10-09,9,False
2014-10-10,12,False
2014-10-11,4,False
2014-10-12,2,False
2014-10-13,7,False
2014-10-14,7,False
2014-10-15,11,False
2014-10-16,4,False
2014-10-17,8,False
2014-10-18,2,False
2014-10-19,0,False
2014-10-20,15,False
2014-10-21,16,False
2014-10-22,31,False
2014-10-23,26,False
2014-10-24,10,False
2014-10-25,7,False
2014-10-26,0,False
2014-10-27,11,False
2014-10-28,15,False
2014-10-29,7,False
2014-10-30,9,False
2014-10-31,14,False
2014-11-01,2,False
2014-11-02,0,False
2014-11-03,6,False
2014-11-04,7,False
2014-11-05,11,False
2014-11-06,4,False
2014-11-07,15,False
2014-11-08,4,False
2014-11-09,8,False
2014-11-10,5,False
2014-11-11,9,False
2014-11-12,11,False
2014-11-13,0,False
2014-11-14,13,False
2014-11-15,4,False
2014-11-16,4,False
2014-11-17,12,False
2014-11-18,12,False
2014-11-19,11,False
2014-11-20,4,False
2014-11-21,10,False
2014-11-22,11,False
2014-11-23,2,False
2014-11-24,12,False
2014-11-25,12,False
2014-11-26,4,False
2014-11-27,13,False
2014-11-28,9,False
2014-11-29,13,False
2014-11-30,0,False
2014-12-01,14,False
2014-12-02,32,False
2014-12-03,30,False
2014-12-04,32,False
2014-12-05,21,False
2014-12-06,2,False
2014-12-07,8,False
2014-12-08,7,False
2014-12-09,14,False
2014-12-10,14,False
2014-12-11,4,False
2014-12-12,19,False
2014-12-13,7,False
2014-12-14,2,False
2014-12-15,7,False
2014-12-16,5,False
2014-12-17,13,False
2014-12-18,19,False
2014-12-19,14,False
2014-12-20,13,False
2014-12-21,4,False
2014-12-22,17,False
2014-12-23,16,False
2014-12-24,9,False
2014-12-25,5,False
2014-12-26,11,False
2014-12-27,4,False
2014-12-28,2,False
2014-12-29,10,False
2014-12-30,14,False
2014-12-31,6,False
2015-01-01,5,False
2015-01-02,8,False
2015-01-03,4,False
2015-01-04,8,False
2015-01-05,4,False
2015-01-06,16,False
2015-01-07,7,False
2015-01-08,23,False
2015-01-09,16,False
2015-01-10,4,False
2015-01-11,2,False
2015-01-12,14,False
2015-01-13,19,False
2015-01-14,5,False
2015-01-15,7,False
2015-01-16,30,False
2015-01-17,0,False
2015-01-18,2,False
2015-01-19,10,False
2015-01-20,20,False
2015-01-21,17,False
2015-01-22,22,False
2015-01-23,14,False
2015-01-24,4,False
2015-01-25,0,False
2015-01-26,25,False
2015-01-27,9,False
2015-01-28,22,False
2015-01-29,21,False
2015-01-30,37,False
2015-01-31,10,False
2015-02-01,4,False
2015-02-02,17,False
2015-02-03,27,False
2015-02-04,18,False
2015-02-05,15,False
2015-02-06,14,False
2015-02-07,6,False
2015-02-08,6,False
2015-02-09,12,False
2015-02-10,15,False
2015-02-11,15,False
2015-02-12,17,False
2015-02-13,9,False
2015-02-14,2,False
2015-02-15,0,False
2015-02-16,7,False
2015-02-17,25,False
2015-02-18,16,False
2015-02-19,12,False
2015-02-20,7,False
2015-02-21,14,False
2015-02-22,2,False
2015-02-23,8,False
2015-02-24,22,False
2015-02-25,8,False
2015-02-26,2,False
2015-02-27,11,False
2015-02-28,6,False
2015-03-01,6,False
2015-03-02,7,False
2015-03-03,17,False
2015-03-04,7,False
2015-03-05,28,False
2015-03-06,25,False
2015-03-07,12,False
2015-03-08,0,False
2015-03-09,19,False
2015-03-10,10,False
2015-03-11,10,False
2015-03-12,9,False
2015-03-13,14,False
2015-03-14,6,False
2015-03-15,2,False
2015-03-16,10,False
2015-03-17,27,False
2015-03-18,27,False
2015-03-19,25,False
2015-03-20,100,False
2015-03-21,22,False
2015-03-22,34,False
2015-03-23,55,False
2015-03-24,29,False
2015-03-25,22,False
2015-03-26,18,False
2015-03-27,23,False
2015-03-28,6,False
2015-03-29,10,False
2015-03-30,19,False
2015-03-31,12,False
2015-04-01,10,False
2015-04-02,15,False
2015-04-03,21,False
2015-04-04,6,False
2015-04-05,6,False
2015-04-06,13,False
2015-04-07,20,False
2015-04-08,26,False
2015-04-09,17,False
2015-04-10,13,False
