date,BIIB,isPartial
2015-04-10,5,False
2015-04-11,8,False
2015-04-12,8,False
2015-04-13,15,False
2015-04-14,12,False
2015-04-15,8,False
2015-04-16,17,False
2015-04-17,7,False
2015-04-18,10,False
2015-04-19,4,False
2015-04-20,12,False
2015-04-21,19,False
2015-04-22,13,False
2015-04-23,22,False
2015-04-24,50,False
2015-04-25,6,False
2015-04-26,14,False
2015-04-27,27,False
2015-04-28,25,False
2015-04-29,12,False
2015-04-30,24,False
2015-05-01,33,False
2015-05-02,4,False
2015-05-03,2,False
2015-05-04,12,False
2015-05-05,22,False
2015-05-06,12,False
2015-05-07,12,False
2015-05-08,27,False
2015-05-09,6,False
2015-05-10,2,False
2015-05-11,17,False
2015-05-12,19,False
2015-05-13,10,False
2015-05-14,5,False
2015-05-15,7,False
2015-05-16,10,False
2015-05-17,6,False
2015-05-18,13,False
2015-05-19,17,False
2015-05-20,13,False
2015-05-21,10,False
2015-05-22,14,False
2015-05-23,4,False
2015-05-24,6,False
2015-05-25,4,False
2015-05-26,13,False
2015-05-27,17,False
2015-05-28,12,False
2015-05-29,23,False
2015-05-30,6,False
2015-05-31,2,False
2015-06-01,12,False
2015-06-02,20,False
2015-06-03,15,False
2015-06-04,4,False
2015-06-05,25,False
2015-06-06,0,False
2015-06-07,2,False
2015-06-08,17,False
2015-06-09,7,False
2015-06-10,20,False
2015-06-11,19,False
2015-06-12,11,False
2015-06-13,4,False
2015-06-14,0,False
2015-06-15,13,False
2015-06-16,13,False
2015-06-17,19,False
2015-06-18,21,False
2015-06-19,20,False
2015-06-20,10,False
2015-06-21,4,False
2015-06-22,20,False
2015-06-23,18,False
2015-06-24,12,False
2015-06-25,10,False
2015-06-26,7,False
2015-06-27,6,False
2015-06-28,10,False
2015-06-29,14,False
2015-06-30,10,False
2015-07-01,9,False
2015-07-02,12,False
2015-07-03,11,False
2015-07-04,6,False
2015-07-05,0,False
2015-07-06,22,False
2015-07-07,10,False
2015-07-08,31,False
2015-07-09,9,False
2015-07-10,36,False
2015-07-11,10,False
2015-07-12,2,False
2015-07-13,24,False
2015-07-14,17,False
2015-07-15,14,False
2015-07-16,18,False
2015-07-17,26,False
2015-07-18,13,False
2015-07-19,7,False
2015-07-20,28,False
2015-07-21,26,False
2015-07-22,57,False
2015-07-23,30,False
2015-07-24,100,False
2015-07-25,43,False
2015-07-26,18,False
2015-07-27,53,False
2015-07-28,43,False
2015-07-29,42,False
2015-07-30,34,False
2015-07-31,38,False
2015-08-01,4,False
2015-08-02,2,False
2015-08-03,22,False
2015-08-04,24,False
2015-08-05,31,False
2015-08-06,43,False
2015-08-07,38,False
2015-08-08,12,False
2015-08-09,8,False
2015-08-10,31,False
2015-08-11,22,False
2015-08-12,15,False
2015-08-13,26,False
2015-08-14,18,False
2015-08-15,6,False
2015-08-16,14,False
2015-08-17,8,False
2015-08-18,28,False
2015-08-19,8,False
2015-08-20,19,False
2015-08-21,34,False
2015-08-22,10,False
2015-08-23,0,False
2015-08-24,31,False
2015-08-25,38,False
2015-08-26,28,False
2015-08-27,25,False
2015-08-28,16,False
2015-08-29,10,False
2015-08-30,6,False
2015-08-31,21,False
2015-09-01,28,False
2015-09-02,30,False
2015-09-03,13,False
2015-09-04,19,False
2015-09-05,10,False
2015-09-06,2,False
2015-09-07,0,False
2015-09-08,22,False
2015-09-09,14,False
2015-09-10,18,False
2015-09-11,15,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,13,False
2015-09-15,13,False
2015-09-16,24,False
2015-09-17,21,False
2015-09-18,5,False
2015-09-19,0,False
2015-09-20,6,False
2015-09-21,19,False
2015-09-22,16,False
2015-09-23,29,False
2015-09-24,10,False
2015-09-25,21,False
2015-09-26,13,False
2015-09-27,11,False
2015-09-28,42,False
2015-09-29,30,False
2015-09-30,14,False
2015-10-01,10,False
2015-10-02,20,False
2015-10-03,6,False
2015-10-04,2,False
2015-10-05,17,False
2015-10-06,9,False
2015-10-07,6,False
2015-10-08,14,False
2015-10-09,36,False
2015-10-10,4,False
2015-10-11,7,False
2015-10-12,25,False
2015-10-13,27,False
2015-10-14,19,False
2015-10-15,11,False
2015-10-16,38,False
2015-10-17,2,False
2015-10-18,13,False
2015-10-19,20,False
2015-10-20,41,False
2015-10-21,78,False
2015-10-22,33,False
2015-10-23,21,False
2015-10-24,6,False
2015-10-25,7,False
2015-10-26,11,False
2015-10-27,18,False
2015-10-28,19,False
2015-10-29,24,False
2015-10-30,25,False
2015-10-31,4,False
2015-11-01,2,False
2015-11-02,27,False
2015-11-03,22,False
2015-11-04,19,False
2015-11-05,9,False
2015-11-06,16,False
