date,BIIB,isPartial
2016-09-11,3,False
2016-09-12,21,False
2016-09-13,22,False
2016-09-14,25,False
2016-09-15,12,False
2016-09-16,19,False
2016-09-17,10,False
2016-09-18,10,False
2016-09-19,26,False
2016-09-20,22,False
2016-09-21,22,False
2016-09-22,18,False
2016-09-23,16,False
2016-09-24,7,False
2016-09-25,0,False
2016-09-26,26,False
2016-09-27,13,False
2016-09-28,18,False
2016-09-29,21,False
2016-09-30,17,False
2016-10-01,17,False
2016-10-02,10,False
2016-10-03,17,False
2016-10-04,16,False
2016-10-05,19,False
2016-10-06,10,False
2016-10-07,17,False
2016-10-08,13,False
2016-10-09,13,False
2016-10-10,13,False
2016-10-11,26,False
2016-10-12,28,False
2016-10-13,16,False
2016-10-14,21,False
2016-10-15,7,False
2016-10-16,8,False
2016-10-17,17,False
2016-10-18,16,False
2016-10-19,32,False
2016-10-20,16,False
2016-10-21,21,False
2016-10-22,3,False
2016-10-23,10,False
2016-10-24,16,False
2016-10-25,24,False
2016-10-26,49,False
2016-10-27,31,False
2016-10-28,27,False
2016-10-29,12,False
2016-10-30,5,False
2016-10-31,18,False
2016-11-01,18,False
2016-11-02,19,False
2016-11-03,19,False
2016-11-04,18,False
2016-11-05,8,False
2016-11-06,5,False
2016-11-07,30,False
2016-11-08,42,False
2016-11-09,67,False
2016-11-10,55,False
2016-11-11,30,False
2016-11-12,7,False
2016-11-13,6,False
2016-11-14,34,False
2016-11-15,24,False
2016-11-16,20,False
2016-11-17,24,False
2016-11-18,23,False
2016-11-19,7,False
2016-11-20,10,False
2016-11-21,24,False
2016-11-22,17,False
2016-11-23,47,False
2016-11-24,10,False
2016-11-25,15,False
2016-11-26,6,False
2016-11-27,8,False
2016-11-28,16,False
2016-11-29,27,False
2016-11-30,17,False
2016-12-01,22,False
2016-12-02,19,False
2016-12-03,11,False
2016-12-04,9,False
2016-12-05,28,False
2016-12-06,12,False
2016-12-07,25,False
2016-12-08,51,False
2016-12-09,100,False
2016-12-10,16,False
2016-12-11,5,False
2016-12-12,31,False
2016-12-13,29,False
2016-12-14,21,False
2016-12-15,23,False
2016-12-16,30,False
2016-12-17,13,False
2016-12-18,11,False
2016-12-19,36,False
2016-12-20,42,False
2016-12-21,19,False
2016-12-22,14,False
2016-12-23,33,False
2016-12-24,25,False
2016-12-25,9,False
2016-12-26,8,False
2016-12-27,55,False
2016-12-28,24,False
2016-12-29,36,False
2016-12-30,16,False
2016-12-31,5,False
2017-01-01,11,False
2017-01-02,9,False
2017-01-03,31,False
2017-01-04,25,False
2017-01-05,31,False
2017-01-06,30,False
2017-01-07,8,False
2017-01-08,3,False
2017-01-09,31,False
2017-01-10,34,False
2017-01-11,31,False
2017-01-12,19,False
2017-01-13,28,False
2017-01-14,9,False
2017-01-15,3,False
2017-01-16,12,False
2017-01-17,33,False
2017-01-18,24,False
2017-01-19,26,False
2017-01-20,19,False
2017-01-21,3,False
2017-01-22,6,False
2017-01-23,21,False
2017-01-24,33,False
2017-01-25,26,False
2017-01-26,47,False
2017-01-27,32,False
2017-01-28,8,False
2017-01-29,3,False
2017-01-30,15,False
2017-01-31,24,False
2017-02-01,19,False
2017-02-02,69,False
2017-02-03,35,False
2017-02-04,17,False
2017-02-05,4,False
2017-02-06,21,False
2017-02-07,24,False
2017-02-08,25,False
2017-02-09,24,False
2017-02-10,17,False
2017-02-11,8,False
2017-02-12,7,False
2017-02-13,22,False
2017-02-14,21,False
2017-02-15,34,False
2017-02-16,23,False
2017-02-17,33,False
2017-02-18,8,False
2017-02-19,9,False
2017-02-20,19,False
2017-02-21,18,False
2017-02-22,20,False
2017-02-23,25,False
2017-02-24,14,False
2017-02-25,9,False
2017-02-26,6,False
