date,BIIB,isPartial
2015-12-26,7,False
2015-12-27,7,False
2015-12-28,11,False
2015-12-29,17,False
2015-12-30,18,False
2015-12-31,14,False
2016-01-01,4,False
2016-01-02,5,False
2016-01-03,0,False
2016-01-04,15,False
2016-01-05,20,False
2016-01-06,16,False
2016-01-07,22,False
2016-01-08,16,False
2016-01-09,8,False
2016-01-10,6,False
2016-01-11,13,False
2016-01-12,17,False
2016-01-13,24,False
2016-01-14,14,False
2016-01-15,19,False
2016-01-16,5,False
2016-01-17,6,False
2016-01-18,8,False
2016-01-19,14,False
2016-01-20,21,False
2016-01-21,27,False
2016-01-22,16,False
2016-01-23,6,False
2016-01-24,3,False
2016-01-25,19,False
2016-01-26,21,False
2016-01-27,43,False
2016-01-28,27,False
2016-01-29,27,False
2016-01-30,14,False
2016-01-31,3,False
2016-02-01,17,False
2016-02-02,11,False
2016-02-03,18,False
2016-02-04,21,False
2016-02-05,19,False
2016-02-06,8,False
2016-02-07,8,False
2016-02-08,19,False
2016-02-09,16,False
2016-02-10,22,False
2016-02-11,18,False
2016-02-12,18,False
2016-02-13,2,False
2016-02-14,3,False
2016-02-15,8,False
2016-02-16,11,False
2016-02-17,17,False
2016-02-18,12,False
2016-02-19,12,False
2016-02-20,5,False
2016-02-21,3,False
2016-02-22,14,False
2016-02-23,12,False
2016-02-24,13,False
2016-02-25,11,False
2016-02-26,23,False
2016-02-27,6,False
2016-02-28,7,False
2016-02-29,8,False
2016-03-01,9,False
2016-03-02,16,False
2016-03-03,24,False
2016-03-04,18,False
2016-03-05,11,False
2016-03-06,9,False
2016-03-07,21,False
2016-03-08,16,False
2016-03-09,9,False
2016-03-10,20,False
2016-03-11,22,False
2016-03-12,7,False
2016-03-13,13,False
2016-03-14,12,False
2016-03-15,17,False
2016-03-16,12,False
2016-03-17,14,False
2016-03-18,18,False
2016-03-19,7,False
2016-03-20,2,False
2016-03-21,22,False
2016-03-22,14,False
2016-03-23,27,False
2016-03-24,20,False
2016-03-25,7,False
2016-03-26,2,False
2016-03-27,2,False
2016-03-28,13,False
2016-03-29,17,False
2016-03-30,17,False
2016-03-31,20,False
2016-04-01,17,False
2016-04-02,6,False
2016-04-03,3,False
2016-04-04,12,False
2016-04-05,16,False
2016-04-06,30,False
2016-04-07,27,False
2016-04-08,11,False
2016-04-09,7,False
2016-04-10,3,False
2016-04-11,17,False
2016-04-12,16,False
2016-04-13,23,False
2016-04-14,18,False
2016-04-15,14,False
2016-04-16,12,False
2016-04-17,7,False
2016-04-18,20,False
2016-04-19,19,False
2016-04-20,15,False
2016-04-21,60,False
2016-04-22,22,False
2016-04-23,7,False
2016-04-24,0,False
2016-04-25,19,False
2016-04-26,19,False
2016-04-27,22,False
2016-04-28,18,False
2016-04-29,16,False
2016-04-30,8,False
2016-05-01,6,False
2016-05-02,16,False
2016-05-03,41,False
2016-05-04,19,False
2016-05-05,25,False
2016-05-06,18,False
2016-05-07,8,False
2016-05-08,4,False
2016-05-09,11,False
2016-05-10,17,False
2016-05-11,16,False
2016-05-12,11,False
2016-05-13,24,False
2016-05-14,2,False
2016-05-15,5,False
2016-05-16,11,False
2016-05-17,11,False
2016-05-18,12,False
2016-05-19,15,False
2016-05-20,10,False
2016-05-21,6,False
2016-05-22,3,False
2016-05-23,14,False
2016-05-24,11,False
2016-05-25,20,False
2016-05-26,19,False
2016-05-27,21,False
2016-05-28,5,False
2016-05-29,7,False
2016-05-30,8,False
2016-05-31,21,False
2016-06-01,18,False
2016-06-02,18,False
2016-06-03,14,False
2016-06-04,8,False
2016-06-05,7,False
2016-06-06,24,False
2016-06-07,66,False
2016-06-08,41,False
2016-06-09,25,False
2016-06-10,22,False
2016-06-11,9,False
2016-06-12,9,False
2016-06-13,19,False
2016-06-14,21,False
2016-06-15,17,False
2016-06-16,22,False
2016-06-17,15,False
2016-06-18,11,False
2016-06-19,5,False
2016-06-20,17,False
2016-06-21,14,False
2016-06-22,20,False
2016-06-23,23,False
2016-06-24,22,False
2016-06-25,4,False
2016-06-26,8,False
2016-06-27,21,False
2016-06-28,22,False
2016-06-29,32,False
2016-06-30,27,False
2016-07-01,27,False
2016-07-02,7,False
2016-07-03,6,False
2016-07-04,3,False
2016-07-05,18,False
2016-07-06,17,False
2016-07-07,17,False
2016-07-08,15,False
2016-07-09,10,False
2016-07-10,6,False
2016-07-11,19,False
2016-07-12,21,False
2016-07-13,12,False
2016-07-14,8,False
2016-07-15,19,False
2016-07-16,7,False
2016-07-17,10,False
2016-07-18,19,False
2016-07-19,19,False
2016-07-20,18,False
2016-07-21,86,False
2016-07-22,45,False
2016-07-23,4,False
2016-07-24,6,False
2016-07-25,23,False
2016-07-26,17,False
2016-07-27,22,False
2016-07-28,16,False
2016-07-29,22,False
2016-07-30,4,False
2016-07-31,7,False
2016-08-01,48,False
2016-08-02,66,False
2016-08-03,100,False
2016-08-04,40,False
2016-08-05,27,False
2016-08-06,10,False
2016-08-07,9,False
2016-08-08,11,False
2016-08-09,25,False
2016-08-10,22,False
2016-08-11,22,False
2016-08-12,24,False
2016-08-13,6,False
2016-08-14,6,False
2016-08-15,20,False
2016-08-16,18,False
2016-08-17,15,False
2016-08-18,17,False
2016-08-19,13,False
2016-08-20,3,False
2016-08-21,9,False
2016-08-22,16,False
2016-08-23,16,False
2016-08-24,20,False
2016-08-25,23,False
2016-08-26,11,False
2016-08-27,5,False
2016-08-28,2,False
2016-08-29,12,False
2016-08-30,17,False
2016-08-31,19,False
2016-09-01,31,False
2016-09-02,35,False
2016-09-03,6,False
2016-09-04,2,False
2016-09-05,4,False
2016-09-06,17,False
2016-09-07,16,False
2016-09-08,26,False
2016-09-09,19,False
2016-09-10,9,False
2016-09-11,5,False
