date,PAYX
2012-10-12,49
2012-10-13,54
2012-10-14,27
2012-10-15,22
2012-10-16,29
2012-10-17,33
2012-10-18,56
2012-10-19,0
2012-10-20,27
2012-10-21,0
2012-10-22,37
2012-10-23,22
2012-10-24,45
2012-10-25,23
2012-10-26,24
2012-10-27,0
2012-10-28,26
2012-10-29,43
2012-10-30,22
2012-10-31,45
2012-11-01,24
2012-11-02,60
2012-11-03,53
2012-11-04,0
2012-11-05,22
2012-11-06,22
2012-11-07,43
2012-11-08,67
2012-11-09,46
2012-11-10,26
2012-11-11,26
2012-11-12,22
2012-11-13,22
2012-11-14,22
2012-11-15,45
2012-11-16,46
2012-11-17,26
2012-11-18,34
2012-11-19,51
2012-11-20,29
2012-11-21,58
2012-11-22,57
2012-11-23,0
2012-11-24,26
2012-11-25,51
2012-11-26,21
2012-11-27,43
2012-11-28,32
2012-11-29,22
2012-11-30,45
2012-12-01,52
2012-12-02,76
2012-12-03,21
2012-12-04,53
2012-12-05,43
2012-12-06,22
2012-12-07,68
2012-12-08,79
2012-12-09,25
2012-12-10,21
2012-12-11,32
2012-12-12,36
2012-12-13,66
2012-12-14,60
2012-12-15,34
2012-12-16,26
2012-12-17,22
2012-12-18,36
2012-12-19,44
2012-12-20,53
2012-12-21,32
2012-12-22,53
2012-12-23,27
2012-12-24,54
2012-12-25,29
2012-12-26,0
2012-12-27,35
2012-12-28,24
2012-12-29,65
2012-12-30,27
2012-12-31,53
2013-01-01,0
2013-01-02,44
2013-01-03,29
2013-01-04,22
2013-01-05,33
2013-01-06,0
2013-01-07,28
2013-01-08,31
2013-01-09,21
2013-01-10,49
2013-01-11,22
2013-01-12,24
2013-01-13,48
2013-01-14,20
2013-01-15,34
2013-01-16,40
2013-01-17,34
2013-01-18,21
2013-01-19,60
2013-01-20,24
2013-01-21,27
2013-01-22,20
2013-01-23,61
2013-01-24,41
2013-01-25,63
2013-01-26,24
2013-01-27,47
2013-01-28,20
2013-01-29,80
2013-01-30,30
2013-01-31,20
2013-02-01,43
2013-02-02,24
2013-02-03,24
2013-02-04,34
2013-02-05,60
2013-02-06,41
2013-02-07,31
2013-02-08,43
2013-02-09,36
2013-02-10,24
2013-02-11,41
2013-02-12,21
2013-02-13,27
2013-02-14,62
2013-02-15,42
2013-02-16,48
2013-02-17,24
2013-02-18,20
2013-02-19,30
2013-02-20,60
2013-02-21,30
2013-02-22,35
2013-02-23,47
2013-02-24,35
2013-02-25,39
2013-02-26,59
2013-02-27,40
2013-02-28,34
2013-03-01,49
2013-03-02,23
2013-03-03,23
2013-03-04,80
2013-03-05,60
2013-03-06,33
2013-03-07,74
2013-03-08,48
2013-03-09,31
2013-03-10,23
2013-03-11,65
2013-03-12,58
2013-03-13,29
2013-03-14,69
2013-03-15,41
2013-03-16,35
2013-03-17,23
2013-03-18,52
2013-03-19,26
2013-03-20,49
2013-03-21,30
2013-03-22,41
2013-03-23,23
2013-03-24,23
2013-03-25,26
2013-03-26,70
2013-03-27,51
2013-03-28,56
2013-03-29,45
2013-03-30,49
2013-03-31,50
2013-04-01,41
2013-04-02,39
2013-04-03,26
2013-04-04,40
2013-04-05,61
2013-04-06,23
2013-04-07,23
2013-04-08,38
2013-04-09,39
2013-04-10,58
2013-04-11,59
2013-04-12,62
2013-04-13,24
2013-04-14,48
2013-04-15,26
2013-04-16,45
2013-04-17,26
2013-04-18,33
2013-04-19,51
2013-04-20,24
2013-04-21,0
2013-04-22,59
2013-04-23,29
2013-04-24,30
2013-04-25,54
2013-04-26,41
2013-04-27,24
2013-04-28,35
2013-04-29,39
2013-04-30,60
2013-05-01,43
2013-05-02,80
2013-05-03,56
2013-05-04,24
2013-05-05,36
2013-05-06,40
2013-05-07,26
2013-05-08,100
2013-05-09,34
2013-05-10,52
2013-05-11,23
2013-05-12,36
2013-05-13,39
2013-05-14,52
2013-05-15,58
2013-05-16,79
2013-05-17,72
2013-05-18,24
2013-05-19,31
2013-05-20,20
2013-05-21,29
2013-05-22,19
2013-05-23,39
2013-05-24,41
2013-05-25,36
2013-05-26,24
2013-05-27,20
2013-05-28,38
2013-05-29,51
2013-05-30,20
2013-05-31,61
2013-06-01,47
2013-06-02,23
2013-06-03,45
2013-06-04,19
2013-06-05,33
2013-06-06,40
2013-06-07,72
2013-06-08,24
2013-06-09,24
2013-06-10,48
2013-06-11,48
2013-06-12,68
2013-06-13,39
2013-06-14,41
2013-06-15,0
2013-06-16,48
2013-06-17,39
2013-06-18,52
2013-06-19,20
2013-06-20,20
2013-06-21,83
2013-06-22,36
2013-06-23,0
2013-06-24,26
2013-06-25,58
2013-06-26,98
2013-06-27,72
2013-06-28,62
2013-06-29,32
