date,ISRG,isPartial
2016-09-11,0,False
2016-09-12,9,False
2016-09-13,26,False
2016-09-14,15,False
2016-09-15,7,False
2016-09-16,18,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,11,False
2016-09-20,11,False
2016-09-21,9,False
2016-09-22,18,False
2016-09-23,18,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,9,False
2016-09-27,9,False
2016-09-28,24,False
2016-09-29,7,False
2016-09-30,32,False
2016-10-01,5,False
2016-10-02,0,False
2016-10-03,6,False
2016-10-04,15,False
2016-10-05,11,False
2016-10-06,11,False
2016-10-07,9,False
2016-10-08,10,False
2016-10-09,10,False
2016-10-10,15,False
2016-10-11,17,False
2016-10-12,13,False
2016-10-13,6,False
2016-10-14,18,False
2016-10-15,5,False
2016-10-16,5,False
2016-10-17,8,False
2016-10-18,68,False
2016-10-19,100,False
2016-10-20,24,False
2016-10-21,20,False
2016-10-22,5,False
2016-10-23,5,False
2016-10-24,21,False
2016-10-25,21,False
2016-10-26,32,False
2016-10-27,22,False
2016-10-28,18,False
2016-10-29,5,False
2016-10-30,0,False
2016-10-31,13,False
2016-11-01,13,False
2016-11-02,9,False
2016-11-03,17,False
2016-11-04,13,False
2016-11-05,10,False
2016-11-06,10,False
2016-11-07,6,False
2016-11-08,12,False
2016-11-09,37,False
2016-11-10,32,False
2016-11-11,18,False
2016-11-12,20,False
2016-11-13,10,False
2016-11-14,17,False
2016-11-15,15,False
2016-11-16,21,False
2016-11-17,13,False
2016-11-18,11,False
2016-11-19,5,False
2016-11-20,5,False
2016-11-21,19,False
2016-11-22,19,False
2016-11-23,19,False
2016-11-24,4,False
2016-11-25,7,False
2016-11-26,9,False
2016-11-27,0,False
2016-11-28,20,False
2016-11-29,4,False
2016-11-30,14,False
2016-12-01,17,False
2016-12-02,11,False
2016-12-03,0,False
2016-12-04,4,False
2016-12-05,11,False
2016-12-06,16,False
2016-12-07,12,False
2016-12-08,17,False
2016-12-09,13,False
2016-12-10,7,False
2016-12-11,5,False
2016-12-12,14,False
2016-12-13,10,False
2016-12-14,18,False
2016-12-15,10,False
2016-12-16,20,False
2016-12-17,5,False
2016-12-18,10,False
2016-12-19,11,False
2016-12-20,11,False
2016-12-21,9,False
2016-12-22,18,False
2016-12-23,18,False
2016-12-24,5,False
2016-12-25,0,False
2016-12-26,7,False
2016-12-27,9,False
2016-12-28,11,False
2016-12-29,4,False
2016-12-30,9,False
2016-12-31,5,False
2017-01-01,0,False
2017-01-02,4,False
2017-01-03,8,False
2017-01-04,10,False
2017-01-05,13,False
2017-01-06,11,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,22,False
2017-01-10,14,False
2017-01-11,26,False
2017-01-12,18,False
2017-01-13,19,False
2017-01-14,9,False
2017-01-15,13,False
2017-01-16,4,False
2017-01-17,14,False
2017-01-18,16,False
2017-01-19,18,False
2017-01-20,14,False
2017-01-21,0,False
2017-01-22,4,False
2017-01-23,12,False
2017-01-24,40,False
2017-01-25,42,False
2017-01-26,24,False
2017-01-27,37,False
2017-01-28,12,False
2017-01-29,0,False
2017-01-30,8,False
2017-01-31,22,False
2017-02-01,25,False
2017-02-02,32,False
2017-02-03,12,False
2017-02-04,9,False
2017-02-05,0,False
2017-02-06,19,False
2017-02-07,4,False
2017-02-08,14,False
2017-02-09,14,False
2017-02-10,10,False
2017-02-11,9,False
2017-02-12,7,False
2017-02-13,13,False
2017-02-14,29,False
2017-02-15,26,False
2017-02-16,22,False
2017-02-17,20,False
2017-02-18,9,False
2017-02-19,9,False
2017-02-20,4,False
2017-02-21,23,False
2017-02-22,19,False
2017-02-23,20,False
2017-02-24,12,False
2017-02-25,4,False
2017-02-26,4,False
2017-02-27,19,False
2017-02-28,13,False
2017-03-01,34,False
2017-03-02,17,False
2017-03-03,20,False
2017-03-04,9,False
2017-03-05,4,False
2017-03-06,15,False
2017-03-07,16,False
2017-03-08,13,False
2017-03-09,10,False
2017-03-10,10,False
2017-03-11,9,False
2017-03-12,0,False
2017-03-13,22,False
2017-03-14,15,False
2017-03-15,29,False
2017-03-16,14,False
2017-03-17,10,False
2017-03-18,7,False
