date,AVGO,isPartial
2015-04-10,9,False
2015-04-11,5,False
2015-04-12,3,False
2015-04-13,6,False
2015-04-14,13,False
2015-04-15,11,False
2015-04-16,11,False
2015-04-17,16,False
2015-04-18,5,False
2015-04-19,5,False
2015-04-20,4,False
2015-04-21,13,False
2015-04-22,13,False
2015-04-23,22,False
2015-04-24,25,False
2015-04-25,8,False
2015-04-26,3,False
2015-04-27,15,False
2015-04-28,10,False
2015-04-29,11,False
2015-04-30,4,False
2015-05-01,12,False
2015-05-02,5,False
2015-05-03,10,False
2015-05-04,2,False
2015-05-05,13,False
2015-05-06,13,False
2015-05-07,4,False
2015-05-08,14,False
2015-05-09,5,False
2015-05-10,0,False
2015-05-11,24,False
2015-05-12,4,False
2015-05-13,9,False
2015-05-14,11,False
2015-05-15,11,False
2015-05-16,5,False
2015-05-17,3,False
2015-05-18,15,False
2015-05-19,11,False
2015-05-20,13,False
2015-05-21,19,False
2015-05-22,7,False
2015-05-23,5,False
2015-05-24,10,False
2015-05-25,7,False
2015-05-26,6,False
2015-05-27,50,False
2015-05-28,100,False
2015-05-29,31,False
2015-05-30,16,False
2015-05-31,5,False
2015-06-01,17,False
2015-06-02,19,False
2015-06-03,21,False
2015-06-04,20,False
2015-06-05,18,False
2015-06-06,13,False
2015-06-07,3,False
2015-06-08,19,False
2015-06-09,17,False
2015-06-10,24,False
2015-06-11,13,False
2015-06-12,16,False
2015-06-13,13,False
2015-06-14,10,False
2015-06-15,15,False
2015-06-16,13,False
2015-06-17,13,False
2015-06-18,20,False
2015-06-19,20,False
2015-06-20,5,False
2015-06-21,0,False
2015-06-22,15,False
2015-06-23,13,False
2015-06-24,24,False
2015-06-25,4,False
2015-06-26,18,False
2015-06-27,0,False
2015-06-28,3,False
2015-06-29,9,False
2015-06-30,20,False
2015-07-01,13,False
2015-07-02,9,False
2015-07-03,7,False
2015-07-04,11,False
2015-07-05,8,False
2015-07-06,9,False
2015-07-07,19,False
2015-07-08,4,False
2015-07-09,17,False
2015-07-10,13,False
2015-07-11,8,False
2015-07-12,3,False
2015-07-13,26,False
2015-07-14,15,False
2015-07-15,4,False
2015-07-16,11,False
2015-07-17,7,False
2015-07-18,11,False
2015-07-19,3,False
2015-07-20,9,False
2015-07-21,17,False
2015-07-22,24,False
2015-07-23,22,False
2015-07-24,11,False
2015-07-25,8,False
2015-07-26,13,False
2015-07-27,13,False
2015-07-28,19,False
2015-07-29,15,False
2015-07-30,22,False
2015-07-31,5,False
2015-08-01,13,False
2015-08-02,8,False
2015-08-03,15,False
2015-08-04,13,False
2015-08-05,11,False
2015-08-06,4,False
2015-08-07,11,False
2015-08-08,0,False
2015-08-09,10,False
2015-08-10,9,False
2015-08-11,11,False
2015-08-12,6,False
2015-08-13,15,False
2015-08-14,9,False
2015-08-15,13,False
2015-08-16,3,False
2015-08-17,11,False
2015-08-18,6,False
2015-08-19,8,False
2015-08-20,9,False
2015-08-21,17,False
2015-08-22,3,False
2015-08-23,5,False
2015-08-24,25,False
2015-08-25,17,False
2015-08-26,23,False
2015-08-27,23,False
2015-08-28,24,False
2015-08-29,0,False
2015-08-30,12,False
2015-08-31,10,False
2015-09-01,16,False
2015-09-02,12,False
2015-09-03,8,False
2015-09-04,7,False
2015-09-05,0,False
2015-09-06,2,False
2015-09-07,7,False
2015-09-08,10,False
2015-09-09,6,False
2015-09-10,10,False
2015-09-11,24,False
2015-09-12,7,False
2015-09-13,2,False
2015-09-14,14,False
2015-09-15,10,False
2015-09-16,16,False
2015-09-17,6,False
2015-09-18,6,False
2015-09-19,5,False
2015-09-20,5,False
2015-09-21,18,False
2015-09-22,16,False
2015-09-23,6,False
2015-09-24,8,False
2015-09-25,15,False
2015-09-26,5,False
2015-09-27,2,False
2015-09-28,20,False
2015-09-29,10,False
2015-09-30,10,False
2015-10-01,16,False
2015-10-02,6,False
2015-10-03,2,False
2015-10-04,7,False
2015-10-05,14,False
2015-10-06,26,False
2015-10-07,14,False
2015-10-08,14,False
2015-10-09,8,False
2015-10-10,2,False
2015-10-11,2,False
2015-10-12,6,False
2015-10-13,12,False
2015-10-14,10,False
2015-10-15,8,False
2015-10-16,10,False
2015-10-17,2,False
2015-10-18,5,False
2015-10-19,14,False
2015-10-20,8,False
2015-10-21,6,False
2015-10-22,8,False
2015-10-23,17,False
2015-10-24,7,False
2015-10-25,7,False
2015-10-26,6,False
2015-10-27,18,False
2015-10-28,24,False
2015-10-29,22,False
2015-10-30,21,False
2015-10-31,0,False
2015-11-01,9,False
2015-11-02,10,False
2015-11-03,8,False
2015-11-04,12,False
2015-11-05,12,False
2015-11-06,14,False
2015-11-07,5,False
2015-11-08,11,False
2015-11-09,14,False
2015-11-10,14,False
2015-11-11,16,False
2015-11-12,6,False
2015-11-13,15,False
2015-11-14,2,False
2015-11-15,9,False
2015-11-16,6,False
2015-11-17,10,False
2015-11-18,12,False
2015-11-19,16,False
2015-11-20,12,False
2015-11-21,9,False
