date,AVGO,isPartial
2016-09-11,11,False
2016-09-12,24,False
2016-09-13,14,False
2016-09-14,12,False
2016-09-15,19,False
2016-09-16,20,False
2016-09-17,5,False
2016-09-18,11,False
2016-09-19,18,False
2016-09-20,21,False
2016-09-21,7,False
2016-09-22,26,False
2016-09-23,35,False
2016-09-24,3,False
2016-09-25,11,False
2016-09-26,23,False
2016-09-27,12,False
2016-09-28,12,False
2016-09-29,12,False
2016-09-30,24,False
2016-10-01,8,False
2016-10-02,8,False
2016-10-03,14,False
2016-10-04,23,False
2016-10-05,25,False
2016-10-06,21,False
2016-10-07,10,False
2016-10-08,8,False
2016-10-09,5,False
2016-10-10,26,False
2016-10-11,12,False
2016-10-12,14,False
2016-10-13,16,False
2016-10-14,7,False
2016-10-15,3,False
2016-10-16,13,False
2016-10-17,7,False
2016-10-18,14,False
2016-10-19,18,False
2016-10-20,14,False
2016-10-21,14,False
2016-10-22,14,False
2016-10-23,5,False
2016-10-24,23,False
2016-10-25,23,False
2016-10-26,5,False
2016-10-27,7,False
2016-10-28,22,False
2016-10-29,8,False
2016-10-30,5,False
2016-10-31,21,False
2016-11-01,26,False
2016-11-02,25,False
2016-11-03,25,False
2016-11-04,19,False
2016-11-05,8,False
2016-11-06,0,False
2016-11-07,18,False
2016-11-08,27,False
2016-11-09,27,False
2016-11-10,19,False
2016-11-11,21,False
2016-11-12,5,False
2016-11-13,5,False
2016-11-14,16,False
2016-11-15,16,False
2016-11-16,21,False
2016-11-17,23,False
2016-11-18,12,False
2016-11-19,10,False
2016-11-20,5,False
2016-11-21,13,False
2016-11-22,16,False
2016-11-23,18,False
2016-11-24,9,False
2016-11-25,19,False
2016-11-26,10,False
2016-11-27,10,False
2016-11-28,19,False
2016-11-29,17,False
2016-11-30,20,False
2016-12-01,34,False
2016-12-02,30,False
2016-12-03,18,False
2016-12-04,7,False
2016-12-05,20,False
2016-12-06,11,False
2016-12-07,17,False
2016-12-08,72,False
2016-12-09,58,False
2016-12-10,13,False
2016-12-11,12,False
2016-12-12,17,False
2016-12-13,26,False
2016-12-14,26,False
2016-12-15,34,False
2016-12-16,12,False
2016-12-17,5,False
2016-12-18,5,False
2016-12-19,22,False
2016-12-20,21,False
2016-12-21,26,False
2016-12-22,10,False
2016-12-23,15,False
2016-12-24,0,False
2016-12-25,9,False
2016-12-26,12,False
2016-12-27,9,False
2016-12-28,16,False
2016-12-29,14,False
2016-12-30,15,False
2016-12-31,16,False
