date,VIAB
2014-12-01,20
2014-12-02,52
2014-12-03,21
2014-12-04,21
2014-12-05,44
2014-12-06,25
2014-12-07,49
2014-12-08,43
2014-12-09,41
2014-12-10,31
2014-12-11,32
2014-12-12,55
2014-12-13,25
2014-12-14,25
2014-12-15,21
2014-12-16,21
2014-12-17,22
2014-12-18,66
2014-12-19,34
2014-12-20,26
2014-12-21,26
2014-12-22,34
2014-12-23,23
2014-12-24,52
2014-12-25,0
2014-12-26,38
2014-12-27,51
2014-12-28,50
2014-12-29,34
2014-12-30,23
2014-12-31,38
2015-01-01,27
2015-01-02,35
2015-01-03,0
2015-01-04,0
2015-01-05,21
2015-01-06,21
2015-01-07,40
2015-01-08,31
2015-01-09,42
2015-01-10,24
2015-01-11,23
2015-01-12,41
2015-01-13,46
2015-01-14,27
2015-01-15,27
2015-01-16,73
2015-01-17,35
2015-01-18,31
2015-01-19,40
2015-01-20,40
2015-01-21,69
2015-01-22,34
2015-01-23,21
2015-01-24,47
2015-01-25,93
2015-01-26,72
2015-01-27,39
2015-01-28,26
2015-01-29,40
2015-01-30,41
2015-01-31,46
2015-02-01,23
2015-02-02,30
2015-02-03,29
2015-02-04,20
2015-02-05,30
2015-02-06,42
2015-02-07,23
2015-02-08,38
2015-02-09,20
2015-02-10,39
2015-02-11,59
2015-02-12,53
2015-02-13,42
2015-02-14,36
2015-02-15,96
2015-02-16,51
2015-02-17,41
2015-02-18,40
2015-02-19,27
2015-02-20,31
2015-02-21,35
2015-02-22,23
2015-02-23,19
2015-02-24,33
2015-02-25,20
2015-02-26,30
2015-02-27,34
2015-02-28,23
2015-03-01,22
2015-03-02,39
2015-03-03,29
2015-03-04,46
2015-03-05,40
2015-03-06,21
2015-03-07,23
2015-03-08,23
2015-03-09,39
2015-03-10,20
2015-03-11,33
2015-03-12,20
2015-03-13,41
2015-03-14,46
2015-03-15,45
2015-03-16,49
2015-03-17,26
2015-03-18,39
2015-03-19,20
2015-03-20,62
2015-03-21,35
2015-03-22,22
2015-03-23,39
2015-03-24,39
2015-03-25,29
2015-03-26,0
2015-03-27,31
2015-03-28,37
2015-03-29,32
2015-03-30,49
2015-03-31,39
2015-04-01,0
2015-04-02,62
2015-04-03,37
2015-04-04,0
2015-04-05,24
2015-04-06,31
2015-04-07,59
2015-04-08,69
2015-04-09,40
2015-04-10,62
2015-04-11,24
2015-04-12,24
2015-04-13,20
2015-04-14,33
2015-04-15,33
2015-04-16,20
2015-04-17,62
2015-04-18,23
2015-04-19,0
2015-04-20,39
2015-04-21,50
2015-04-22,19
2015-04-23,20
2015-04-24,41
2015-04-25,23
2015-04-26,23
2015-04-27,58
2015-04-28,32
2015-04-29,59
2015-04-30,41
2015-05-01,22
2015-05-02,47
2015-05-03,0
2015-05-04,50
2015-05-05,52
2015-05-06,39
2015-05-07,40
2015-05-08,48
2015-05-09,24
2015-05-10,31
2015-05-11,29
2015-05-12,45
2015-05-13,39
2015-05-14,34
2015-05-15,31
2015-05-16,23
2015-05-17,46
2015-05-18,32
2015-05-19,39
2015-05-20,58
2015-05-21,30
2015-05-22,42
2015-05-23,47
2015-05-24,0
2015-05-25,20
2015-05-26,38
2015-05-27,38
2015-05-28,39
2015-05-29,41
2015-05-30,23
2015-05-31,23
2015-06-01,68
2015-06-02,19
2015-06-03,20
2015-06-04,30
2015-06-05,31
2015-06-06,0
2015-06-07,70
2015-06-08,48
2015-06-09,19
2015-06-10,20
2015-06-11,26
2015-06-12,31
2015-06-13,47
2015-06-14,0
2015-06-15,38
2015-06-16,39
2015-06-17,20
2015-06-18,27
2015-06-19,21
2015-06-20,0
2015-06-21,0
2015-06-22,20
2015-06-23,29
2015-06-24,20
2015-06-25,30
2015-06-26,41
2015-06-27,24
2015-06-28,23
2015-06-29,26
2015-06-30,29
2015-07-01,20
2015-07-02,20
2015-07-03,28
2015-07-04,24
2015-07-05,24
2015-07-06,20
2015-07-07,45
2015-07-08,0
2015-07-09,40
2015-07-10,41
2015-07-11,24
2015-07-12,31
2015-07-13,26
2015-07-14,30
2015-07-15,26
2015-07-16,61
2015-07-17,32
2015-07-18,50
2015-07-19,25
2015-07-20,31
2015-07-21,20
2015-07-22,50
2015-07-23,20
2015-07-24,21
2015-07-25,24
2015-07-26,0
2015-07-27,58
2015-07-28,0
2015-07-29,19
2015-07-30,20
2015-07-31,0
2015-08-01,23
2015-08-02,0
2015-08-03,69
2015-08-04,33
2015-08-05,66
2015-08-06,100
2015-08-07,62
2015-08-08,24
2015-08-09,47
2015-08-10,68
2015-08-11,26
2015-08-12,40
2015-08-13,40
2015-08-14,34
2015-08-15,47
2015-08-16,46
2015-08-17,59
2015-08-18,29
