date,TMUS
2016-05-04,15
2016-05-05,21
2016-05-06,13
2016-05-07,13
2016-05-08,7
2016-05-09,16
2016-05-10,12
2016-05-11,11
2016-05-12,8
2016-05-13,16
2016-05-14,11
2016-05-15,7
2016-05-16,10
2016-05-17,23
2016-05-18,13
2016-05-19,13
2016-05-20,13
2016-05-21,8
2016-05-22,7
2016-05-23,11
2016-05-24,16
2016-05-25,23
2016-05-26,29
2016-05-27,12
2016-05-28,10
2016-05-29,8
2016-05-30,5
2016-05-31,14
2016-06-01,14
2016-06-02,16
2016-06-03,19
2016-06-04,7
2016-06-05,7
2016-06-06,75
2016-06-07,62
2016-06-08,65
2016-06-09,34
2016-06-10,24
2016-06-11,9
2016-06-12,8
2016-06-13,14
2016-06-14,34
2016-06-15,52
2016-06-16,19
2016-06-17,29
2016-06-18,10
2016-06-19,9
2016-06-20,21
2016-06-21,26
2016-06-22,29
2016-06-23,18
2016-06-24,43
2016-06-25,11
2016-06-26,8
2016-06-27,28
2016-06-28,21
2016-06-29,19
2016-06-30,18
2016-07-01,10
2016-07-02,9
2016-07-03,8
2016-07-04,9
2016-07-05,15
2016-07-06,11
2016-07-07,13
2016-07-08,17
2016-07-09,11
2016-07-10,7
2016-07-11,22
2016-07-12,22
2016-07-13,20
2016-07-14,14
2016-07-15,20
2016-07-16,16
2016-07-17,10
2016-07-18,16
2016-07-19,15
2016-07-20,13
2016-07-21,25
2016-07-22,23
2016-07-23,7
2016-07-24,14
2016-07-25,20
2016-07-26,27
2016-07-27,56
2016-07-28,24
2016-07-29,26
2016-07-30,15
2016-07-31,14
2016-08-01,24
2016-08-02,11
2016-08-03,21
2016-08-04,20
2016-08-05,21
2016-08-06,7
2016-08-07,9
2016-08-08,20
2016-08-09,22
2016-08-10,24
2016-08-11,21
2016-08-12,26
2016-08-13,14
2016-08-14,6
2016-08-15,16
2016-08-16,25
2016-08-17,21
2016-08-18,41
2016-08-19,30
2016-08-20,15
2016-08-21,9
2016-08-22,15
2016-08-23,19
2016-08-24,22
2016-08-25,12
2016-08-26,18
2016-08-27,10
2016-08-28,6
2016-08-29,20
2016-08-30,21
2016-08-31,14
2016-09-01,13
2016-09-02,13
2016-09-03,11
2016-09-04,15
2016-09-05,6
2016-09-06,15
2016-09-07,15
2016-09-08,22
2016-09-09,17
2016-09-10,11
2016-09-11,6
2016-09-12,17
2016-09-13,25
2016-09-14,13
2016-09-15,23
2016-09-16,17
2016-09-17,5
2016-09-18,8
2016-09-19,18
2016-09-20,14
2016-09-21,15
2016-09-22,23
2016-09-23,23
2016-09-24,10
2016-09-25,11
2016-09-26,17
2016-09-27,16
2016-09-28,18
2016-09-29,15
2016-09-30,15
2016-10-01,8
2016-10-02,8
2016-10-03,12
2016-10-04,18
2016-10-05,14
2016-10-06,12
2016-10-07,23
2016-10-08,6
2016-10-09,5
2016-10-10,11
2016-10-11,18
2016-10-12,16
2016-10-13,14
2016-10-14,18
2016-10-15,8
2016-10-16,6
2016-10-17,16
2016-10-18,16
2016-10-19,23
2016-10-20,17
2016-10-21,19
2016-10-22,10
2016-10-23,7
2016-10-24,100
2016-10-25,63
2016-10-26,31
2016-10-27,27
2016-10-28,28
2016-10-29,7
2016-10-30,8
2016-10-31,8
2016-11-01,22
2016-11-02,14
2016-11-03,16
2016-11-04,26
2016-11-05,5
2016-11-06,9
2016-11-07,20
2016-11-08,22
2016-11-09,63
2016-11-10,34
2016-11-11,20
2016-11-12,9
2016-11-13,12
2016-11-14,22
2016-11-15,57
2016-11-16,61
2016-11-17,50
2016-11-18,29
2016-11-19,22
2016-11-20,8
2016-11-21,32
2016-11-22,27
2016-11-23,19
2016-11-24,8
2016-11-25,11
2016-11-26,9
2016-11-27,9
2016-11-28,16
2016-11-29,26
2016-11-30,29
2016-12-01,18
2016-12-02,14
2016-12-03,15
2016-12-04,3
2016-12-05,20
2016-12-06,39
2016-12-07,45
2016-12-08,39
2016-12-09,32
2016-12-10,10
2016-12-11,11
2016-12-12,21
2016-12-13,25
2016-12-14,24
2016-12-15,23
2016-12-16,15
2016-12-17,10
2016-12-18,8
2016-12-19,15
2016-12-20,20
2016-12-21,24
2016-12-22,17
2016-12-23,17
2016-12-24,7
2016-12-25,5
2016-12-26,6
2016-12-27,20
2016-12-28,20
2016-12-29,21
2016-12-30,19
2016-12-31,14
2017-01-01,4
2017-01-02,6
2017-01-03,17
2017-01-04,14
2017-01-05,43
2017-01-06,34
2017-01-07,16
2017-01-08,7
2017-01-09,14
2017-01-10,24
2017-01-11,24
2017-01-12,22
2017-01-13,16
2017-01-14,7
2017-01-15,9
2017-01-16,10
2017-01-17,17
2017-01-18,22
2017-01-19,34
