date,TMUS
2014-07-24,17
2014-07-25,15
2014-07-26,10
2014-07-27,7
2014-07-28,16
2014-07-29,21
2014-07-30,25
2014-07-31,80
2014-08-01,41
2014-08-02,17
2014-08-03,17
2014-08-04,27
2014-08-05,48
2014-08-06,100
2014-08-07,58
2014-08-08,36
2014-08-09,9
2014-08-10,19
2014-08-11,28
2014-08-12,16
2014-08-13,21
2014-08-14,25
2014-08-15,18
2014-08-16,5
2014-08-17,5
2014-08-18,17
2014-08-19,29
2014-08-20,20
2014-08-21,34
2014-08-22,17
2014-08-23,6
2014-08-24,5
2014-08-25,24
2014-08-26,9
2014-08-27,18
2014-08-28,30
2014-08-29,25
2014-08-30,8
2014-08-31,4
2014-09-01,13
2014-09-02,21
2014-09-03,28
2014-09-04,18
2014-09-05,22
2014-09-06,15
2014-09-07,22
2014-09-08,11
2014-09-09,23
2014-09-10,30
2014-09-11,47
2014-09-12,24
2014-09-13,15
2014-09-14,7
2014-09-15,23
2014-09-16,15
2014-09-17,20
2014-09-18,12
2014-09-19,8
2014-09-20,10
2014-09-21,4
2014-09-22,23
2014-09-23,21
2014-09-24,19
2014-09-25,17
2014-09-26,13
2014-09-27,9
2014-09-28,4
2014-09-29,16
2014-09-30,16
2014-10-01,15
2014-10-02,18
2014-10-03,21
2014-10-04,9
2014-10-05,4
2014-10-06,17
2014-10-07,7
2014-10-08,23
2014-10-09,21
2014-10-10,20
2014-10-11,7
2014-10-12,6
2014-10-13,24
2014-10-14,27
2014-10-15,31
2014-10-16,29
2014-10-17,15
2014-10-18,7
2014-10-19,6
2014-10-20,18
2014-10-21,21
2014-10-22,25
2014-10-23,22
2014-10-24,23
2014-10-25,6
2014-10-26,10
2014-10-27,38
2014-10-28,67
2014-10-29,26
2014-10-30,17
2014-10-31,20
2014-11-01,9
2014-11-02,8
2014-11-03,15
2014-11-04,18
2014-11-05,12
2014-11-06,15
2014-11-07,12
2014-11-08,6
2014-11-09,4
2014-11-10,14
2014-11-11,11
2014-11-12,17
2014-11-13,9
2014-11-14,13
2014-11-15,14
2014-11-16,4
2014-11-17,13
2014-11-18,28
2014-11-19,18
2014-11-20,14
2014-11-21,20
2014-11-22,4
2014-11-23,12
2014-11-24,10
2014-11-25,17
2014-11-26,15
2014-11-27,6
2014-11-28,20
2014-11-29,6
2014-11-30,4
2014-12-01,17
2014-12-02,14
2014-12-03,13
2014-12-04,13
2014-12-05,13
2014-12-06,8
2014-12-07,7
2014-12-08,11
2014-12-09,22
2014-12-10,30
2014-12-11,22
2014-12-12,23
2014-12-13,14
2014-12-14,5
2014-12-15,16
2014-12-16,26
2014-12-17,23
2014-12-18,18
2014-12-19,15
2014-12-20,9
2014-12-21,10
2014-12-22,17
2014-12-23,19
2014-12-24,17
2014-12-25,8
2014-12-26,17
2014-12-27,11
2014-12-28,8
2014-12-29,15
2014-12-30,13
2014-12-31,10
2015-01-01,12
2015-01-02,13
2015-01-03,12
2015-01-04,11
2015-01-05,9
2015-01-06,16
2015-01-07,16
2015-01-08,19
2015-01-09,14
2015-01-10,12
2015-01-11,12
2015-01-12,10
2015-01-13,16
2015-01-14,16
2015-01-15,15
2015-01-16,8
2015-01-17,5
2015-01-18,16
2015-01-19,13
2015-01-20,17
2015-01-21,13
2015-01-22,30
2015-01-23,28
2015-01-24,8
2015-01-25,8
2015-01-26,17
2015-01-27,8
2015-01-28,23
2015-01-29,16
2015-01-30,24
2015-01-31,12
2015-02-01,5
2015-02-02,11
2015-02-03,15
2015-02-04,21
2015-02-05,18
2015-02-06,15
2015-02-07,12
2015-02-08,6
2015-02-09,19
2015-02-10,14
2015-02-11,10
2015-02-12,17
2015-02-13,14
2015-02-14,7
2015-02-15,8
2015-02-16,8
2015-02-17,18
2015-02-18,22
2015-02-19,75
2015-02-20,42
2015-02-21,12
2015-02-22,9
2015-02-23,25
2015-02-24,25
2015-02-25,18
2015-02-26,23
2015-02-27,21
2015-02-28,17
2015-03-01,10
2015-03-02,19
2015-03-03,20
2015-03-04,13
2015-03-05,10
2015-03-06,12
2015-03-07,8
2015-03-08,6
2015-03-09,15
2015-03-10,17
2015-03-11,10
2015-03-12,14
2015-03-13,13
2015-03-14,6
2015-03-15,10
2015-03-16,12
2015-03-17,17
2015-03-18,21
2015-03-19,18
2015-03-20,20
2015-03-21,14
2015-03-22,9
2015-03-23,13
2015-03-24,14
2015-03-25,19
2015-03-26,17
2015-03-27,14
2015-03-28,4
2015-03-29,4
2015-03-30,12
2015-03-31,9
2015-04-01,13
2015-04-02,20
2015-04-03,11
2015-04-04,9
2015-04-05,6
2015-04-06,22
2015-04-07,25
2015-04-08,18
2015-04-09,13
2015-04-10,16
