date,TMUS
2013-06-29,21
2013-06-30,12
2013-07-01,29
2013-07-02,34
2013-07-03,17
2013-07-04,16
2013-07-05,13
2013-07-06,22
2013-07-07,19
2013-07-08,22
2013-07-09,22
2013-07-10,47
2013-07-11,27
2013-07-12,26
2013-07-13,12
2013-07-14,15
2013-07-15,32
2013-07-16,30
2013-07-17,48
2013-07-18,33
2013-07-19,21
2013-07-20,6
2013-07-21,0
2013-07-22,10
2013-07-23,12
2013-07-24,22
2013-07-25,23
2013-07-26,26
2013-07-27,25
2013-07-28,15
2013-07-29,17
2013-07-30,30
2013-07-31,25
2013-08-01,18
2013-08-02,16
2013-08-03,12
2013-08-04,6
2013-08-05,15
2013-08-06,22
2013-08-07,15
2013-08-08,87
2013-08-09,48
2013-08-10,18
2013-08-11,21
2013-08-12,10
2013-08-13,15
2013-08-14,15
2013-08-15,39
2013-08-16,19
2013-08-17,12
2013-08-18,6
2013-08-19,12
2013-08-20,27
2013-08-21,17
2013-08-22,15
2013-08-23,23
2013-08-24,6
2013-08-25,0
2013-08-26,10
2013-08-27,10
2013-08-28,22
2013-08-29,10
2013-08-30,15
2013-08-31,12
2013-09-01,6
2013-09-02,5
2013-09-03,19
2013-09-04,14
2013-09-05,14
2013-09-06,7
2013-09-07,6
2013-09-08,8
2013-09-09,21
2013-09-10,16
2013-09-11,19
2013-09-12,14
2013-09-13,5
2013-09-14,8
2013-09-15,8
2013-09-16,23
2013-09-17,14
2013-09-18,12
2013-09-19,9
2013-09-20,10
2013-09-21,8
2013-09-22,5
2013-09-23,18
2013-09-24,19
2013-09-25,19
2013-09-26,21
2013-09-27,17
2013-09-28,6
2013-09-29,11
2013-09-30,9
2013-10-01,25
2013-10-02,21
2013-10-03,33
2013-10-04,29
2013-10-05,11
2013-10-06,11
2013-10-07,16
2013-10-08,23
2013-10-09,16
2013-10-10,47
2013-10-11,34
2013-10-12,8
2013-10-13,14
2013-10-14,12
2013-10-15,16
2013-10-16,30
2013-10-17,26
2013-10-18,27
2013-10-19,11
2013-10-20,24
2013-10-21,25
2013-10-22,23
2013-10-23,11
2013-10-24,37
2013-10-25,22
2013-10-26,16
2013-10-27,8
2013-10-28,18
2013-10-29,18
2013-10-30,18
2013-10-31,19
2013-11-01,30
2013-11-02,5
2013-11-03,5
2013-11-04,43
2013-11-05,95
2013-11-06,48
2013-11-07,36
2013-11-08,38
2013-11-09,22
2013-11-10,13
2013-11-11,18
2013-11-12,43
2013-11-13,34
2013-11-14,39
2013-11-15,64
2013-11-16,22
2013-11-17,11
2013-11-18,42
2013-11-19,29
2013-11-20,36
2013-11-21,29
2013-11-22,16
2013-11-23,8
2013-11-24,10
2013-11-25,27
2013-11-26,20
2013-11-27,14
2013-11-28,5
2013-11-29,7
2013-11-30,5
2013-12-01,0
2013-12-02,20
2013-12-03,13
2013-12-04,11
2013-12-05,9
2013-12-06,31
2013-12-07,11
2013-12-08,16
2013-12-09,16
2013-12-10,13
2013-12-11,14
2013-12-12,30
2013-12-13,34
2013-12-14,30
2013-12-15,11
2013-12-16,43
2013-12-17,39
2013-12-18,26
2013-12-19,40
2013-12-20,85
2013-12-21,34
2013-12-22,8
2013-12-23,55
2013-12-24,67
2013-12-25,40
2013-12-26,49
2013-12-27,53
2013-12-28,33
2013-12-29,14
2013-12-30,42
2013-12-31,74
2014-01-01,29
2014-01-02,35
2014-01-03,40
2014-01-04,28
2014-01-05,28
2014-01-06,45
2014-01-07,61
2014-01-08,100
2014-01-09,84
2014-01-10,59
2014-01-11,36
2014-01-12,13
2014-01-13,43
2014-01-14,39
2014-01-15,56
2014-01-16,33
2014-01-17,48
2014-01-18,26
2014-01-19,20
2014-01-20,37
2014-01-21,28
2014-01-22,62
2014-01-23,37
2014-01-24,38
2014-01-25,30
2014-01-26,12
2014-01-27,30
2014-01-28,32
2014-01-29,32
2014-01-30,24
2014-01-31,30
2014-02-01,33
2014-02-02,7
2014-02-03,32
2014-02-04,38
2014-02-05,37
2014-02-06,64
2014-02-07,32
2014-02-08,25
2014-02-09,12
2014-02-10,46
2014-02-11,23
2014-02-12,38
2014-02-13,39
2014-02-14,25
2014-02-15,10
2014-02-16,13
2014-02-17,13
2014-02-18,19
2014-02-19,22
2014-02-20,30
2014-02-21,33
2014-02-22,20
2014-02-23,13
2014-02-24,25
2014-02-25,65
2014-02-26,36
2014-02-27,28
2014-02-28,20
2014-03-01,10
2014-03-02,12
2014-03-03,19
2014-03-04,37
2014-03-05,43
2014-03-06,32
2014-03-07,34
2014-03-08,13
2014-03-09,25
2014-03-10,32
2014-03-11,52
2014-03-12,32
2014-03-13,32
2014-03-14,25
2014-03-15,10
2014-03-16,7
