date,TMUS
2016-09-11,9
2016-09-12,19
2016-09-13,29
2016-09-14,24
2016-09-15,16
2016-09-16,22
2016-09-17,8
2016-09-18,6
2016-09-19,16
2016-09-20,25
2016-09-21,16
2016-09-22,16
2016-09-23,30
2016-09-24,9
2016-09-25,15
2016-09-26,16
2016-09-27,14
2016-09-28,17
2016-09-29,12
2016-09-30,11
2016-10-01,3
2016-10-02,6
2016-10-03,12
2016-10-04,18
2016-10-05,18
2016-10-06,19
2016-10-07,19
2016-10-08,11
2016-10-09,7
2016-10-10,17
2016-10-11,21
2016-10-12,12
2016-10-13,14
2016-10-14,11
2016-10-15,9
2016-10-16,9
2016-10-17,11
2016-10-18,14
2016-10-19,18
2016-10-20,19
2016-10-21,17
2016-10-22,6
2016-10-23,4
2016-10-24,100
2016-10-25,74
2016-10-26,38
2016-10-27,24
2016-10-28,26
2016-10-29,11
2016-10-30,15
2016-10-31,12
2016-11-01,30
2016-11-02,18
2016-11-03,27
2016-11-04,27
2016-11-05,13
2016-11-06,14
2016-11-07,26
2016-11-08,25
2016-11-09,53
2016-11-10,45
2016-11-11,20
2016-11-12,9
2016-11-13,16
2016-11-14,26
2016-11-15,42
2016-11-16,46
2016-11-17,45
2016-11-18,14
2016-11-19,19
2016-11-20,7
2016-11-21,31
2016-11-22,32
2016-11-23,17
2016-11-24,5
2016-11-25,22
2016-11-26,20
2016-11-27,23
2016-11-28,19
2016-11-29,33
2016-11-30,33
2016-12-01,9
2016-12-02,25
2016-12-03,16
2016-12-04,3
2016-12-05,26
2016-12-06,34
2016-12-07,48
2016-12-08,48
2016-12-09,37
2016-12-10,17
2016-12-11,13
2016-12-12,17
2016-12-13,25
2016-12-14,30
2016-12-15,22
2016-12-16,17
2016-12-17,15
2016-12-18,7
2016-12-19,14
2016-12-20,20
2016-12-21,23
2016-12-22,18
2016-12-23,26
2016-12-24,5
2016-12-25,5
2016-12-26,11
2016-12-27,19
2016-12-28,19
2016-12-29,24
2016-12-30,17
2016-12-31,6
2017-01-01,6
2017-01-02,9
2017-01-03,25
2017-01-04,19
2017-01-05,64
2017-01-06,25
2017-01-07,20
2017-01-08,7
2017-01-09,20
2017-01-10,24
2017-01-11,26
2017-01-12,22
2017-01-13,24
2017-01-14,4
2017-01-15,10
2017-01-16,12
2017-01-17,22
2017-01-18,21
2017-01-19,33
2017-01-20,23
2017-01-21,11
2017-01-22,18
2017-01-23,27
2017-01-24,26
2017-01-25,24
2017-01-26,51
2017-01-27,32
2017-01-28,13
2017-01-29,10
2017-01-30,29
2017-01-31,28
2017-02-01,20
2017-02-02,29
2017-02-03,21
2017-02-04,25
2017-02-05,14
2017-02-06,34
2017-02-07,16
2017-02-08,30
2017-02-09,27
2017-02-10,24
2017-02-11,18
2017-02-12,15
2017-02-13,30
2017-02-14,89
2017-02-15,59
2017-02-16,33
2017-02-17,54
2017-02-18,35
2017-02-19,17
2017-02-20,27
2017-02-21,34
2017-02-22,37
2017-02-23,22
2017-02-24,22
2017-02-25,17
2017-02-26,7
2017-02-27,21
2017-02-28,31
2017-03-01,26
2017-03-02,34
2017-03-03,22
2017-03-04,12
2017-03-05,20
2017-03-06,20
2017-03-07,15
2017-03-08,30
2017-03-09,37
2017-03-10,14
2017-03-11,6
2017-03-12,5
2017-03-13,21
2017-03-14,24
2017-03-15,18
2017-03-16,19
2017-03-17,19
2017-03-18,7
2017-03-19,3
2017-03-20,25
2017-03-21,19
2017-03-22,19
2017-03-23,12
2017-03-24,24
2017-03-25,7
2017-03-26,8
2017-03-27,25
2017-03-28,20
2017-03-29,18
2017-03-30,23
2017-03-31,24
2017-04-01,17
