date,TMUS
2016-07-30,19
2016-07-31,14
2016-08-01,32
2016-08-02,17
2016-08-03,17
2016-08-04,18
2016-08-05,22
2016-08-06,8
2016-08-07,8
2016-08-08,22
2016-08-09,25
2016-08-10,19
2016-08-11,16
2016-08-12,19
2016-08-13,12
2016-08-14,10
2016-08-15,14
2016-08-16,23
2016-08-17,20
2016-08-18,46
2016-08-19,33
2016-08-20,13
2016-08-21,9
2016-08-22,18
2016-08-23,25
2016-08-24,20
2016-08-25,15
2016-08-26,16
2016-08-27,12
2016-08-28,8
2016-08-29,23
2016-08-30,22
2016-08-31,17
2016-09-01,18
2016-09-02,19
2016-09-03,5
2016-09-04,11
2016-09-05,5
2016-09-06,19
2016-09-07,19
2016-09-08,26
2016-09-09,16
2016-09-10,9
2016-09-11,8
2016-09-12,18
2016-09-13,20
2016-09-14,16
2016-09-15,16
2016-09-16,18
2016-09-17,8
2016-09-18,8
2016-09-19,17
2016-09-20,16
2016-09-21,16
2016-09-22,13
2016-09-23,26
2016-09-24,9
2016-09-25,8
2016-09-26,16
2016-09-27,21
2016-09-28,19
2016-09-29,17
2016-09-30,14
2016-10-01,4
2016-10-02,8
2016-10-03,17
2016-10-04,14
2016-10-05,12
2016-10-06,19
2016-10-07,18
2016-10-08,7
2016-10-09,7
2016-10-10,23
2016-10-11,25
2016-10-12,14
2016-10-13,17
2016-10-14,21
2016-10-15,8
2016-10-16,7
2016-10-17,16
2016-10-18,16
2016-10-19,20
2016-10-20,23
2016-10-21,19
2016-10-22,10
2016-10-23,10
2016-10-24,95
2016-10-25,61
2016-10-26,33
2016-10-27,26
2016-10-28,21
2016-10-29,15
2016-10-30,10
2016-10-31,15
2016-11-01,22
2016-11-02,21
2016-11-03,19
2016-11-04,29
2016-11-05,12
2016-11-06,7
2016-11-07,21
2016-11-08,21
2016-11-09,58
2016-11-10,45
2016-11-11,20
2016-11-12,10
2016-11-13,15
2016-11-14,22
2016-11-15,46
2016-11-16,54
2016-11-17,50
2016-11-18,30
2016-11-19,24
2016-11-20,11
2016-11-21,30
2016-11-22,29
2016-11-23,20
2016-11-24,10
2016-11-25,18
2016-11-26,7
2016-11-27,10
2016-11-28,17
2016-11-29,36
2016-11-30,31
2016-12-01,21
2016-12-02,22
2016-12-03,16
2016-12-04,4
2016-12-05,28
2016-12-06,50
2016-12-07,56
2016-12-08,52
2016-12-09,41
2016-12-10,16
2016-12-11,14
2016-12-12,18
2016-12-13,30
2016-12-14,31
2016-12-15,32
2016-12-16,13
2016-12-17,15
2016-12-18,6
2016-12-19,20
2016-12-20,23
2016-12-21,24
2016-12-22,18
2016-12-23,23
2016-12-24,9
2016-12-25,4
2016-12-26,5
2016-12-27,27
2016-12-28,16
2016-12-29,22
2016-12-30,14
2016-12-31,10
2017-01-01,9
2017-01-02,5
2017-01-03,20
2017-01-04,20
2017-01-05,44
2017-01-06,36
2017-01-07,12
2017-01-08,5
2017-01-09,20
2017-01-10,23
2017-01-11,27
2017-01-12,20
2017-01-13,28
2017-01-14,7
2017-01-15,6
2017-01-16,12
2017-01-17,16
2017-01-18,22
2017-01-19,37
2017-01-20,28
2017-01-21,11
2017-01-22,11
2017-01-23,25
2017-01-24,30
2017-01-25,33
2017-01-26,44
2017-01-27,37
2017-01-28,23
2017-01-29,9
2017-01-30,25
2017-01-31,32
2017-02-01,22
2017-02-02,27
2017-02-03,30
2017-02-04,21
2017-02-05,11
2017-02-06,28
2017-02-07,26
2017-02-08,36
2017-02-09,26
2017-02-10,27
2017-02-11,18
2017-02-12,13
2017-02-13,43
2017-02-14,100
2017-02-15,56
2017-02-16,29
2017-02-17,47
2017-02-18,31
2017-02-19,13
2017-02-20,29
2017-02-21,35
2017-02-22,30
2017-02-23,24
2017-02-24,23
2017-02-25,7
2017-02-26,7
2017-02-27,22
2017-02-28,26
2017-03-01,27
2017-03-02,22
2017-03-03,23
2017-03-04,15
2017-03-05,17
2017-03-06,29
2017-03-07,17
2017-03-08,20
2017-03-09,26
2017-03-10,18
2017-03-11,7
2017-03-12,10
2017-03-13,26
2017-03-14,28
2017-03-15,17
2017-03-16,23
2017-03-17,26
2017-03-18,11
2017-03-19,3
2017-03-20,18
2017-03-21,21
2017-03-22,16
2017-03-23,19
2017-03-24,26
2017-03-25,9
2017-03-26,9
2017-03-27,29
2017-03-28,19
2017-03-29,26
2017-03-30,30
2017-03-31,23
2017-04-01,11
2017-04-02,6
2017-04-03,19
2017-04-04,15
2017-04-05,21
2017-04-06,31
2017-04-07,24
2017-04-08,14
2017-04-09,9
2017-04-10,13
2017-04-11,25
2017-04-12,27
2017-04-13,41
2017-04-14,21
