date,TMUS
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,50
2010-08-29,0
2010-08-30,37
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,38
2010-09-10,40
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,37
2010-09-16,38
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,35
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,36
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,36
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,44
2010-10-18,0
2010-10-19,0
2010-10-20,35
2010-10-21,36
2010-10-22,0
2010-10-23,91
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,45
2010-10-31,0
2010-11-01,36
2010-11-02,69
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,34
2010-11-10,0
2010-11-11,0
2010-11-12,37
2010-11-13,44
2010-11-14,0
2010-11-15,35
2010-11-16,0
2010-11-17,35
2010-11-18,0
2010-11-19,37
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,35
2010-11-25,0
2010-11-26,38
2010-11-27,0
2010-11-28,42
2010-11-29,33
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,34
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,37
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,35
2010-12-17,0
2010-12-18,0
2010-12-19,44
2010-12-20,35
2010-12-21,0
2010-12-22,0
2010-12-23,40
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,100
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,32
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,32
2011-01-20,0
2011-01-21,34
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,63
2011-01-26,32
2011-01-27,0
2011-01-28,34
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,0
2011-02-02,31
2011-02-03,0
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,31
2011-02-08,31
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,32
2011-02-15,0
2011-02-16,0
2011-02-17,32
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,32
2011-02-22,0
2011-02-23,31
2011-02-24,31
2011-02-25,33
2011-02-26,0
2011-02-27,38
2011-02-28,0
2011-03-01,0
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,64
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,39
2011-03-14,0
2011-03-15,62
2011-03-16,0
2011-03-17,32
2011-03-18,33
2011-03-19,0
2011-03-20,0
2011-03-21,31
2011-03-22,31
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,0
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,0
2011-04-06,0
2011-04-07,0
2011-04-08,33
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,0
2011-04-13,31
2011-04-14,0
2011-04-15,33
2011-04-16,40
2011-04-17,0
2011-04-18,32
2011-04-19,0
2011-04-20,0
2011-04-21,34
2011-04-22,38
2011-04-23,0
2011-04-24,0
2011-04-25,35
2011-04-26,0
2011-04-27,0
2011-04-28,31
2011-04-29,0
2011-04-30,40
2011-05-01,0
2011-05-02,0
2011-05-03,31
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,40
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
