date,TMUS
2014-03-16,4
2014-03-17,17
2014-03-18,7
2014-03-19,9
2014-03-20,27
2014-03-21,11
2014-03-22,11
2014-03-23,9
2014-03-24,12
2014-03-25,12
2014-03-26,15
2014-03-27,15
2014-03-28,22
2014-03-29,11
2014-03-30,7
2014-03-31,13
2014-04-01,26
2014-04-02,11
2014-04-03,6
2014-04-04,6
2014-04-05,7
2014-04-06,3
2014-04-07,12
2014-04-08,13
2014-04-09,14
2014-04-10,15
2014-04-11,19
2014-04-12,4
2014-04-13,11
2014-04-14,20
2014-04-15,27
2014-04-16,11
2014-04-17,20
2014-04-18,12
2014-04-19,10
2014-04-20,8
2014-04-21,15
2014-04-22,13
2014-04-23,12
2014-04-24,15
2014-04-25,16
2014-04-26,11
2014-04-27,5
2014-04-28,25
2014-04-29,33
2014-04-30,41
2014-05-01,83
2014-05-02,37
2014-05-03,7
2014-05-04,7
2014-05-05,21
2014-05-06,30
2014-05-07,25
2014-05-08,15
2014-05-09,19
2014-05-10,11
2014-05-11,7
2014-05-12,25
2014-05-13,25
2014-05-14,31
2014-05-15,26
2014-05-16,24
2014-05-17,4
2014-05-18,11
2014-05-19,24
2014-05-20,38
2014-05-21,21
2014-05-22,23
2014-05-23,16
2014-05-24,12
2014-05-25,12
2014-05-26,7
2014-05-27,29
2014-05-28,20
2014-05-29,32
2014-05-30,33
2014-05-31,10
2014-06-01,6
2014-06-02,13
2014-06-03,25
2014-06-04,25
2014-06-05,100
2014-06-06,34
2014-06-07,19
2014-06-08,13
2014-06-09,26
2014-06-10,34
2014-06-11,65
2014-06-12,49
2014-06-13,28
2014-06-14,6
2014-06-15,18
2014-06-16,31
2014-06-17,45
2014-06-18,32
2014-06-19,63
2014-06-20,29
2014-06-21,12
2014-06-22,13
2014-06-23,22
2014-06-24,22
2014-06-25,32
2014-06-26,27
2014-06-27,18
2014-06-28,13
2014-06-29,6
2014-06-30,15
2014-07-01,22
2014-07-02,48
2014-07-03,28
2014-07-04,9
2014-07-05,4
2014-07-06,8
2014-07-07,20
2014-07-08,12
2014-07-09,20
2014-07-10,9
2014-07-11,7
2014-07-12,10
2014-07-13,8
2014-07-14,15
2014-07-15,14
2014-07-16,17
2014-07-17,28
2014-07-18,16
2014-07-19,8
2014-07-20,8
2014-07-21,8
2014-07-22,13
2014-07-23,9
2014-07-24,10
2014-07-25,9
2014-07-26,8
2014-07-27,0
2014-07-28,16
2014-07-29,14
2014-07-30,14
2014-07-31,95
2014-08-01,34
2014-08-02,17
2014-08-03,6
2014-08-04,17
2014-08-05,42
2014-08-06,80
2014-08-07,51
2014-08-08,31
2014-08-09,8
2014-08-10,12
2014-08-11,20
2014-08-12,13
2014-08-13,20
2014-08-14,17
2014-08-15,18
2014-08-16,10
2014-08-17,4
2014-08-18,17
2014-08-19,13
2014-08-20,13
2014-08-21,20
2014-08-22,16
2014-08-23,6
2014-08-24,0
2014-08-25,23
2014-08-26,8
2014-08-27,11
2014-08-28,20
2014-08-29,24
2014-08-30,4
2014-08-31,0
2014-09-01,7
2014-09-02,11
2014-09-03,14
2014-09-04,14
2014-09-05,25
2014-09-06,6
2014-09-07,4
2014-09-08,11
2014-09-09,13
2014-09-10,40
2014-09-11,26
2014-09-12,15
2014-09-13,15
2014-09-14,6
2014-09-15,16
2014-09-16,11
2014-09-17,18
2014-09-18,13
2014-09-19,12
2014-09-20,12
2014-09-21,7
2014-09-22,19
2014-09-23,17
2014-09-24,26
2014-09-25,18
2014-09-26,12
2014-09-27,4
2014-09-28,6
2014-09-29,10
2014-09-30,27
2014-10-01,16
2014-10-02,15
2014-10-03,15
2014-10-04,0
2014-10-05,0
2014-10-06,14
2014-10-07,11
2014-10-08,16
2014-10-09,18
2014-10-10,18
2014-10-11,11
2014-10-12,4
2014-10-13,19
2014-10-14,22
2014-10-15,28
2014-10-16,14
2014-10-17,10
2014-10-18,0
2014-10-19,6
2014-10-20,20
2014-10-21,14
2014-10-22,19
2014-10-23,27
2014-10-24,12
2014-10-25,0
2014-10-26,5
2014-10-27,31
2014-10-28,50
2014-10-29,25
2014-10-30,22
2014-10-31,13
2014-11-01,4
2014-11-02,7
2014-11-03,12
2014-11-04,18
2014-11-05,12
2014-11-06,16
2014-11-07,20
2014-11-08,6
2014-11-09,11
2014-11-10,6
2014-11-11,14
2014-11-12,9
2014-11-13,12
2014-11-14,13
2014-11-15,9
2014-11-16,7
2014-11-17,15
2014-11-18,15
2014-11-19,10
2014-11-20,11
2014-11-21,14
2014-11-22,7
2014-11-23,5
2014-11-24,12
2014-11-25,14
2014-11-26,12
2014-11-27,3
2014-11-28,10
2014-11-29,7
2014-11-30,0
2014-12-01,4
