date,TMUS
2012-06-04,34
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,42
2012-06-11,0
2012-06-12,34
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,35
2012-06-19,0
2012-06-20,34
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,36
2012-06-29,0
2012-06-30,45
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,37
2012-07-14,0
2012-07-15,0
2012-07-16,35
2012-07-17,35
2012-07-18,36
2012-07-19,36
2012-07-20,0
2012-07-21,45
2012-07-22,0
2012-07-23,0
2012-07-24,53
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,36
2012-08-02,36
2012-08-03,37
2012-08-04,45
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,36
2012-08-10,37
2012-08-11,0
2012-08-12,0
2012-08-13,36
2012-08-14,0
2012-08-15,37
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,45
2012-08-20,0
2012-08-21,36
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,42
2012-08-27,0
2012-08-28,0
2012-08-29,35
2012-08-30,35
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,35
2012-09-04,34
2012-09-05,0
2012-09-06,35
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,34
2012-09-11,34
2012-09-12,100
2012-09-13,0
2012-09-14,71
2012-09-15,41
2012-09-16,0
2012-09-17,34
2012-09-18,33
2012-09-19,0
2012-09-20,34
2012-09-21,0
2012-09-22,41
2012-09-23,40
2012-09-24,33
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,36
2012-09-29,41
2012-09-30,40
2012-10-01,0
2012-10-02,33
2012-10-03,0
2012-10-04,0
2012-10-05,34
2012-10-06,0
2012-10-07,39
2012-10-08,97
2012-10-09,32
2012-10-10,32
2012-10-11,0
2012-10-12,70
2012-10-13,39
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,32
2012-10-18,65
2012-10-19,34
2012-10-20,39
2012-10-21,0
2012-10-22,0
2012-10-23,32
2012-10-24,0
2012-10-25,0
2012-10-26,34
2012-10-27,39
2012-10-28,37
2012-10-29,31
2012-10-30,0
2012-10-31,65
2012-11-01,34
2012-11-02,34
2012-11-03,38
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,32
2012-11-09,34
2012-11-10,0
2012-11-11,0
2012-11-12,32
2012-11-13,32
2012-11-14,32
2012-11-15,32
2012-11-16,33
2012-11-17,0
2012-11-18,0
2012-11-19,32
2012-11-20,0
2012-11-21,32
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,31
2012-11-29,0
2012-11-30,33
2012-12-01,0
2012-12-02,0
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,31
2012-12-07,0
2012-12-08,37
2012-12-09,0
2012-12-10,31
2012-12-11,0
2012-12-12,31
2012-12-13,0
2012-12-14,0
2012-12-15,37
2012-12-16,37
2012-12-17,31
2012-12-18,0
2012-12-19,32
2012-12-20,0
2012-12-21,0
2012-12-22,39
2012-12-23,40
2012-12-24,39
2012-12-25,42
2012-12-26,0
2012-12-27,0
2012-12-28,0
2012-12-29,38
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,32
2013-01-05,36
2013-01-06,36
2013-01-07,0
2013-01-08,0
2013-01-09,0
2013-01-10,60
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,30
2013-01-15,0
2013-01-16,0
2013-01-17,30
2013-01-18,31
2013-01-19,0
2013-01-20,35
2013-01-21,29
2013-01-22,44
2013-01-23,0
2013-01-24,0
2013-01-25,0
2013-01-26,35
2013-01-27,0
2013-01-28,43
2013-01-29,0
2013-01-30,0
2013-01-31,0
2013-02-01,31
2013-02-02,0
2013-02-03,0
2013-02-04,0
2013-02-05,0
2013-02-06,0
2013-02-07,30
2013-02-08,31
2013-02-09,0
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,0
2013-02-14,30
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,0
2013-02-19,0
