date,TMUS
2014-12-01,8
2014-12-02,9
2014-12-03,14
2014-12-04,9
2014-12-05,13
2014-12-06,7
2014-12-07,6
2014-12-08,6
2014-12-09,20
2014-12-10,32
2014-12-11,16
2014-12-12,17
2014-12-13,8
2014-12-14,4
2014-12-15,17
2014-12-16,22
2014-12-17,14
2014-12-18,16
2014-12-19,19
2014-12-20,10
2014-12-21,10
2014-12-22,13
2014-12-23,17
2014-12-24,12
2014-12-25,8
2014-12-26,15
2014-12-27,6
2014-12-28,9
2014-12-29,12
2014-12-30,15
2014-12-31,13
2015-01-01,12
2015-01-02,13
2015-01-03,10
2015-01-04,5
2015-01-05,7
2015-01-06,9
2015-01-07,18
2015-01-08,18
2015-01-09,23
2015-01-10,10
2015-01-11,10
2015-01-12,14
2015-01-13,13
2015-01-14,19
2015-01-15,18
2015-01-16,11
2015-01-17,7
2015-01-18,7
2015-01-19,6
2015-01-20,15
2015-01-21,13
2015-01-22,34
2015-01-23,22
2015-01-24,10
2015-01-25,5
2015-01-26,11
2015-01-27,17
2015-01-28,18
2015-01-29,14
2015-01-30,16
2015-01-31,11
2015-02-01,3
2015-02-02,12
2015-02-03,19
2015-02-04,17
2015-02-05,13
2015-02-06,14
2015-02-07,7
2015-02-08,6
2015-02-09,12
2015-02-10,11
2015-02-11,11
2015-02-12,8
2015-02-13,13
2015-02-14,7
2015-02-15,5
2015-02-16,9
2015-02-17,20
2015-02-18,18
2015-02-19,65
2015-02-20,39
2015-02-21,10
2015-02-22,7
2015-02-23,24
2015-02-24,21
2015-02-25,14
2015-02-26,19
2015-02-27,21
2015-02-28,18
2015-03-01,10
2015-03-02,16
2015-03-03,20
2015-03-04,14
2015-03-05,13
2015-03-06,9
2015-03-07,10
2015-03-08,3
2015-03-09,11
2015-03-10,15
2015-03-11,13
2015-03-12,14
2015-03-13,12
2015-03-14,7
2015-03-15,8
2015-03-16,9
2015-03-17,16
2015-03-18,21
2015-03-19,20
2015-03-20,18
2015-03-21,10
2015-03-22,5
2015-03-23,13
2015-03-24,12
2015-03-25,6
2015-03-26,10
2015-03-27,12
2015-03-28,4
2015-03-29,3
2015-03-30,12
2015-03-31,11
2015-04-01,17
2015-04-02,19
2015-04-03,13
2015-04-04,8
2015-04-05,5
2015-04-06,14
2015-04-07,18
2015-04-08,12
2015-04-09,11
2015-04-10,12
2015-04-11,7
2015-04-12,5
2015-04-13,10
2015-04-14,19
2015-04-15,13
2015-04-16,12
2015-04-17,10
2015-04-18,9
2015-04-19,3
2015-04-20,11
2015-04-21,16
2015-04-22,24
2015-04-23,30
2015-04-24,23
2015-04-25,8
2015-04-26,4
2015-04-27,23
2015-04-28,57
2015-04-29,28
2015-04-30,21
2015-05-01,24
2015-05-02,9
2015-05-03,4
2015-05-04,20
2015-05-05,11
2015-05-06,15
2015-05-07,9
2015-05-08,11
2015-05-09,7
2015-05-10,5
2015-05-11,13
2015-05-12,14
2015-05-13,16
2015-05-14,19
2015-05-15,17
2015-05-16,8
2015-05-17,7
2015-05-18,14
2015-05-19,11
2015-05-20,18
2015-05-21,31
2015-05-22,35
2015-05-23,11
2015-05-24,7
2015-05-25,9
2015-05-26,50
2015-05-27,42
2015-05-28,30
2015-05-29,30
2015-05-30,8
2015-05-31,9
2015-06-01,25
2015-06-02,26
2015-06-03,28
2015-06-04,99
2015-06-05,44
2015-06-06,28
2015-06-07,16
2015-06-08,46
2015-06-09,47
2015-06-10,51
2015-06-11,100
2015-06-12,58
2015-06-13,17
2015-06-14,11
2015-06-15,44
2015-06-16,22
2015-06-17,45
2015-06-18,31
2015-06-19,23
2015-06-20,17
2015-06-21,10
2015-06-22,23
2015-06-23,25
2015-06-24,17
2015-06-25,21
2015-06-26,26
2015-06-27,9
2015-06-28,6
2015-06-29,24
2015-06-30,18
2015-07-01,16
2015-07-02,14
2015-07-03,13
2015-07-04,7
2015-07-05,5
2015-07-06,15
2015-07-07,10
2015-07-08,19
2015-07-09,21
2015-07-10,28
2015-07-11,5
2015-07-12,14
2015-07-13,14
2015-07-14,11
2015-07-15,16
2015-07-16,20
2015-07-17,20
2015-07-18,15
2015-07-19,7
2015-07-20,10
2015-07-21,19
2015-07-22,15
2015-07-23,9
2015-07-24,17
2015-07-25,5
2015-07-26,3
2015-07-27,10
2015-07-28,18
2015-07-29,16
2015-07-30,50
2015-07-31,37
2015-08-01,14
2015-08-02,9
2015-08-03,26
2015-08-04,32
2015-08-05,23
2015-08-06,20
2015-08-07,9
2015-08-08,10
2015-08-09,7
2015-08-10,20
2015-08-11,19
2015-08-12,13
2015-08-13,19
2015-08-14,19
2015-08-15,11
2015-08-16,6
2015-08-17,21
2015-08-18,15
