date,TMUS
2017-01-19,28
2017-01-20,32
2017-01-21,14
2017-01-22,10
2017-01-23,21
2017-01-24,33
2017-01-25,28
2017-01-26,53
2017-01-27,36
2017-01-28,19
2017-01-29,6
2017-01-30,31
2017-01-31,20
2017-02-01,13
2017-02-02,31
2017-02-03,26
2017-02-04,24
2017-02-05,9
2017-02-06,32
2017-02-07,16
2017-02-08,28
2017-02-09,33
2017-02-10,24
2017-02-11,13
2017-02-12,12
2017-02-13,35
2017-02-14,100
2017-02-15,53
2017-02-16,26
2017-02-17,47
2017-02-18,32
2017-02-19,20
2017-02-20,24
2017-02-21,29
2017-02-22,34
2017-02-23,20
2017-02-24,19
2017-02-25,15
2017-02-26,10
2017-02-27,23
2017-02-28,26
2017-03-01,20
2017-03-02,17
2017-03-03,22
2017-03-04,16
2017-03-05,13
2017-03-06,26
2017-03-07,7
2017-03-08,15
2017-03-09,29
2017-03-10,12
2017-03-11,9
2017-03-12,9
2017-03-13,19
2017-03-14,20
2017-03-15,16
2017-03-16,20
2017-03-17,24
2017-03-18,5
2017-03-19,2
2017-03-20,17
2017-03-21,19
2017-03-22,22
2017-03-23,19
2017-03-24,25
2017-03-25,10
2017-03-26,6
2017-03-27,17
2017-03-28,19
2017-03-29,22
2017-03-30,17
2017-03-31,15
2017-04-01,5
