date,TMUS
2016-08-02,11
2016-08-03,21
2016-08-04,28
2016-08-05,26
2016-08-06,13
2016-08-07,7
2016-08-08,16
2016-08-09,16
2016-08-10,29
2016-08-11,18
2016-08-12,23
2016-08-13,21
2016-08-14,8
2016-08-15,27
2016-08-16,16
2016-08-17,24
2016-08-18,39
2016-08-19,33
2016-08-20,9
2016-08-21,6
2016-08-22,21
2016-08-23,19
2016-08-24,25
2016-08-25,22
2016-08-26,18
2016-08-27,6
2016-08-28,3
2016-08-29,20
2016-08-30,19
2016-08-31,18
2016-09-01,20
2016-09-02,13
2016-09-03,11
2016-09-04,5
2016-09-05,3
2016-09-06,20
2016-09-07,16
2016-09-08,23
2016-09-09,16
2016-09-10,12
2016-09-11,6
2016-09-12,11
2016-09-13,18
2016-09-14,16
2016-09-15,24
2016-09-16,19
2016-09-17,5
2016-09-18,3
2016-09-19,18
2016-09-20,19
2016-09-21,12
2016-09-22,17
2016-09-23,32
2016-09-24,9
2016-09-25,9
2016-09-26,17
2016-09-27,22
2016-09-28,10
2016-09-29,14
2016-09-30,22
2016-10-01,12
2016-10-02,6
2016-10-03,18
2016-10-04,15
2016-10-05,14
2016-10-06,16
2016-10-07,21
2016-10-08,6
2016-10-09,9
2016-10-10,16
2016-10-11,23
2016-10-12,16
2016-10-13,13
2016-10-14,21
2016-10-15,6
2016-10-16,7
2016-10-17,20
2016-10-18,16
2016-10-19,25
2016-10-20,18
2016-10-21,17
2016-10-22,7
2016-10-23,4
2016-10-24,100
2016-10-25,66
2016-10-26,34
2016-10-27,26
2016-10-28,32
2016-10-29,17
2016-10-30,9
2016-10-31,16
2016-11-01,21
2016-11-02,20
2016-11-03,19
2016-11-04,26
2016-11-05,7
2016-11-06,10
2016-11-07,22
2016-11-08,16
2016-11-09,55
2016-11-10,46
2016-11-11,7
2016-11-12,15
2016-11-13,20
2016-11-14,24
2016-11-15,44
2016-11-16,48
2016-11-17,42
2016-11-18,34
2016-11-19,26
2016-11-20,9
2016-11-21,29
2016-11-22,32
2016-11-23,22
2016-11-24,20
2016-11-25,17
2016-11-26,4
2016-11-27,10
2016-11-28,18
2016-11-29,27
2016-11-30,30
2016-12-01,19
2016-12-02,13
2016-12-03,16
2016-12-04,3
2016-12-05,20
2016-12-06,36
2016-12-07,49
2016-12-08,42
2016-12-09,40
2016-12-10,20
2016-12-11,15
2016-12-12,21
2016-12-13,21
2016-12-14,30
2016-12-15,22
2016-12-16,25
2016-12-17,11
2016-12-18,10
2016-12-19,17
2016-12-20,27
2016-12-21,31
2016-12-22,22
2016-12-23,26
2016-12-24,6
2016-12-25,10
2016-12-26,8
2016-12-27,19
2016-12-28,22
2016-12-29,19
2016-12-30,14
2016-12-31,16
2017-01-01,3
2017-01-02,9
2017-01-03,25
2017-01-04,25
2017-01-05,58
2017-01-06,35
2017-01-07,18
2017-01-08,13
2017-01-09,25
2017-01-10,27
2017-01-11,43
2017-01-12,22
2017-01-13,29
2017-01-14,3
2017-01-15,7
2017-01-16,13
2017-01-17,22
2017-01-18,26
2017-01-19,39
2017-01-20,43
2017-01-21,10
2017-01-22,20
2017-01-23,30
2017-01-24,31
2017-01-25,36
2017-01-26,59
2017-01-27,35
2017-01-28,24
2017-01-29,6
2017-01-30,31
2017-01-31,29
2017-02-01,29
2017-02-02,28
2017-02-03,35
2017-02-04,15
2017-02-05,8
2017-02-06,30
2017-02-07,30
2017-02-08,39
2017-02-09,28
2017-02-10,24
2017-02-11,17
2017-02-12,19
2017-02-13,38
2017-02-14,89
2017-02-15,62
2017-02-16,38
2017-02-17,58
2017-02-18,38
2017-02-19,18
2017-02-20,32
2017-02-21,41
2017-02-22,37
2017-02-23,27
2017-02-24,28
2017-02-25,14
2017-02-26,12
2017-02-27,27
2017-02-28,37
2017-03-01,44
2017-03-02,27
2017-03-03,30
2017-03-04,18
2017-03-05,15
2017-03-06,39
2017-03-07,19
2017-03-08,24
2017-03-09,33
2017-03-10,24
2017-03-11,10
2017-03-12,4
2017-03-13,20
2017-03-14,24
2017-03-15,25
2017-03-16,32
2017-03-17,25
2017-03-18,11
2017-03-19,5
2017-03-20,26
2017-03-21,19
2017-03-22,19
2017-03-23,24
2017-03-24,32
2017-03-25,9
2017-03-26,10
2017-03-27,27
2017-03-28,24
2017-03-29,20
2017-03-30,25
2017-03-31,32
2017-04-01,11
2017-04-02,6
2017-04-03,22
2017-04-04,26
2017-04-05,24
2017-04-06,37
2017-04-07,33
2017-04-08,11
2017-04-09,15
2017-04-10,20
2017-04-11,25
2017-04-12,19
2017-04-13,49
2017-04-14,32
2017-04-15,9
2017-04-16,12
2017-04-17,37
2017-04-18,36
