date,TMUS
2015-12-26,6
2015-12-27,6
2015-12-28,12
2015-12-29,19
2015-12-30,14
2015-12-31,16
2016-01-01,15
2016-01-02,8
2016-01-03,13
2016-01-04,21
2016-01-05,19
2016-01-06,21
2016-01-07,39
2016-01-08,13
2016-01-09,7
2016-01-10,7
2016-01-11,9
2016-01-12,17
2016-01-13,22
2016-01-14,16
2016-01-15,29
2016-01-16,13
2016-01-17,12
2016-01-18,16
2016-01-19,22
2016-01-20,17
2016-01-21,24
2016-01-22,18
2016-01-23,7
2016-01-24,9
2016-01-25,17
2016-01-26,28
2016-01-27,34
2016-01-28,17
2016-01-29,30
2016-01-30,7
2016-01-31,5
2016-02-01,9
2016-02-02,12
2016-02-03,19
2016-02-04,15
2016-02-05,28
2016-02-06,11
2016-02-07,10
2016-02-08,23
2016-02-09,17
2016-02-10,18
2016-02-11,21
2016-02-12,22
2016-02-13,14
2016-02-14,3
2016-02-15,9
2016-02-16,25
2016-02-17,100
2016-02-18,31
2016-02-19,31
2016-02-20,14
2016-02-21,10
2016-02-22,28
2016-02-23,31
2016-02-24,24
2016-02-25,27
2016-02-26,28
2016-02-27,19
2016-02-28,7
2016-02-29,16
2016-03-01,22
2016-03-02,26
2016-03-03,18
2016-03-04,31
2016-03-05,10
2016-03-06,7
2016-03-07,19
2016-03-08,23
2016-03-09,18
2016-03-10,29
2016-03-11,22
2016-03-12,14
2016-03-13,3
2016-03-14,14
2016-03-15,12
2016-03-16,15
2016-03-17,13
2016-03-18,9
2016-03-19,7
2016-03-20,3
2016-03-21,21
2016-03-22,20
2016-03-23,12
2016-03-24,11
2016-03-25,17
2016-03-26,4
2016-03-27,5
2016-03-28,17
2016-03-29,22
2016-03-30,19
2016-03-31,24
2016-04-01,35
2016-04-02,9
2016-04-03,10
2016-04-04,25
2016-04-05,27
2016-04-06,20
2016-04-07,34
2016-04-08,18
2016-04-09,12
2016-04-10,7
2016-04-11,25
2016-04-12,35
2016-04-13,29
2016-04-14,13
2016-04-15,28
2016-04-16,9
2016-04-17,10
2016-04-18,10
2016-04-19,22
2016-04-20,22
2016-04-21,32
2016-04-22,16
2016-04-23,9
2016-04-24,7
2016-04-25,25
2016-04-26,84
2016-04-27,41
2016-04-28,42
2016-04-29,26
2016-04-30,7
2016-05-01,7
2016-05-02,23
2016-05-03,25
2016-05-04,18
2016-05-05,28
2016-05-06,17
2016-05-07,11
2016-05-08,4
2016-05-09,27
2016-05-10,17
2016-05-11,19
2016-05-12,9
2016-05-13,23
2016-05-14,7
2016-05-15,10
2016-05-16,10
2016-05-17,20
2016-05-18,13
2016-05-19,13
2016-05-20,18
2016-05-21,9
2016-05-22,7
2016-05-23,19
2016-05-24,16
2016-05-25,28
2016-05-26,17
2016-05-27,17
2016-05-28,9
2016-05-29,7
2016-05-30,12
2016-05-31,16
2016-06-01,18
2016-06-02,24
2016-06-03,25
2016-06-04,19
2016-06-05,10
2016-06-06,87
2016-06-07,88
2016-06-08,90
2016-06-09,48
2016-06-10,34
2016-06-11,10
2016-06-12,16
2016-06-13,20
2016-06-14,42
2016-06-15,69
2016-06-16,33
2016-06-17,33
2016-06-18,12
2016-06-19,12
2016-06-20,27
2016-06-21,45
2016-06-22,26
2016-06-23,29
2016-06-24,68
2016-06-25,16
2016-06-26,16
2016-06-27,35
2016-06-28,36
2016-06-29,39
2016-06-30,27
2016-07-01,19
2016-07-02,16
2016-07-03,7
2016-07-04,8
2016-07-05,17
2016-07-06,11
2016-07-07,12
2016-07-08,19
2016-07-09,9
2016-07-10,7
2016-07-11,38
2016-07-12,30
2016-07-13,36
2016-07-14,21
2016-07-15,27
2016-07-16,21
2016-07-17,16
2016-07-18,17
2016-07-19,23
2016-07-20,15
2016-07-21,31
2016-07-22,20
2016-07-23,11
2016-07-24,20
2016-07-25,29
2016-07-26,30
2016-07-27,68
2016-07-28,25
2016-07-29,32
2016-07-30,25
2016-07-31,20
2016-08-01,35
2016-08-02,17
2016-08-03,15
2016-08-04,25
2016-08-05,28
2016-08-06,18
2016-08-07,11
2016-08-08,30
2016-08-09,17
2016-08-10,30
2016-08-11,22
2016-08-12,23
2016-08-13,16
2016-08-14,4
2016-08-15,30
2016-08-16,32
2016-08-17,21
2016-08-18,56
2016-08-19,30
2016-08-20,12
2016-08-21,12
2016-08-22,22
2016-08-23,24
2016-08-24,20
2016-08-25,17
2016-08-26,14
2016-08-27,12
2016-08-28,5
2016-08-29,19
2016-08-30,20
2016-08-31,16
2016-09-01,13
2016-09-02,17
2016-09-03,7
2016-09-04,5
2016-09-05,3
2016-09-06,22
2016-09-07,22
2016-09-08,25
2016-09-09,15
2016-09-10,8
2016-09-11,5
