date,TMUS
2015-04-10,10
2015-04-11,7
2015-04-12,4
2015-04-13,13
2015-04-14,19
2015-04-15,6
2015-04-16,12
2015-04-17,9
2015-04-18,7
2015-04-19,5
2015-04-20,5
2015-04-21,16
2015-04-22,24
2015-04-23,26
2015-04-24,24
2015-04-25,7
2015-04-26,7
2015-04-27,27
2015-04-28,55
2015-04-29,37
2015-04-30,19
2015-05-01,18
2015-05-02,8
2015-05-03,4
2015-05-04,20
2015-05-05,11
2015-05-06,12
2015-05-07,15
2015-05-08,15
2015-05-09,8
2015-05-10,7
2015-05-11,10
2015-05-12,8
2015-05-13,15
2015-05-14,18
2015-05-15,5
2015-05-16,5
2015-05-17,5
2015-05-18,12
2015-05-19,13
2015-05-20,19
2015-05-21,34
2015-05-22,26
2015-05-23,11
2015-05-24,7
2015-05-25,7
2015-05-26,42
2015-05-27,39
2015-05-28,19
2015-05-29,27
2015-05-30,8
2015-05-31,5
2015-06-01,35
2015-06-02,27
2015-06-03,28
2015-06-04,90
2015-06-05,50
2015-06-06,24
2015-06-07,16
2015-06-08,42
2015-06-09,47
2015-06-10,41
2015-06-11,100
2015-06-12,92
2015-06-13,16
2015-06-14,15
2015-06-15,45
2015-06-16,33
2015-06-17,52
2015-06-18,37
2015-06-19,30
2015-06-20,11
2015-06-21,9
2015-06-22,21
2015-06-23,21
2015-06-24,14
2015-06-25,26
2015-06-26,32
2015-06-27,11
2015-06-28,8
2015-06-29,18
2015-06-30,16
2015-07-01,18
2015-07-02,22
2015-07-03,15
2015-07-04,11
2015-07-05,7
2015-07-06,20
2015-07-07,14
2015-07-08,23
2015-07-09,39
2015-07-10,23
2015-07-11,7
2015-07-12,8
2015-07-13,24
2015-07-14,13
2015-07-15,11
2015-07-16,23
2015-07-17,22
2015-07-18,10
2015-07-19,13
2015-07-20,8
2015-07-21,21
2015-07-22,16
2015-07-23,14
2015-07-24,13
2015-07-25,7
2015-07-26,4
2015-07-27,10
2015-07-28,24
2015-07-29,11
2015-07-30,61
2015-07-31,38
2015-08-01,13
2015-08-02,7
2015-08-03,22
2015-08-04,34
2015-08-05,26
2015-08-06,25
2015-08-07,18
2015-08-08,9
2015-08-09,6
2015-08-10,20
2015-08-11,27
2015-08-12,7
2015-08-13,25
2015-08-14,20
2015-08-15,9
2015-08-16,4
2015-08-17,26
2015-08-18,16
2015-08-19,18
2015-08-20,24
2015-08-21,28
2015-08-22,12
2015-08-23,14
2015-08-24,33
2015-08-25,26
2015-08-26,13
2015-08-27,12
2015-08-28,16
2015-08-29,4
2015-08-30,9
2015-08-31,11
2015-09-01,18
2015-09-02,18
2015-09-03,14
2015-09-04,10
2015-09-05,7
2015-09-06,8
2015-09-07,4
2015-09-08,11
2015-09-09,14
2015-09-10,11
2015-09-11,12
2015-09-12,7
2015-09-13,4
2015-09-14,14
2015-09-15,23
2015-09-16,19
2015-09-17,17
2015-09-18,27
2015-09-19,10
2015-09-20,4
2015-09-21,21
2015-09-22,13
2015-09-23,11
2015-09-24,13
2015-09-25,12
2015-09-26,12
2015-09-27,9
2015-09-28,18
2015-09-29,21
2015-09-30,19
2015-10-01,19
2015-10-02,32
2015-10-03,7
2015-10-04,3
2015-10-05,13
2015-10-06,19
2015-10-07,11
2015-10-08,16
2015-10-09,17
2015-10-10,13
2015-10-11,8
2015-10-12,10
2015-10-13,17
2015-10-14,9
2015-10-15,12
2015-10-16,14
2015-10-17,7
2015-10-18,9
2015-10-19,17
2015-10-20,12
2015-10-21,15
2015-10-22,22
2015-10-23,19
2015-10-24,8
2015-10-25,5
2015-10-26,25
2015-10-27,94
2015-10-28,37
2015-10-29,32
2015-10-30,25
2015-10-31,10
2015-11-01,11
2015-11-02,28
2015-11-03,21
2015-11-04,19
2015-11-05,19
2015-11-06,14
2015-11-07,14
2015-11-08,12
2015-11-09,20
2015-11-10,43
2015-11-11,32
2015-11-12,23
2015-11-13,19
2015-11-14,14
2015-11-15,9
2015-11-16,31
2015-11-17,28
2015-11-18,22
2015-11-19,16
2015-11-20,25
2015-11-21,18
2015-11-22,8
2015-11-23,15
2015-11-24,15
2015-11-25,14
2015-11-26,12
2015-11-27,13
2015-11-28,10
2015-11-29,5
2015-11-30,25
2015-12-01,25
2015-12-02,17
2015-12-03,21
2015-12-04,30
2015-12-05,12
2015-12-06,6
2015-12-07,16
2015-12-08,19
2015-12-09,17
2015-12-10,14
2015-12-11,21
2015-12-12,18
2015-12-13,3
2015-12-14,15
2015-12-15,21
2015-12-16,25
2015-12-17,23
2015-12-18,20
2015-12-19,7
2015-12-20,8
2015-12-21,12
2015-12-22,17
2015-12-23,18
2015-12-24,9
2015-12-25,13
2015-12-26,12
