date,online trading
2013-11-06,79
2013-11-07,100
2013-11-08,94
2013-11-09,76
2013-11-10,73
2013-11-11,83
2013-11-12,86
2013-11-13,75
2013-11-14,74
2013-11-15,81
2013-11-16,72
2013-11-17,62
2013-11-18,85
2013-11-19,68
2013-11-20,83
2013-11-21,83
2013-11-22,80
2013-11-23,75
2013-11-24,65
2013-11-25,76
2013-11-26,83
2013-11-27,79
2013-11-28,76
2013-11-29,75
2013-11-30,68
2013-12-01,64
2013-12-02,68
2013-12-03,77
2013-12-04,73
2013-12-05,65
2013-12-06,71
2013-12-07,65
2013-12-08,55
2013-12-09,78
2013-12-10,68
2013-12-11,72
2013-12-12,84
2013-12-13,67
2013-12-14,72
2013-12-15,66
2013-12-16,69
2013-12-17,73
2013-12-18,74
2013-12-19,71
2013-12-20,76
2013-12-21,73
2013-12-22,60
2013-12-23,78
2013-12-24,78
2013-12-25,86
2013-12-26,67
2013-12-27,87
2013-12-28,68
2013-12-29,66
2013-12-30,81
2013-12-31,85
2014-01-01,71
2014-01-02,85
2014-01-03,82
2014-01-04,69
2014-01-05,68
2014-01-06,89
2014-01-07,72
2014-01-08,89
2014-01-09,78
2014-01-10,78
2014-01-11,68
2014-01-12,76
2014-01-13,94
2014-01-14,88
2014-01-15,78
2014-01-16,86
2014-01-17,74
2014-01-18,77
2014-01-19,76
2014-01-20,80
2014-01-21,88
2014-01-22,82
2014-01-23,77
2014-01-24,79
2014-01-25,69
2014-01-26,61
2014-01-27,75
2014-01-28,89
2014-01-29,72
2014-01-30,76
2014-01-31,77
2014-02-01,69
2014-02-02,63
2014-02-03,83
2014-02-04,73
2014-02-05,85
2014-02-06,74
2014-02-07,79
2014-02-08,79
2014-02-09,76
2014-02-10,85
2014-02-11,89
2014-02-12,80
2014-02-13,76
2014-02-14,68
2014-02-15,72
2014-02-16,71
2014-02-17,83
2014-02-18,75
2014-02-19,72
2014-02-20,79
2014-02-21,75
2014-02-22,64
2014-02-23,62
2014-02-24,90
2014-02-25,79
2014-02-26,76
2014-02-27,86
2014-02-28,79
2014-03-01,74
2014-03-02,75
2014-03-03,74
2014-03-04,84
2014-03-05,78
2014-03-06,85
2014-03-07,82
2014-03-08,62
2014-03-09,72
2014-03-10,79
2014-03-11,73
2014-03-12,80
2014-03-13,76
2014-03-14,70
2014-03-15,65
2014-03-16,56
2014-03-17,75
2014-03-18,82
2014-03-19,76
2014-03-20,73
2014-03-21,74
2014-03-22,71
2014-03-23,62
2014-03-24,79
2014-03-25,76
2014-03-26,87
2014-03-27,84
2014-03-28,74
2014-03-29,66
2014-03-30,60
2014-03-31,70
2014-04-01,73
2014-04-02,77
2014-04-03,73
2014-04-04,72
2014-04-05,79
2014-04-06,66
2014-04-07,85
2014-04-08,72
2014-04-09,79
2014-04-10,68
2014-04-11,76
2014-04-12,69
2014-04-13,67
2014-04-14,82
2014-04-15,70
2014-04-16,72
2014-04-17,76
2014-04-18,78
2014-04-19,57
2014-04-20,71
2014-04-21,84
2014-04-22,72
2014-04-23,81
2014-04-24,77
2014-04-25,69
2014-04-26,46
2014-04-27,72
2014-04-28,69
2014-04-29,61
2014-04-30,81
2014-05-01,68
2014-05-02,67
2014-05-03,74
2014-05-04,67
2014-05-05,78
2014-05-06,77
2014-05-07,82
2014-05-08,71
2014-05-09,76
2014-05-10,63
2014-05-11,58
2014-05-12,86
2014-05-13,82
2014-05-14,78
2014-05-15,80
2014-05-16,81
2014-05-17,72
2014-05-18,65
2014-05-19,91
2014-05-20,64
2014-05-21,68
2014-05-22,77
2014-05-23,82
2014-05-24,69
2014-05-25,55
2014-05-26,91
2014-05-27,84
2014-05-28,82
2014-05-29,76
2014-05-30,64
2014-05-31,74
2014-06-01,67
2014-06-02,85
2014-06-03,73
2014-06-04,76
2014-06-05,84
2014-06-06,78
2014-06-07,73
2014-06-08,66
2014-06-09,90
2014-06-10,73
2014-06-11,94
2014-06-12,84
2014-06-13,77
2014-06-14,58
2014-06-15,60
2014-06-16,71
2014-06-17,81
2014-06-18,79
2014-06-19,74
2014-06-20,66
2014-06-21,74
2014-06-22,57
2014-06-23,89
2014-06-24,71
2014-06-25,77
2014-06-26,76
2014-06-27,70
2014-06-28,64
2014-06-29,62
2014-06-30,82
2014-07-01,73
2014-07-02,78
2014-07-03,85
2014-07-04,69
2014-07-05,60
2014-07-06,66
2014-07-07,89
2014-07-08,79
2014-07-09,79
2014-07-10,84
2014-07-11,72
2014-07-12,64
2014-07-13,56
2014-07-14,75
2014-07-15,67
2014-07-16,77
2014-07-17,76
2014-07-18,69
2014-07-19,70
2014-07-20,68
2014-07-21,72
2014-07-22,82
2014-07-23,85
2014-07-24,82
