date,AMZN,isPartial
2014-12-01,13,False
2014-12-02,12,False
2014-12-03,11,False
2014-12-04,9,False
2014-12-05,10,False
2014-12-06,4,False
2014-12-07,2,False
2014-12-08,9,False
2014-12-09,10,False
2014-12-10,8,False
2014-12-11,7,False
2014-12-12,8,False
2014-12-13,3,False
2014-12-14,3,False
2014-12-15,7,False
2014-12-16,8,False
2014-12-17,8,False
2014-12-18,11,False
2014-12-19,12,False
2014-12-20,4,False
2014-12-21,2,False
2014-12-22,8,False
2014-12-23,9,False
2014-12-24,7,False
2014-12-25,2,False
2014-12-26,6,False
2014-12-27,4,False
2014-12-28,3,False
2014-12-29,8,False
2014-12-30,9,False
2014-12-31,8,False
2015-01-01,5,False
2015-01-02,8,False
2015-01-03,5,False
2015-01-04,3,False
2015-01-05,7,False
2015-01-06,8,False
2015-01-07,9,False
2015-01-08,7,False
2015-01-09,7,False
2015-01-10,3,False
2015-01-11,3,False
2015-01-12,7,False
2015-01-13,8,False
2015-01-14,10,False
2015-01-15,11,False
2015-01-16,8,False
2015-01-17,4,False
2015-01-18,3,False
2015-01-19,5,False
2015-01-20,8,False
2015-01-21,10,False
2015-01-22,12,False
2015-01-23,12,False
2015-01-24,4,False
2015-01-25,2,False
2015-01-26,8,False
2015-01-27,10,False
2015-01-28,11,False
2015-01-29,31,False
2015-01-30,58,False
2015-01-31,14,False
2015-02-01,7,False
2015-02-02,18,False
2015-02-03,17,False
2015-02-04,16,False
2015-02-05,16,False
2015-02-06,15,False
2015-02-07,7,False
2015-02-08,4,False
2015-02-09,10,False
2015-02-10,10,False
2015-02-11,10,False
2015-02-12,11,False
2015-02-13,12,False
2015-02-14,4,False
2015-02-15,4,False
2015-02-16,7,False
2015-02-17,10,False
2015-02-18,10,False
2015-02-19,10,False
2015-02-20,10,False
2015-02-21,5,False
2015-02-22,2,False
2015-02-23,9,False
2015-02-24,9,False
2015-02-25,10,False
2015-02-26,11,False
2015-02-27,10,False
2015-02-28,4,False
2015-03-01,2,False
2015-03-02,7,False
2015-03-03,8,False
2015-03-04,8,False
2015-03-05,7,False
2015-03-06,8,False
2015-03-07,3,False
2015-03-08,1,False
2015-03-09,7,False
2015-03-10,9,False
2015-03-11,8,False
2015-03-12,8,False
2015-03-13,7,False
2015-03-14,3,False
2015-03-15,1,False
2015-03-16,6,False
2015-03-17,6,False
2015-03-18,6,False
2015-03-19,7,False
2015-03-20,8,False
2015-03-21,3,False
2015-03-22,3,False
2015-03-23,5,False
2015-03-24,5,False
2015-03-25,6,False
2015-03-26,6,False
2015-03-27,6,False
2015-03-28,3,False
2015-03-29,2,False
2015-03-30,5,False
2015-03-31,7,False
2015-04-01,6,False
2015-04-02,5,False
2015-04-03,5,False
2015-04-04,2,False
2015-04-05,1,False
2015-04-06,4,False
2015-04-07,5,False
2015-04-08,7,False
2015-04-09,6,False
2015-04-10,8,False
2015-04-11,3,False
2015-04-12,3,False
2015-04-13,6,False
2015-04-14,7,False
2015-04-15,5,False
2015-04-16,6,False
2015-04-17,7,False
2015-04-18,4,False
2015-04-19,2,False
2015-04-20,10,False
2015-04-21,11,False
2015-04-22,10,False
2015-04-23,34,False
2015-04-24,67,False
2015-04-25,17,False
2015-04-26,9,False
2015-04-27,20,False
2015-04-28,15,False
2015-04-29,15,False
2015-04-30,12,False
2015-05-01,12,False
2015-05-02,4,False
2015-05-03,2,False
2015-05-04,8,False
2015-05-05,8,False
2015-05-06,9,False
2015-05-07,10,False
2015-05-08,11,False
2015-05-09,4,False
2015-05-10,2,False
2015-05-11,8,False
2015-05-12,6,False
2015-05-13,7,False
2015-05-14,8,False
2015-05-15,10,False
2015-05-16,3,False
2015-05-17,3,False
2015-05-18,8,False
2015-05-19,8,False
2015-05-20,9,False
2015-05-21,8,False
2015-05-22,9,False
2015-05-23,3,False
2015-05-24,2,False
2015-05-25,3,False
2015-05-26,7,False
2015-05-27,7,False
2015-05-28,7,False
2015-05-29,8,False
2015-05-30,3,False
2015-05-31,2,False
2015-06-01,6,False
2015-06-02,6,False
2015-06-03,8,False
2015-06-04,8,False
2015-06-05,6,False
2015-06-06,3,False
2015-06-07,2,False
2015-06-08,5,False
2015-06-09,5,False
2015-06-10,6,False
2015-06-11,7,False
2015-06-12,6,False
2015-06-13,3,False
2015-06-14,3,False
2015-06-15,5,False
2015-06-16,6,False
2015-06-17,6,False
2015-06-18,7,False
2015-06-19,7,False
2015-06-20,4,False
2015-06-21,2,False
2015-06-22,7,False
2015-06-23,8,False
2015-06-24,10,False
2015-06-25,8,False
2015-06-26,7,False
2015-06-27,3,False
2015-06-28,2,False
2015-06-29,8,False
2015-06-30,8,False
2015-07-01,6,False
2015-07-02,5,False
2015-07-03,2,False
2015-07-04,3,False
2015-07-05,2,False
2015-07-06,6,False
2015-07-07,7,False
2015-07-08,8,False
2015-07-09,8,False
2015-07-10,8,False
2015-07-11,4,False
2015-07-12,3,False
2015-07-13,9,False
2015-07-14,13,False
2015-07-15,17,False
2015-07-16,20,False
2015-07-17,19,False
2015-07-18,5,False
2015-07-19,4,False
2015-07-20,13,False
2015-07-21,18,False
2015-07-22,16,False
2015-07-23,65,False
2015-07-24,100,False
2015-07-25,17,False
2015-07-26,9,False
2015-07-27,23,False
2015-07-28,18,False
2015-07-29,15,False
2015-07-30,16,False
2015-07-31,13,False
2015-08-01,5,False
2015-08-02,4,False
2015-08-03,10,False
2015-08-04,11,False
2015-08-05,9,False
2015-08-06,11,False
2015-08-07,11,False
2015-08-08,4,False
2015-08-09,3,False
2015-08-10,9,False
2015-08-11,11,False
2015-08-12,9,False
2015-08-13,9,False
2015-08-14,8,False
2015-08-15,5,False
2015-08-16,3,False
2015-08-17,13,False
2015-08-18,13,False
