date,AMZN,isPartial
2016-05-04,22,False
2016-05-05,30,False
2016-05-06,23,False
2016-05-07,12,False
2016-05-08,4,False
2016-05-09,18,False
2016-05-10,39,False
2016-05-11,38,False
2016-05-12,36,False
2016-05-13,34,False
2016-05-14,9,False
2016-05-15,8,False
2016-05-16,31,False
2016-05-17,22,False
2016-05-18,28,False
2016-05-19,25,False
2016-05-20,27,False
2016-05-21,7,False
2016-05-22,4,False
2016-05-23,19,False
2016-05-24,22,False
2016-05-25,22,False
2016-05-26,21,False
2016-05-27,17,False
2016-05-28,5,False
2016-05-29,3,False
2016-05-30,7,False
2016-05-31,18,False
2016-06-01,25,False
2016-06-02,20,False
2016-06-03,20,False
2016-06-04,7,False
2016-06-05,3,False
2016-06-06,22,False
2016-06-07,20,False
2016-06-08,18,False
2016-06-09,16,False
2016-06-10,17,False
2016-06-11,5,False
2016-06-12,6,False
2016-06-13,16,False
2016-06-14,15,False
2016-06-15,15,False
2016-06-16,17,False
2016-06-17,18,False
2016-06-18,5,False
2016-06-19,3,False
2016-06-20,13,False
2016-06-21,19,False
2016-06-22,15,False
2016-06-23,16,False
2016-06-24,39,False
2016-06-25,10,False
2016-06-26,4,False
2016-06-27,23,False
2016-06-28,26,False
2016-06-29,23,False
2016-06-30,18,False
2016-07-01,19,False
2016-07-02,6,False
2016-07-03,5,False
2016-07-04,6,False
2016-07-05,18,False
2016-07-06,22,False
2016-07-07,21,False
2016-07-08,23,False
2016-07-09,8,False
2016-07-10,6,False
2016-07-11,26,False
2016-07-12,36,False
2016-07-13,31,False
2016-07-14,24,False
2016-07-15,19,False
2016-07-16,5,False
2016-07-17,4,False
2016-07-18,22,False
2016-07-19,22,False
2016-07-20,26,False
2016-07-21,25,False
2016-07-22,23,False
2016-07-23,8,False
2016-07-24,4,False
2016-07-25,16,False
2016-07-26,20,False
2016-07-27,31,False
2016-07-28,100,False
2016-07-29,86,False
2016-07-30,15,False
2016-07-31,6,False
2016-08-01,23,False
2016-08-02,25,False
2016-08-03,21,False
2016-08-04,21,False
2016-08-05,20,False
2016-08-06,11,False
2016-08-07,4,False
2016-08-08,19,False
2016-08-09,17,False
2016-08-10,17,False
2016-08-11,16,False
2016-08-12,15,False
2016-08-13,5,False
2016-08-14,2,False
2016-08-15,18,False
2016-08-16,17,False
2016-08-17,15,False
2016-08-18,15,False
2016-08-19,13,False
2016-08-20,2,False
2016-08-21,2,False
2016-08-22,10,False
2016-08-23,16,False
2016-08-24,11,False
2016-08-25,15,False
2016-08-26,12,False
2016-08-27,4,False
2016-08-28,5,False
2016-08-29,14,False
2016-08-30,16,False
2016-08-31,11,False
2016-09-01,16,False
2016-09-02,13,False
2016-09-03,6,False
2016-09-04,3,False
2016-09-05,4,False
2016-09-06,20,False
2016-09-07,20,False
2016-09-08,15,False
2016-09-09,20,False
2016-09-10,7,False
2016-09-11,4,False
2016-09-12,18,False
2016-09-13,16,False
2016-09-14,15,False
2016-09-15,15,False
2016-09-16,17,False
2016-09-17,7,False
2016-09-18,4,False
2016-09-19,14,False
2016-09-20,15,False
2016-09-21,17,False
2016-09-22,26,False
2016-09-23,27,False
2016-09-24,9,False
2016-09-25,5,False
2016-09-26,19,False
2016-09-27,23,False
2016-09-28,25,False
2016-09-29,30,False
2016-09-30,27,False
2016-10-01,11,False
2016-10-02,6,False
2016-10-03,24,False
2016-10-04,23,False
2016-10-05,25,False
2016-10-06,21,False
2016-10-07,18,False
2016-10-08,7,False
2016-10-09,7,False
2016-10-10,17,False
2016-10-11,18,False
2016-10-12,23,False
2016-10-13,21,False
2016-10-14,24,False
2016-10-15,6,False
2016-10-16,4,False
2016-10-17,21,False
2016-10-18,27,False
2016-10-19,21,False
2016-10-20,19,False
2016-10-21,19,False
2016-10-22,10,False
2016-10-23,4,False
2016-10-24,26,False
2016-10-25,27,False
2016-10-26,27,False
2016-10-27,87,False
2016-10-28,89,False
2016-10-29,12,False
2016-10-30,11,False
2016-10-31,31,False
2016-11-01,28,False
2016-11-02,27,False
2016-11-03,26,False
2016-11-04,23,False
2016-11-05,9,False
2016-11-06,6,False
2016-11-07,32,False
2016-11-08,27,False
2016-11-09,63,False
2016-11-10,53,False
2016-11-11,45,False
2016-11-12,10,False
2016-11-13,5,False
2016-11-14,31,False
2016-11-15,40,False
2016-11-16,29,False
2016-11-17,29,False
2016-11-18,31,False
2016-11-19,10,False
2016-11-20,6,False
2016-11-21,28,False
2016-11-22,34,False
2016-11-23,28,False
2016-11-24,10,False
2016-11-25,21,False
2016-11-26,11,False
2016-11-27,5,False
2016-11-28,31,False
2016-11-29,27,False
2016-11-30,31,False
2016-12-01,23,False
2016-12-02,23,False
2016-12-03,8,False
2016-12-04,3,False
2016-12-05,26,False
2016-12-06,36,False
2016-12-07,23,False
2016-12-08,23,False
2016-12-09,21,False
2016-12-10,5,False
2016-12-11,5,False
2016-12-12,19,False
2016-12-13,22,False
2016-12-14,27,False
2016-12-15,20,False
2016-12-16,21,False
2016-12-17,7,False
2016-12-18,5,False
2016-12-19,19,False
2016-12-20,23,False
2016-12-21,21,False
2016-12-22,20,False
2016-12-23,15,False
2016-12-24,4,False
2016-12-25,6,False
2016-12-26,6,False
2016-12-27,19,False
2016-12-28,24,False
2016-12-29,19,False
2016-12-30,17,False
2016-12-31,9,False
2017-01-01,6,False
2017-01-02,9,False
